I II V1 V2 V3 V4 V5 V6
-20 -23 9 6 3 -4 -8 -13
-20 -23 9 6 3 -4 -8 -13
-20 -23 9 7 3 -4 -8 -13
-20 -23 10 8 3 -4 -8 -13
-20 -23 10 9 3 -4 -8 -13
-20 -23 10 9 3 -4 -8 -13
-19 -22 11 10 4 -3 -9 -13
-19 -22 11 9 4 -3 -8 -13
-19 -22 11 9 3 -3 -8 -13
-19 -22 11 8 3 -3 -7 -13
-19 -22 11 8 3 -3 -7 -13
-18 -22 12 7 2 -3 -6 -12
-18 -22 12 7 3 -3 -7 -12
-18 -22 12 8 3 -3 -8 -12
-18 -22 12 8 4 -3 -9 -12
-18 -22 12 8 4 -3 -9 -12
-17 -22 12 9 5 -3 -10 -13
-17 -21 12 9 4 -3 -10 -13
-17 -20 12 8 3 -3 -9 -13
-17 -19 12 8 2 -3 -9 -13
-17 -19 12 8 2 -3 -9 -13
-16 -18 11 7 1 -2 -8 -13
-16 -18 11 7 1 -2 -8 -12
-16 -19 11 7 1 -3 -8 -12
-16 -19 11 7 1 -3 -8 -11
-16 -19 11 7 1 -3 -8 -11
-15 -20 11 8 1 -4 -8 -10
-15 -20 11 8 0 -4 -8 -10
-15 -20 11 7 -2 -4 -9 -11
-15 -20 11 7 -3 -4 -9 -11
-15 -20 11 7 -3 -4 -9 -11
-14 -19 10 6 -4 -5 -10 -12
-14 -19 10 6 -4 -5 -10 -12
-14 -19 10 6 -3 -5 -10 -12
-14 -19 10 6 -3 -5 -10 -12
-14 -19 10 6 -3 -5 -10 -12
-13 -20 10 6 -2 -6 -9 -11
-13 -19 10 6 -3 -6 -9 -11
-13 -19 10 6 -3 -6 -9 -12
-13 -18 10 6 -4 -6 -9 -12
-13 -18 10 6 -4 -6 -9 -12
-13 -17 11 6 -5 -5 -10 -13
-13 -17 11 6 -5 -5 -10 -13
-13 -18 10 6 -5 -6 -10 -13
-13 -18 10 6 -5 -6 -10 -13
-13 -18 10 6 -5 -6 -10 -13
-12 -18 9 6 -5 -7 -11 -13
-11 -17 9 6 -5 -7 -10 -12
-11 -16 9 6 -5 -7 -9 -11
-10 -15 9 6 -5 -7 -8 -10
-10 -14 9 6 -5 -7 -8 -9
-9 -13 10 7 -5 -6 -7 -8
-9 -12 11 8 -4 -5 -7 -8
-8 -12 12 9 -3 -5 -7 -8
-8 -11 13 10 -2 -4 -7 -8
-8 -11 14 11 0 -4 -7 -8
-7 -10 15 12 1 -2 -8 -9
-6 -9 15 13 1 0 -7 -9
-5 -8 15 14 1 1 -7 -9
-4 -7 15 15 1 2 -6 -9
-3 -6 15 16 1 3 -6 -9
-2 -5 14 16 2 4 -5 -8
-2 -5 12 15 3 4 -5 -8
-2 -4 9 14 3 4 -5 -7
-2 -4 7 13 4 4 -5 -7
-2 -4 5 12 4 4 -5 -7
-3 -3 4 10 5 4 -4 -6
-3 -2 3 8 4 4 -4 -6
-3 0 2 7 4 4 -4 -5
-3 1 1 5 3 4 -4 -5
-3 2 0 4 3 4 -4 -5
0 3 -2 3 2 3 -3 -4
1 3 -2 3 2 3 -3 -3
3 3 0 4 2 3 -2 -2
4 3 0 4 2 3 -2 0
5 3 0 4 2 3 -2 0
6 4 1 5 3 3 0 1
6 3 1 4 2 3 0 1
6 2 1 3 1 2 -2 1
6 1 1 2 0 2 -2 1
6 1 1 2 -2 2 -2 1
5 0 0 1 -3 1 -4 -2
5 0 0 1 -3 0 -5 -3
5 0 0 1 -3 0 -6 -4
5 0 0 1 -3 -2 -7 -5
5 0 0 1 -3 -2 -8 -6
5 -3 1 0 -4 -3 -9 -7
3 -5 2 0 -4 -3 -9 -7
1 -7 3 1 -4 -3 -9 -8
-2 -9 4 1 -4 -3 -9 -8
-4 -10 5 1 -4 -3 -9 -8
-5 -11 6 2 -5 -4 -9 -10
-6 -12 6 1 -6 -6 -11 -12
-7 -13 6 1 -7 -8 -13 -13
-8 -14 6 0 -8 -10 -15 -15
-8 -15 6 0 -9 -11 -16 -16
-9 -16 6 -2 -10 -12 -17 -17
-9 -16 6 -2 -10 -12 -17 -17
-9 -16 6 -2 -10 -13 -17 -17
-9 -16 6 -2 -10 -13 -17 -17
-9 -16 6 -2 -10 -13 -17 -17
-9 -17 6 -2 -10 -14 -18 -18
-9 -17 6 0 -9 -14 -18 -18
-9 -17 7 1 -9 -15 -19 -18
-9 -17 7 2 -8 -15 -19 -18
-9 -17 7 2 -8 -15 -19 -18
-8 -21 14 16 2 -16 -21 -20
-6 -24 22 30 11 -16 -23 -25
-4 -27 30 45 20 -16 -25 -29
-2 -31 37 60 29 -16 -27 -33
1 -34 46 74 39 -16 -28 -37
7 -27 57 99 62 -4 -24 -36
13 -18 69 123 86 9 -17 -33
18 -9 81 148 109 22 -11 -30
24 1 94 174 133 34 -4 -28
30 11 106 198 156 47 3 -25
47 42 93 192 163 74 36 10
65 74 75 182 169 103 72 49
84 108 58 171 175 132 108 87
101 141 40 160 180 160 145 126
119 174 23 149 185 189 181 163
122 201 -9 93 154 207 212 196
125 228 -43 30 118 226 241 228
127 256 -76 -31 84 244 272 260
129 282 -110 -94 48 262 302 292
131 309 -144 -155 12 280 332 323
113 290 -148 -177 -19 251 301 299
92 266 -148 -193 -50 215 262 266
70 242 -148 -210 -80 179 223 233
49 218 -148 -227 -111 142 184 201
28 193 -148 -243 -142 106 145 169
18 162 -144 -240 -152 74 111 136
10 132 -139 -234 -160 42 77 103
2 101 -135 -228 -169 10 43 69
-7 70 -130 -222 -177 -22 9 36
-16 39 -126 -216 -185 -54 -25 4
-16 26 -110 -187 -165 -58 -31 -5
-15 15 -93 -156 -142 -57 -33 -10
-14 5 -76 -126 -117 -56 -35 -16
-13 -7 -60 -94 -94 -55 -38 -21
-12 -17 -43 -63 -70 -55 -40 -26
-11 -19 -34 -51 -59 -51 -40 -27
