I II V1 V2 V3 V4 V5 V6
3 3 11 24 63 27 11 11
4 3 11 24 63 28 12 11
6 4 11 25 63 30 13 12
7 4 10 25 64 32 15 13
9 5 10 26 64 34 16 14
10 5 10 26 64 36 17 15
11 6 9 28 67 39 20 17
12 7 9 29 69 42 22 19
13 7 9 30 71 44 25 21
14 8 9 31 73 46 27 23
15 8 9 32 75 48 29 25
16 9 9 33 76 49 30 26
16 9 8 33 76 50 31 26
16 9 7 32 76 50 32 27
16 9 6 32 76 51 33 27
16 9 5 32 76 51 34 27
18 13 4 31 78 54 38 30
21 16 4 31 80 56 42 33
24 19 5 32 81 59 46 36
27 22 5 32 84 61 49 39
30 25 5 32 85 63 52 42
30 26 5 33 85 64 53 43
29 25 4 33 82 64 53 42
27 24 3 32 81 64 53 42
26 23 2 32 79 64 53 40
25 22 1 32 78 64 53 40
25 22 0 31 77 64 53 40
27 24 1 31 77 64 54 43
29 26 2 30 76 64 54 44
31 28 3 30 76 64 55 46
32 29 3 30 76 64 55 47
31 28 4 26 70 59 52 45
28 25 3 22 64 55 48 42
25 23 2 19 59 50 44 38
22 20 1 15 53 46 39 35
20 18 0 12 48 42 35 32
19 17 -2 11 44 38 33 29
18 16 0 10 40 36 31 27
17 15 1 9 36 33 29 25
16 14 2 8 33 31 27 23
16 13 3 8 30 29 25 21
13 9 4 4 25 23 19 16
10 6 3 1 20 16 13 11
7 3 2 -3 15 10 8 6
4 0 1 -6 10 4 2 1
2 -4 0 -9 6 -3 -4 -5
1 -5 -2 -10 4 -5 -6 -6
0 -6 -2 -11 2 -6 -7 -6
-2 -6 0 -11 0 -7 -9 -6
-3 -7 0 -12 -3 -8 -10 -6
-3 -7 0 -12 -4 -9 -11 -6
-5 -9 1 -13 -6 -12 -13 -7
-6 -10 1 -14 -8 -15 -14 -9
-8 -11 0 -15 -10 -17 -16 -11
-9 -12 0 -16 -12 -20 -17 -13
-10 -13 0 -17 -13 -22 -18 -15
-11 -14 -2 -18 -15 -23 -20 -16
-12 -15 -2 -18 -16 -23 -21 -17
-12 -16 0 -18 -17 -24 -23 -18
-13 -17 0 -18 -18 -24 -24 -19
-13 -17 0 -18 -19 -24 -25 -20
-14 -18 1 -18 -20 -25 -26 -21
-14 -18 0 -18 -21 -26 -26 -21
-14 -18 -2 -19 -22 -26 -27 -20
-14 -18 -3 -19 -23 -27 -27 -20
-14 -18 -3 -19 -23 -27 -27 -20
-13 -17 -4 -20 -24 -28 -28 -20
-14 -18 -4 -20 -25 -28 -29 -21
-15 -18 -4 -20 -26 -29 -29 -22
-16 -19 -4 -20 -27 -29 -30 -23
-16 -19 -4 -20 -27 -29 -30 -24
-17 -20 -5 -19 -28 -30 -31 -25
-16 -20 -5 -19 -28 -30 -30 -24
-16 -20 -5 -19 -28 -30 -29 -23
-15 -20 -5 -19 -28 -30 -28 -22
-15 -20 -5 -19 -28 -30 -28 -21
-14 -19 -5 -18 -28 -30 -27 -20
-15 -19 -5 -18 -28 -30 -27 -20
-15 -19 -5 -17 -28 -30 -28 -21
-16 -19 -5 -17 -28 -30 -28 -21
-16 -19 -5 -17 -28 -30 -28 -21
-17 -19 -4 -16 -27 -31 -29 -22
-16 -18 -4 -16 -27 -31 -29 -21
-16 -17 -4 -16 -27 -30 -28 -21
