I II V1 V2 V3 V4 V5 V6
-5 4 5 -3 -3 -10 5 -29
-7 4 5 -3 -3 -8 7 -29
-4 6 5 -4 -2 -8 6 -29
-4 6 8 -2 -2 -5 6 -29
-5 6 7 -1 -1 -5 7 -28
-4 8 8 -1 -1 -4 8 -27
-5 9 9 0 -1 -3 6 -27
-5 6 9 0 0 -1 7 -27
-5 7 7 -1 0 -2 7 -28
-5 6 5 0 0 -4 7 -27
-5 5 5 -1 0 -5 7 -26
-6 5 6 -1 1 -4 9 -25
-5 8 6 -1 1 -3 9 -26
-3 8 8 1 1 -4 8 -26
-6 7 8 3 1 -3 9 -26
-5 9 7 3 -1 -3 10 -25
-4 10 9 5 2 -1 8 -24
-4 8 9 6 3 -2 8 -24
-4 8 9 6 3 -1 8 -22
-5 7 7 6 3 -3 6 -26
-5 7 6 5 3 -4 6 -26
-4 8 8 5 4 -2 7 -23
-4 8 7 6 4 -3 6 -24
-5 7 5 4 2 -5 5 -23
-5 8 5 6 3 -3 6 -21
-6 9 4 6 3 -3 6 -20
-3 10 6 8 4 -3 5 -20
-5 7 7 9 5 0 6 -18
-4 7 7 8 5 -2 6 -18
-2 9 8 7 5 -1 6 -17
-5 6 7 7 5 -2 5 -17
-4 7 5 6 5 -2 6 -16
-4 9 5 7 5 -1 6 -16
-6 7 4 5 5 -1 7 -14
-5 9 5 6 5 -3 6 -14
-5 9 5 7 4 -3 6 -13
-5 9 6 8 3 -4 4 -15
-3 10 9 9 5 -3 4 -13
-4 7 10 8 5 -2 4 -12
-3 9 9 8 6 -2 4 -14
0 10 11 9 7 0 4 -13
-2 8 11 9 7 2 4 -13
-1 10 10 9 8 3 5 -13
-2 9 9 7 7 3 6 -12
-3 10 6 7 5 -1 6 -11
-4 9 7 7 4 -1 6 -11
-4 9 6 7 4 -2 6 -11
-2 11 8 7 5 0 5 -10
-2 9 10 8 6 1 6 -11
-2 8 9 7 6 0 6 -8
0 10 10 8 6 1 5 -6
-1 9 11 7 6 3 5 -9
0 10 9 6 4 0 4 -10
-1 9 8 4 3 0 3 -11
-3 9 5 4 1 -2 2 -13
-3 9 6 4 1 -2 3 -12
-3 11 5 5 1 -2 2 -12
-5 9 4 4 1 -3 2 -12
-5 6 4 5 3 -2 4 -8
-3 6 5 3 3 -2 4 -9
-3 6 5 3 2 -1 3 -9
-1 8 7 3 3 0 4 -9
-1 7 7 2 2 2 4 -9
-1 7 7 2 3 3 4 -8
-3 5 6 2 2 2 3 -8
-4 5 4 1 0 -1 4 -9
-3 6 4 2 0 -1 2 -9
-3 4 3 0 0 -1 1 -9
-4 3 1 -1 -2 -4 1 -9
-3 5 1 -1 -2 -4 1 -9
-4 5 1 -1 -3 -4 -1 -9
-1 6 3 -2 -2 -3 -2 -10
-2 6 5 -3 -1 0 -1 -9
-4 5 4 -3 0 -1 -2 -9
-2 7 5 -2 -1 -1 -4 -10
-2 6 7 -2 -1 0 -3 -9
-3 6 4 -2 -2 -2 -5 -9
-2 4 4 -4 -3 -2 -6 -7
-4 3 2 -5 -5 -6 -7 -11
-5 3 2 -4 -4 -6 -7 -13
-4 2 2 -4 -5 -5 -7 -14
-3 4 3 -4 -4 -5 -7 -14
-1 6 4 -6 -4 -3 -6 -14
-3 4 3 -5 -3 -3 -6 -13
-3 4 3 -4 -4 -3 -6 -12
-3 5 4 -4 -4 -2 -4 -12
-4 3 4 -4 -4 -2 -6 -13
-3 3 3 -4 -5 -4 -6 -13
-4 2 2 -5 -5 -5 -5 -11
-4 2 0 -7 -7 -8 -6 -13
-4 1 1 -6 -7 -7 -7 -14
-5 0 0 -7 -6 -7 -7 -14
-7 -1 -2 -7 -6 -9 -8 -13
-5 1 -2 -9 -6 -9 -10 -13
-6 2 -2 -8 -8 -9 -11 -14
