I II V1 V2 V3 V4 V5 V6
33 48 10 61 48 61 33 49
7 40 12 66 47 59 29 46
-5 38 18 79 45 58 27 43
3 41 19 71 39 49 20 37
4 35 15 57 27 39 8 28
-2 33 20 57 30 35 7 24
3 32 23 48 23 27 -3 21
5 30 20 42 16 22 -8 20
4 29 18 39 14 17 -13 22
6 31 21 45 6 10 -19 23
-3 29 21 45 2 7 -20 23
-9 23 20 40 -2 1 -21 20
-8 21 19 35 -6 -2 -23 15
-7 23 23 41 -6 -2 -23 15
-8 20 22 26 -14 -8 -29 9
-14 17 22 24 -15 -8 -28 8
-14 18 20 29 -16 -10 -30 8
-5 19 15 24 -26 -14 -36 4
-3 16 14 19 -29 -15 -37 5
-8 13 13 20 -26 -16 -36 10
-9 12 17 15 -30 -21 -38 7
-7 12 17 10 -33 -25 -40 2
-16 12 11 5 -33 -25 -40 2
-18 13 11 4 -34 -25 -39 1
-14 13 10 3 -40 -27 -43 -4
-8 12 8 -1 -44 -29 -42 -5
-5 12 5 -1 -46 -31 -43 -4
-2 9 0 0 -47 -30 -44 -4
-5 9 -4 -9 -48 -31 -44 -4
-8 8 0 -8 -47 -30 -40 -1
5 9 -6 -12 -54 -36 -46 -10
17 6 -9 -11 -56 -40 -50 -17
6 7 -5 -5 -50 -38 -47 -15
-11 5 6 6 -46 -34 -45 -12
-15 1 2 0 -46 -34 -47 -11
-11 -2 -3 -16 -51 -34 -49 -10
-11 -1 -5 -15 -51 -36 -47 -6
-13 2 -8 -10 -48 -32 -46 -1
-16 2 -9 -8 -45 -30 -45 1
-15 3 -7 -6 -43 -30 -41 2
-6 5 -11 -6 -50 -33 -46 -3
-2 6 -13 -11 -52 -35 -47 -5
-1 5 -9 -12 -51 -33 -42 -2
-16 5 -3 -3 -49 -27 -36 4
-15 4 -6 -4 -51 -27 -37 0
2 0 -15 -20 -56 -31 -44 -7
0 1 -16 -15 -54 -30 -41 -5
3 0 -12 -15 -51 -29 -41 -9
0 -3 -8 -15 -49 -30 -42 -15
-20 -1 -7 -5 -41 -24 -34 -11
-27 5 -3 -3 -42 -20 -34 -11
-19 1 -8 -10 -44 -24 -41 -17
-18 0 -12 -12 -46 -25 -46 -17
-14 2 -12 -12 -46 -27 -49 -13
-4 3 -15 -13 -51 -30 -52 -12
2 0 -15 -14 -48 -28 -50 -5
-6 2 -10 -7 -42 -26 -42 3
-17 1 -10 -8 -42 -25 -35 7
-7 2 -15 -12 -45 -29 -40 1
1 2 -17 -11 -49 -34 -45 -4
-4 6 -19 -12 -52 -34 -48 -10
3 3 -19 -9 -53 -35 -47 -10
16 4 -23 -13 -57 -38 -49 -13
8 7 -16 -10 -50 -32 -41 -6
-16 7 -12 -3 -46 -23 -34 -2
-21 2 -8 -3 -39 -18 -32 0
-19 3 -7 -8 -40 -18 -31 0
-23 1 -8 -9 -43 -16 -32 -2
-30 -2 -10 -8 -38 -14 -30 -1
-27 0 -7 -4 -40 -14 -28 1
-17 2 -10 -6 -45 -19 -35 -6
-1 4 -16 -8 -48 -23 -40 -11
12 5 -19 -13 -53 -27 -44 -15
23 6 -25 -15 -53 -31 -47 -19
16 6 -24 -14 -50 -27 -46 -21
-8 6 -14 -2 -43 -15 -36 -12
-25 8 -3 1 -34 -9 -28 -4
-26 8 1 4 -35 -9 -26 -4
-25 7 -5 2 -38 -11 -29 -7
-17 7 -9 -5 -43 -15 -34 -9
-11 3 -13 -7 -46 -17 -41 -10
-17 3 -15 -9 -44 -16 -42 -5
-11 7 -11 0 -40 -17 -39 1
3 9 -17 -5 -48 -22 -37 0
3 6 -21 -12 -51 -25 -36 -2
-1 6 -18 -12 -49 -23 -33 -1
-6 7 -17 -8 -45 -21 -32 -1
-17 4 -11 4 -40 -16 -29 1
-14 4 -13 -2 -42 -18 -32 -2
-11 7 -10 -2 -41 -20 -31 -3
-16 11 -9 3 -37 -18 -29 -3
-15 8 -7 4 -42 -18 -28 -3
-15 8 -8 0 -43 -20 -28 -1
-13 7 -8 -4 -43 -19 -26 0
-11 4 -15 -8 -48 -20 -31 -6
-10 4 -16 -2 -46 -18 -31 -7
12 3 -23 -10 -50 -26 -39 -14
15 3 -21 -12 -56 -30 -41 -16
5 2 -23 -12 -56 -30 -38 -15
3 5 -22 -2 -53 -30 -36 -9
-3 8 -17 -3 -51 -27 -35 -7
-14 8 -14 5 -47 -22 -31 -1
-12 6 -10 -3 -48 -24 -32 -1
-8 5 -7 0 -46 -23 -30 -1
-10 3 -15 -1 -50 -25 -32 -5
-13 2 -12 -6 -48 -24 -31 -4
9 8 -21 -10 -49 -28 -37 -11
13 7 -25 -14 -53 -33 -41 -15
5 7 -25 -18 -52 -31 -40 -14
0 7 -22 -15 -52 -30 -36 -10
-9 10 -15 -10 -51 -29 -34 -8
-16 10 -8 2 -47 -24 -27 -2
-26 6 -11 6 -44 -22 -23 1
-25 7 -12 1 -44 -22 -23 1
-24 8 -17 4 -45 -23 -25 -3
-20 4 -19 0 -43 -23 -26 -4
-11 5 -16 -9 -43 -26 -31 -6
-5 5 -22 -3 -49 -29 -36 -13
-7 3 -25 -7 -52 -31 -41 -18
-11 3 -22 -12 -48 -32 -38 -14
-13 5 -18 -1 -49 -32 -35 -13
-12 8 -14 -7 -53 -32 -34 -11
-8 7 -16 -10 -53 -36 -36 -11
-9 5 -17 -7 -58 -36 -35 -9
0 6 -18 -16 -62 -38 -38 -11
2 0 -21 -21 -59 -37 -36 -6
-8 -1 -15 -11 -58 -34 -34 -3
-16 -1 -20 -10 -57 -33 -30 -1
-17 -2 -26 -14 -59 -37 -32 -5
-10 1 -20 -17 -55 -36 -30 -3
-11 6 -17 -11 -58 -32 -28 -4
-18 5 -16 -17 -55 -32 -28 -7
-13 4 -22 -12 -57 -33 -29 -11
-12 2 -20 -10 -57 -34 -27 -14
-3 -1 -22 -21 -65 -38 -34 -21
11 -1 -28 -16 -69 -41 -38 -22
0 1 -22 -13 -67 -36 -35 -16
