I II V1 V2 V3 V4 V5 V6
-7 -12 -2 -9 -3 -10 -9 -4
-7 -12 -2 -9 -3 -10 -9 -4
-6 -12 -2 -9 -2 -10 -9 -4
-6 -11 -2 -9 0 -10 -9 -4
-5 -11 -2 -9 1 -10 -9 -4
-5 -11 -2 -9 2 -10 -9 -4
-4 -10 -2 -8 4 -10 -9 -3
-5 -10 -2 -8 5 -10 -9 -4
-5 -10 -2 -8 6 -10 -9 -5
-6 -10 -2 -8 7 -10 -9 -6
-6 -10 -2 -8 8 -10 -9 -6
-7 -11 -2 -9 10 -10 -10 -7
-7 -11 -2 -9 11 -10 -10 -7
-6 -11 -2 -9 12 -10 -10 -7
-6 -11 -2 -9 13 -10 -10 -7
-6 -11 -2 -9 14 -10 -10 -7
-5 -10 0 -8 15 -10 -9 -8
-6 -11 0 -8 15 -10 -9 -9
-6 -11 0 -8 15 -10 -9 -9
-7 -12 0 -8 15 -10 -9 -10
-7 -12 0 -8 15 -10 -9 -10
-8 -13 -2 -9 16 -11 -10 -11
-7 -13 -2 -9 16 -11 -10 -12
-7 -12 -2 -9 16 -11 -10 -12
-6 -12 -2 -9 16 -11 -10 -13
-6 -12 -2 -9 16 -11 -10 -13
-5 -11 -2 -8 15 -10 -10 -14
-5 -11 -2 -8 15 -10 -10 -15
-6 -11 -2 -8 14 -10 -10 -15
-6 -11 -2 -8 14 -10 -10 -16
-6 -11 -2 -8 14 -10 -10 -16
-7 -11 -2 -9 13 -11 -11 -17
-6 -10 -2 -8 14 -10 -10 -17
-5 -9 -2 -8 14 -10 -9 -17
-4 -8 -2 -7 15 -9 -8 -17
-4 -7 -2 -7 15 -9 -8 -17
-3 -6 -2 -6 16 -8 -7 -17
-3 -7 -2 -6 15 -8 -8 -18
-4 -8 -2 -6 14 -9 -8 -19
-4 -9 -2 -6 13 -9 -9 -20
-4 -10 -2 -6 13 -9 -9 -20
-5 -11 0 -7 12 -10 -10 -21
-6 -11 0 -7 12 -10 -10 -21
-6 -11 0 -7 12 -10 -10 -22
-7 -11 0 -7 12 -10 -10 -22
-7 -11 0 -7 12 -10 -10 -22
-8 -11 0 -8 11 -10 -9 -23
-7 -10 0 -7 11 -10 -9 -23
-6 -10 0 -7 11 -9 -8 -23
-5 -9 0 -6 11 -9 -8 -23
-4 -9 0 -6 11 -9 -8 -23
-3 -8 1 -5 11 -8 -7 -22
-3 -8 1 -5 11 -8 -7 -21
-4 -8 1 -5 11 -8 -7 -20
-4 -8 1 -5 11 -8 -7 -19
-4 -8 1 -5 11 -8 -7 -18
-5 -9 1 -6 10 -8 -8 -17
-5 -9 1 -6 10 -8 -8 -16
-5 -10 1 -6 9 -8 -8 -16
-5 -10 1 -6 9 -8 -8 -15
-5 -10 1 -6 9 -8 -8 -15
-6 -11 0 -7 8 -9 -9 -13
-6 -11 0 -7 8 -9 -9 -12
-5 -10 0 -7 8 -9 -9 -10
-5 -10 0 -7 8 -9 -9 -9
-5 -10 0 -7 8 -9 -9 -8
-4 -8 1 -6 8 -9 -8 -6
-4 -6 2 -5 9 -8 -7 -5
-4 -4 3 -4 9 -7 -6 -3
-4 -2 4 -3 10 -6 -5 -2
-4 1 5 -2 10 -5 -5 0
-3 2 6 0 11 -4 -4 1
-3 2 7 1 11 -4 -4 2
-3 2 8 1 11 -3 -4 3
-3 2 9 2 11 -3 -4 4
-3 2 9 2 11 -3 -4 4
-4 2 10 4 12 -2 -3 6
-3 3 10 5 13 0 -2 8
-3 3 11 6 13 0 -2 9
-2 4 11 7 14 1 0 11
-2 4 11 8 14 1 0 12
1 5 12 9 15 2 1 14
3 6 11 9 15 3 2 15
5 7 11 9 16 4 3 16
7 8 10 9 16 5 4 17
9 9 10 9 16 6 5 18
10 10 9 9 17 7 6 19
10 9 8 10 18 7 6 19
9 9 8 11 18 8 6 18
9 8 7 12 19 8 6 18
9 8 7 12 19 8 6 18
8 7 6 13 20 9 7 17
8 6 5 12 19 8 6 16
8 5 5 11 18 8 6 15
8 4 4 10 17 7 5 14
8 4 4 10 17 7 5 14
7 3 3 8 15 5 4 12
6 2 3 6 13 4 3 11
6 1 2 5 11 3 3 9
5 0 2 3 9 2 2 8
5 -2 2 2 8 1 2 7
4 -3 1 1 7 0 1 6
4 -3 1 1 7 0 1 6
4 -2 1 1 7 0 0 5
4 -2 1 1 7 0 0 5
4 -2 1 1 7 0 0 5
3 -2 2 1 6 0 -3 3
2 -3 2 0 5 -3 -4 1
1 -5 2 -2 3 -4 -6 0
0 -6 2 -3 2 -6 -7 -3
0 -7 2 -4 1 -7 -8 -4
-2 -8 2 -5 0 -8 -9 -5
-3 -8 2 -5 0 -8 -9 -6
-4 -9 1 -6 -2 -9 -9 -6
-5 -9 1 -6 -2 -9 -9 -7
-6 -9 1 -6 -2 -9 -9 -7
-7 -10 0 -7 -3 -10 -10 -8
-7 -10 0 -7 -3 -10 -10 -8
-7 -10 0 -7 -3 -10 -10 -9
-7 -10 0 -7 -3 -10 -10 -9
-7 -10 0 -7 -3 -10 -10 -9
-7 -10 0 -6 -3 -10 -10 -10
-7 -10 0 -6 -3 -10 -10 -10
-6 -9 0 -6 -3 -10 -10 -10
-6 -9 0 -6 -3 -10 -10 -10
-6 -9 0 -6 -3 -10 -10 -10
-5 -8 0 -6 -3 -10 -10 -10
-5 -8 0 -6 -3 -10 -10 -10
-5 -8 0 -6 -3 -10 -10 -11
-5 -8 0 -6 -3 -10 -10 -11
-5 -8 0 -6 -3 -10 -10 -11
-5 -8 2 -2 -2 -10 -11 -12
-6 -8 5 3 1 -10 -11 -13
-7 -7 7 7 3 -10 -12 -14
-8 -7 9 11 5 -10 -12 -15
-9 -7 11 15 6 -10 -12 -16
-10 -2 19 30 20 1 -6 -12
-9 5 28 48 34 12 3 -7
-9 10 37 65 50 24 11 0
-8 15 47 82 64 36 19 6
-8 21 56 100 79 48 28 12
5 27 56 104 100 77 52 28
17 33 53 107 121 109 76 46
29 39 51 110 143 142 102 64
