I II V1 V2 V3 V4 V5 V6
-7 -38 -56 -129 -101 -99 -81 -42
-7 -30 -44 -108 -85 -89 -77 -42
-9 -28 -35 -88 -67 -77 -70 -39
-7 -21 -28 -74 -54 -67 -63 -35
-10 -18 -21 -62 -44 -58 -58 -34
-12 -17 -14 -52 -34 -51 -54 -30
-5 -5 -6 -44 -26 -43 -48 -25
-6 -5 -3 -40 -22 -42 -46 -25
-6 -5 0 -34 -17 -38 -43 -23
-7 -6 -1 -33 -17 -36 -41 -22
-11 -10 -4 -32 -20 -38 -43 -25
-8 -7 -2 -30 -19 -40 -43 -24
-14 -6 -6 -33 -21 -42 -46 -27
-15 -8 -2 -32 -18 -41 -44 -25
-11 -6 -2 -32 -17 -40 -44 -24
-7 -4 1 -33 -15 -38 -42 -24
-12 -3 -1 -35 -15 -37 -44 -26
-13 -8 -1 -34 -14 -37 -42 -24
-6 -3 0 -30 -12 -35 -40 -23
-10 -6 -2 -32 -14 -36 -41 -25
-13 -10 -2 -31 -13 -37 -41 -25
-13 -8 -3 -30 -14 -42 -43 -26
-9 -2 -3 -30 -12 -40 -43 -27
-6 1 0 -28 -10 -37 -39 -24
1 6 3 -26 -7 -34 -37 -23
-7 -1 3 -31 -10 -36 -39 -24
-12 -5 1 -35 -11 -35 -40 -26
-7 -4 0 -33 -10 -34 -37 -24
-8 -6 0 -31 -10 -34 -39 -25
-15 -11 0 -30 -9 -34 -39 -23
-12 -7 1 -29 -11 -35 -38 -23
-11 -7 -1 -29 -12 -36 -38 -22
-9 -4 -2 -29 -12 -35 -39 -23
-8 -2 1 -28 -10 -35 -39 -23
-6 -1 2 -27 -8 -33 -38 -22
-10 -8 0 -28 -7 -35 -38 -20
-8 -1 -3 -30 -10 -35 -39 -22
-8 -2 -1 -30 -11 -36 -39 -22
-5 -2 0 -30 -11 -33 -37 -21
-7 -2 -1 -31 -12 -34 -37 -21
-9 -4 -2 -31 -15 -36 -39 -22
-9 -7 -1 -31 -14 -37 -40 -23
-7 -4 -1 -29 -11 -36 -40 -23
-7 0 2 -28 -10 -35 -40 -22
-7 -1 2 -30 -12 -36 -41 -23
-9 -4 2 -33 -13 -35 -40 -23
-7 -3 1 -35 -13 -32 -39 -23
-10 -6 0 -34 -13 -32 -38 -23
-5 -1 1 -31 -13 -30 -36 -21
-2 1 0 -30 -13 -29 -35 -20
-3 -4 2 -27 -12 -30 -35 -20
-4 -6 3 -24 -11 -31 -35 -19
-11 -6 0 -29 -15 -35 -40 -23
-11 -4 -1 -30 -15 -37 -40 -23
-6 -1 2 -28 -12 -34 -37 -21
-5 -2 1 -30 -13 -34 -37 -20
-8 -3 -3 -34 -15 -34 -39 -22
-6 -11 -1 -34 -14 -31 -35 -20
0 -5 0 -30 -12 -27 -30 -16
4 3 -2 -31 -14 -26 -31 -17
-8 -8 -6 -34 -19 -32 -36 -23
-2 0 -4 -31 -18 -31 -35 -19
-2 -1 -3 -30 -16 -29 -35 -19
-4 -6 -7 -32 -18 -32 -37 -21
-3 -4 -6 -32 -17 -33 -36 -21
-6 -9 -9 -34 -19 -33 -36 -20
-1 -3 -9 -33 -16 -31 -33 -19
4 1 -6 -31 -14 -29 -30 -16
-1 -5 -6 -29 -12 -28 -29 -15
-2 -10 -8 -29 -13 -26 -28 -15
-4 -8 -8 -30 -15 -28 -29 -16
-2 -6 -10 -30 -13 -28 -30 -15
-1 -3 -7 -29 -13 -26 -28 -15
1 -2 -7 -30 -16 -25 -27 -15
-3 -4 -10 -31 -16 -26 -27 -15
1 -1 -9 -31 -15 -24 -24 -13
0 -3 -8 -30 -14 -21 -22 -12
-3 -8 -8 -31 -14 -20 -20 -12
-4 -11 -9 -29 -15 -17 -17 -10
-2 -11 -10 -29 -16 -15 -15 -9
4 -5 -11 -26 -13 -14 -15 -9
3 -6 -13 -27 -14 -13 -14 -9
3 -4 -13 -26 -14 -12 -12 -8
3 -3 -13 -24 -12 -9 -11 -7
3 -4 -14 -24 -12 -8 -8 -6
9 0 -13 -24 -10 -4 -5 -2
11 5 -14 -24 -9 1 -1 -1
4 -5 -16 -25 -10 2 1 0
3 -9 -18 -22 -9 4 4 3
8 -2 -22 -21 -9 7 8 4
14 6 -21 -19 -7 10 12 5
14 1 -20 -19 -6 15 16 9
10 0 -24 -17 -3 19 20 11
11 3 -25 -17 -4 24 23 13
18 13 -23 -16 -3 30 30 18
15 10 -25 -17 -2 31 31 19
19 14 -28 -15 -1 37 36 21
23 18 -26 -12 1 41 42 27
25 18 -26 -11 2 44 45 28
20 12 -28 -10 2 47 47 30
16 10 -29 -7 4 47 48 30
22 15 -28 -5 5 50 50 33
20 16 -31 -6 4 49 48 32
22 17 -31 -6 5 51 49 34
24 14 -28 -3 9 53 52 36
25 18 -28 -4 9 55 53 38
22 26 -31 -5 9 54 54 37
21 21 -29 -5 8 55 53 37
23 20 -30 -6 7 55 55 37
21 18 -32 -7 5 54 54 36
19 17 -31 -6 5 53 52 35
20 16 -29 -4 7 52 51 36
23 23 -29 -1 9 52 52 35
27 29 -26 1 11 52 52 35
20 22 -26 -1 10 49 49 34
18 21 -26 -2 8 49 49 34
13 14 -27 -4 8 47 47 31
15 14 -25 -4 7 45 45 31
15 15 -25 -5 7 43 44 30
13 17 -24 -5 6 41 41 28
11 13 -24 -5 6 36 37 24
12 10 -24 -4 7 33 33 23
19 19 -20 -2 11 33 33 23
8 11 -19 -5 9 29 27 19
1 4 -21 -9 6 23 22 14
4 5 -19 -9 7 22 22 14
5 6 -19 -11 5 20 19 12
6 4 -16 -10 7 19 19 12
9 7 -15 -9 9 19 20 12
6 2 -15 -10 7 16 16 9
8 6 -15 -10 7 15 16 7
6 2 -15 -11 5 12 12 5
-2 -4 -16 -14 3 8 8 0
-2 -5 -15 -14 3 6 5 0
1 -6 -11 -12 7 7 5 1
6 -3 -11 -14 6 7 5 2
0 -3 -13 -17 3 4 3 -1
4 0 -12 -17 3 3 1 0
2 -4 -11 -16 5 3 1 0
-2 -7 -13 -16 2 1 -2 -3
3 -4 -11 -14 4 0 -3 -3
3 -4 -10 -13 4 -1 -4 -2
-2 -6 -10 -15 3 -2 -5 -4
-7 -13 -12 -19 -2 -4 -8 -7
0 -5 -10 -18 0 -3 -7 -6
-2 -10 -12 -21 -2 -5 -8 -7
-2 -9 -10 -20 0 -4 -7 -7
-1 -14 -7 -19 -1 -4 -7 -7
-3 -14 -9 -20 -3 -5 -8 -8
-3 -9 -11 -21 -5 -8 -11 -11
-2 -7 -10 -18 -4 -8 -11 -13
1 -9 -8 -18 -4 -8 -11 -11
0 -8 -9 -18 -3 -7 -12 -11
-1 -8 -8 -19 -5 -9 -13 -12
3 -4 -6 -18 -3 -8 -10 -10
0 -8 -7 -20 -6 -8 -11 -10
-6 -13 -9 -23 -9 -10 -13 -12
1 -7 -8 -22 -8 -9 -12 -10
-3 -11 -9 -22 -9 -9 -12 -11
-12 -16 -10 -22 -9 -8 -11 -12
-12 -13 -11 -21 -11 -9 -12 -14
-7 -9 -11 -22 -11 -11 -15 -16
-5 -4 -8 -21 -9 -10 -13 -16
-4 -1 -9 -22 -11 -11 -15 -17
-11 -6 -12 -24 -13 -15 -18 -19
-4 1 -7 -21 -9 -10 -14 -15
2 7 -7 -20 -8 -9 -13 -15
-6 -1 -12 -24 -14 -13 -17 -17
-12 -9 -13 -26 -15 -16 -19 -19
-12 -8 -12 -27 -15 -15 -18 -19
-10 -5 -10 -24 -15 -16 -20 -18
-4 -2 -7 -21 -12 -14 -17 -14
-4 1 -8 -20 -11 -13 -17 -14
-12 -7 -9 -23 -13 -14 -19 -16
-11 -4 -9 -24 -14 -16 -21 -19
-8 0 -7 -24 -15 -15 -20 -19
-5 -3 -6 -22 -13 -12 -17 -16
-9 -2 -10 -26 -17 -16 -20 -20
-8 -1 -11 -23 -16 -15 -20 -18
-7 -5 -9 -20 -15 -13 -17 -17
-5 -1 -9 -19 -15 -15 -18 -18
-4 -1 -8 -17 -15 -14 -19 -18
-6 1 -8 -17 -14 -14 -20 -18
