I II V1 V2 V3 V4 V5 V6
-4 -4 11 1 -13 -21 -11 -16
-4 -4 11 1 -13 -21 -11 -16
-4 -4 11 1 -13 -21 -11 -15
-3 -4 11 0 -13 -21 -11 -14
-3 -4 11 0 -13 -21 -11 -13
-3 -4 11 0 -13 -21 -11 -12
-2 -3 10 -2 -13 -22 -12 -11
-2 -3 10 -3 -14 -22 -13 -11
-3 -3 10 -4 -14 -22 -13 -11
-3 -3 10 -5 -15 -22 -14 -11
-3 -3 10 -6 -15 -22 -14 -11
-4 -2 9 -7 -16 -23 -15 -12
-3 -2 9 -6 -15 -22 -15 -12
-3 -2 9 -5 -15 -21 -14 -12
-2 -2 9 -4 -14 -20 -14 -12
-2 -2 9 -4 -14 -19 -14 -12
0 -3 10 -3 -13 -18 -13 -12
-2 -3 10 -3 -13 -18 -14 -11
-3 -3 11 -3 -14 -18 -14 -10
-4 -3 11 -3 -14 -18 -15 -9
-5 -3 11 -3 -14 -18 -15 -8
-6 -4 12 -4 -15 -19 -16 -8
-5 -4 12 -4 -15 -19 -16 -10
-5 -4 11 -4 -15 -19 -16 -11
-4 -4 11 -4 -15 -19 -16 -13
-4 -4 11 -4 -15 -19 -16 -14
-3 -2 10 -4 -14 -18 -14 -15
-2 1 10 -4 -14 -18 -13 -15
0 2 11 -4 -14 -18 -11 -15
1 4 11 -4 -14 -18 -10 -15
1 5 11 -4 -14 -18 -9 -15
2 7 14 -2 -12 -17 -8 -13
1 8 16 0 -11 -16 -8 -11
0 9 18 2 -9 -15 -7 -9
-2 10 20 3 -8 -14 -7 -7
-3 11 22 4 -7 -14 -7 -6
-4 13 22 5 -6 -13 -6 -5
-5 14 21 5 -6 -12 -5 -5
-6 16 20 5 -6 -11 -5 -4
-7 17 19 5 -6 -10 -4 -4
-8 18 18 5 -6 -10 -4 -4
-7 19 16 3 -6 -10 -3 -3
-5 18 15 1 -8 -11 -4 -3
-2 17 14 0 -10 -13 -4 -3
1 16 13 -3 -12 -14 -5 -3
3 16 12 -4 -13 -15 -5 -3
3 15 10 -5 -14 -16 -6 -4
2 15 9 -6 -14 -16 -6 -4
1 15 8 -6 -15 -16 -7 -5
0 15 7 -7 -15 -16 -7 -5
-2 15 6 -7 -15 -16 -7 -5
-2 14 5 -8 -16 -17 -8 -6
0 12 5 -7 -16 -17 -8 -6
2 11 4 -6 -16 -17 -8 -6
3 9 4 -5 -16 -17 -8 -6
4 8 4 -5 -16 -17 -8 -6
5 6 3 -4 -15 -16 -9 -6
5 5 3 -5 -16 -17 -9 -6
5 4 2 -6 -17 -18 -10 -6
5 3 2 -7 -18 -19 -10 -6
5 2 2 -7 -19 -20 -10 -6
2 1 1 -8 -20 -21 -11 -7
-2 0 2 -8 -20 -21 -10 -7
-5 -2 3 -8 -20 -20 -10 -7
-8 -3 4 -8 -20 -20 -9 -7
-10 -4 4 -8 -20 -20 -9 -7
-9 -5 5 -9 -19 -19 -9 -9
-7 -6 5 -9 -19 -20 -11 -11
-4 -6 5 -9 -20 -20 -12 -12
-2 -7 5 -9 -20 -21 -14 -14
1 -7 5 -9 -20 -21 -15 -15
2 -8 5 -10 -21 -22 -16 -16
1 -7 5 -10 -21 -22 -16 -15
0 -7 6 -10 -21 -22 -16 -15
-2 -6 6 -10 -21 -22 -16 -14
-2 -6 6 -10 -21 -22 -16 -14
-4 -5 7 -11 -20 -21 -16 -13
-5 -5 7 -11 -20 -21 -16 -14
-7 -6 6 -11 -20 -21 -15 -15
-8 -6 6 -11 -20 -21 -15 -16
-9 -6 6 -11 -20 -21 -15 -16
-9 -7 5 -11 -21 -20 -14 -17
-8 -7 5 -11 -21 -20 -15 -17
-6 -7 5 -12 -21 -21 -15 -16
-5 -7 5 -12 -21 -21 -16 -16
-4 -7 5 -12 -21 -21 -16 -16
-2 -7 6 -13 -22 -22 -17 -15
1 -7 6 -13 -21 -22 -17 -16
2 -7 6 -13 -21 -22 -17 -17
4 -7 6 -13 -20 -22 -17 -18
5 -7 6 -13 -20 -22 -17 -18
0 -4 14 -3 -12 -17 -17 -19
-8 -2 22 9 -3 -13 -18 -20
-15 2 29 21 7 -9 -19 -21
-22 4 37 32 15 -4 -20 -22
-29 6 46 45 24 1 -20 -22
-27 11 46 47 28 7 -16 -21
-22 17 44 48 31 13 -10 -18
-18 22 42 49 34 19 -4 -15
-14 28 39 50 38 25 3 -12
-10 33 37 51 42 31 9 -9
3 31 20 30 30 38 30 13
16 28 1 6 16 47 54 35
29 25 -18 -18 2 54 77 59
43 21 -37 -43 -13 61 101 81
56 18 -56 -67 -26 69 125 105
62 17 -70 -92 -47 68 140 122
66 17 -83 -117 -68 66 154 140
71 18 -98 -143 -90 63 169 157
75 18 -111 -169 -110 60 184 175
80 18 -124 -193 -132 58 198 192
74 5 -128 -204 -150 24 158 160
65 -12 -130 -213 -170 -14 113 121
56 -29 -131 -222 -189 -51 67 84
48 -46 -133 -231 -207 -88 21 46
38 -62 -134 -240 -227 -124 -25 8
30 -68 -128 -230 -226 -138 -44 -8
23 -72 -118 -218 -222 -148 -59 -22
15 -77 -110 -204 -218 -159 -75 -35
7 -81 -101 -192 -214 -170 -91 -49
-2 -87 -92 -180 -210 -181 -106 -62
-3 -82 -80 -157 -186 -163 -100 -62
-3 -76 -69 -135 -160 -143 -91 -59
-3 -70 -57 -112 -135 -122 -80 -56
-3 -63 -46 -90 -109 -102 -71 -54
-3 -57 -34 -67 -83 -81 -61 -51
-2 -51 -27 -56 -71 -69 -53 -45
-2 -45 -21 -46 -60 -58 -46 -39
-2 -38 -15 -35 -49 -47 -37 -33
-2 -32 -8 -25 -37 -35 -29 -28
-2 -26 -2 -15 -26 -25 -21 -22
-4 -24 1 -12 -23 -21 -19 -20
-5 -22 3 -11 -20 -19 -17 -18
-7 -20 5 -9 -18 -16 -15 -17
-8 -18 7 -8 -16 -13 -13 -15
-9 -17 9 -7 -14 -11 -12 -14
-10 -16 10 -6 -13 -10 -11 -13
-9 -15 10 -7 -13 -9 -11 -14
-8 -14 9 -7 -13 -8 -12 -15
-7 -13 9 -8 -13 -7 -12 -16
-7 -12 9 -8 -13 -7 -12 -16
-7 -11 8 -9 -11 -6 -13 -17
-8 -11 9 -8 -9 -5 -13 -16
-10 -10 10 -7 -7 -4 -13 -15
