I II V1 V2 V3 V4 V5 V6
-5 -8 -8 -2 -5 -7 -7 -18
-13 -7 -6 1 -3 -5 -3 -14
-10 -7 -7 1 -3 -5 -2 -13
-5 -8 -10 -2 -5 -9 -5 -15
-3 -8 -13 -4 -8 -11 -6 -17
-7 -8 -11 -2 -5 -10 -4 -16
-9 -9 -9 -1 -4 -8 -4 -14
-13 -10 -8 -1 -3 -8 -4 -13
-9 -10 -8 -2 -5 -8 -4 -14
-7 -12 -10 -3 -6 -9 -7 -17
-4 -12 -11 -4 -5 -10 -8 -20
-2 -9 -10 -2 -5 -10 -7 -19
-10 -13 -9 -2 -4 -10 -8 -19
-12 -13 -8 -2 -2 -9 -6 -19
-7 -10 -9 -4 -4 -9 -6 -19
-10 -11 -7 -3 -4 -9 -6 -18
-11 -10 -5 -1 -1 -7 -5 -16
-10 -10 -8 -3 -3 -9 -6 -18
-11 -11 -8 -3 -3 -8 -4 -17
-12 -10 -9 -2 -2 -6 -2 -17
-5 -11 -13 -5 -6 -10 -6 -20
-7 -10 -14 -5 -5 -12 -7 -20
-3 -7 -13 -4 -5 -12 -7 -18
-11 -7 -12 -3 -4 -11 -5 -17
-15 -8 -11 -2 -3 -11 -3 -15
-11 -9 -12 -4 -5 -12 -5 -17
-10 -7 -12 -4 -4 -11 -4 -16
-5 -7 -13 -5 -5 -12 -6 -18
-3 -10 -13 -7 -6 -15 -7 -20
-11 -10 -10 -4 -4 -12 -6 -19
-16 -9 -8 -2 -2 -10 -5 -18
-19 -9 -6 -1 -2 -9 -5 -18
-7 -7 -9 -5 -4 -13 -9 -23
0 -7 -12 -8 -6 -17 -12 -27
-3 -5 -12 -9 -6 -17 -11 -27
-5 -4 -10 -7 -5 -14 -10 -25
-8 -3 -10 -7 -4 -12 -8 -22
-12 -5 -9 -7 -4 -12 -8 -22
-6 -6 -13 -10 -7 -15 -11 -23
-10 -9 -13 -9 -6 -16 -10 -23
-6 -5 -12 -6 -6 -15 -8 -22
-5 -3 -9 -4 -4 -14 -7 -20
-8 -8 -12 -6 -7 -16 -8 -21
-5 -7 -12 -8 -4 -15 -7 -21
-8 -5 -11 -7 -3 -13 -6 -22
-6 -1 -10 -5 -1 -12 -5 -21
-8 -5 -13 -7 -3 -12 -6 -23
-11 -11 -16 -11 -7 -15 -9 -27
-5 -5 -15 -9 -4 -14 -7 -24
-6 -3 -11 -7 -2 -12 -4 -19
-7 -5 -10 -6 -1 -13 -5 -21
-11 -5 -10 -7 -2 -12 -6 -21
-11 -5 -11 -7 -2 -13 -7 -21
-12 -4 -9 -7 -2 -14 -7 -19
-7 -4 -11 -8 -3 -16 -8 -20
-8 -4 -14 -10 -4 -17 -9 -21
-5 -4 -15 -9 -4 -16 -10 -21
-1 -4 -14 -10 -5 -18 -10 -22
1 -1 -14 -9 -4 -17 -8 -21
-6 -2 -12 -9 -3 -15 -6 -20
-4 -4 -14 -10 -4 -17 -7 -21
2 -2 -16 -11 -6 -21 -11 -24
0 -3 -16 -11 -5 -19 -10 -23
-10 -3 -14 -7 -2 -16 -8 -20
-17 -4 -11 -4 2 -14 -5 -17
-18 -4 -10 -4 1 -14 -4 -17
-15 -1 -9 -6 2 -13 -4 -17
-9 -2 -12 -7 0 -15 -5 -19
-10 -5 -12 -9 -2 -17 -7 -22
-11 -4 -13 -10 -2 -18 -10 -23
-7 -2 -12 -9 -2 -18 -9 -23
-3 -1 -12 -9 -2 -19 -10 -22
1 1 -12 -9 -2 -20 -9 -21
-3 -1 -12 -11 -3 -19 -10 -20
-10 -2 -9 -9 0 -18 -6 -17
-10 1 -8 -9 2 -18 -6 -15
-6 1 -9 -10 1 -17 -5 -17
-3 4 -9 -10 2 -17 -5 -17
-9 1 -10 -10 1 -18 -5 -17
-10 0 -14 -12 -1 -19 -7 -19
3 3 -15 -13 -2 -21 -10 -22
-3 4 -13 -10 0 -20 -8 -19
-3 5 -12 -11 0 -20 -8 -19
-4 1 -14 -13 -1 -21 -9 -22
-5 -3 -14 -13 -2 -23 -9 -21
-8 -1 -13 -10 0 -20 -7 -20
-9 -2 -13 -10 2 -20 -6 -19
-5 -1 -14 -12 -1 -22 -8 -21
-8 -1 -14 -11 0 -21 -4 -21
-17 -4 -13 -10 2 -19 -4 -20
-14 1 -13 -9 2 -20 -4 -20
-6 4 -12 -9 3 -20 -4 -19
-4 -1 -15 -13 -1 -24 -8 -24
-6 1 -14 -11 1 -23 -8 -23
0 0 -15 -14 -1 -27 -10 -24
-3 1 -11 -12 1 -25 -7 -21
-4 1 -11 -12 2 -24 -5 -19
-4 1 -10 -11 3 -22 -4 -18
-8 2 -8 -9 4 -21 -1 -17
-7 6 -7 -8 6 -20 -1 -15
-6 7 -6 -10 5 -21 -1 -15
2 10 -8 -10 4 -22 -2 -17
2 10 -5 -8 7 -19 1 -14
-9 10 -1 -2 12 -13 5 -10
-9 14 0 0 15 -14 7 -9
-4 15 -1 -2 13 -16 4 -11
-3 13 0 -2 12 -17 3 -12
-5 16 1 -2 12 -17 4 -11
-1 16 -3 -8 7 -22 0 -15
-2 17 -1 -7 11 -18 3 -11
0 19 -1 -4 14 -14 6 -9
-6 19 -1 -2 15 -13 7 -8
-6 21 -3 -2 15 -14 7 -9
-6 21 -4 -4 13 -17 5 -12
-3 22 -5 -5 12 -18 3 -13
0 22 -8 -6 12 -19 4 -13
-1 22 -7 -6 13 -17 6 -12
-2 20 -10 -7 11 -19 5 -13
-3 20 -10 -6 13 -17 6 -12
-2 19 -11 -5 13 -18 6 -12
0 18 -12 -7 10 -20 3 -13
-7 13 -11 -8 10 -22 4 -13
-8 12 -11 -8 10 -21 5 -11
12 16 -16 -14 6 -28 0 -15
8 19 -18 -15 6 -27 2 -12
5 19 -20 -17 5 -29 3 -11
5 18 -20 -15 6 -28 5 -8
6 17 -20 -15 5 -28 6 -8
4 17 -21 -16 6 -28 6 -8
3 20 -18 -12 8 -25 8 -6
4 21 -18 -13 8 -26 9 -6
0 18 -16 -12 7 -27 7 -8
-1 12 -14 -13 7 -28 8 -8
6 10 -15 -16 4 -30 5 -11
7 9 -16 -17 2 -32 4 -13
-3 9 -12 -12 6 -28 7 -9
0 11 -12 -12 7 -27 7 -9
-1 10 -13 -14 4 -30 4 -11
1 9 -13 -14 5 -31 6 -12
2 12 -10 -12 7 -29 6 -10
1 12 -11 -13 5 -32 5 -11
2 14 -9 -14 5 -32 4 -11
3 13 -9 -14 7 -32 3 -11
2 11 -6 -13 7 -31 3 -12
1 11 -7 -14 7 -33 2 -12
-5 6 -7 -14 7 -32 3 -11
-1 4 -8 -16 5 -34 1 -13
-3 7 -5 -14 9 -31 4 -11
-2 8 -9 -16 6 -33 1 -15
-13 5 -5 -15 7 -31 3 -13
-14 4 -5 -15 7 -32 3 -13
-3 6 -9 -18 4 -36 -1 -16
-8 2 -9 -18 4 -37 -2 -16
-8 1 -5 -15 4 -37 -1 -15
1 5 -5 -14 4 -37 0 -16
5 5 -7 -16 1 -39 -3 -17
8 3 -10 -20 -2 -43 -7 -20
-4 4 -5 -16 3 -37 -1 -15
-17 1 0 -11 8 -32 4 -10
-9 3 -2 -14 5 -34 2 -12
-13 4 -1 -13 6 -33 4 -10
-14 4 0 -12 9 -32 5 -9
-4 6 -1 -14 6 -34 4 -10
-11 4 1 -13 5 -35 4 -9
-10 4 -1 -14 2 -35 2 -12
-3 5 0 -14 2 -35 0 -13
-6 2 0 -15 0 -38 -3 -16
-3 2 0 -15 -1 -39 -4 -18
-11 3 2 -12 0 -37 1 -15
-9 5 1 -12 -2 -36 1 -14
-5 5 0 -14 -3 -37 1 -15
-3 3 -2 -16 -5 -38 -1 -16
-5 3 -1 -14 -4 -36 1 -13
-4 4 0 -12 -4 -36 0 -13
-13 3 3 -9 -1 -34 3 -10
-9 4 1 -11 -1 -36 0 -12
-7 4 1 -13 -1 -36 -1 -13
-10 3 2 -12 0 -35 0 -13
-2 7 0 -13 -1 -36 0 -14
0 8 -1 -14 -2 -36 -1 -13
-15 6 3 -9 2 -32 6 -8
0 7 -1 -13 -2 -36 1 -12
-2 7 -2 -15 -3 -37 -1 -12
-9 6 0 -15 -2 -36 1 -10
-3 9 -2 -20 -3 -37 2 -9
-7 14 1 -20 -1 -33 6 -3
-14 16 5 -16 2 -31 8 -1
-18 13 8 -12 4 -31 8 -1
-11 13 8 -10 4 -30 9 -2
-2 12 7 -1 13 -19 12 0
9 8 2 6 26 -2 24 5
15 4 -6 11 42 24 42 13
18 3 -11 16 65 62 68 28
36 5 -24 10 86 101 93 40
51 8 -41 -3 104 142 122 58
58 17 -57 -12 126 191 158 80
71 24 -78 -18 154 244 192 100
89 34 -107 -26 181 291 218 115
94 42 -124 -24 215 336 241 131
104 56 -142 -27 244 378 261 144
111 72 -157 -31 267 411 277 157
110 80 -170 -43 270 415 278 161
111 81 -180 -62 251 384 259 152
104 69 -178 -75 218 330 228 137
93 51 -168 -82 177 266 191 116
81 32 -158 -97 130 200 153 93
62 8 -147 -121 65 118 103 62
35 -20 -124 -138 1 36 55 30
13 -41 -111 -162 -67 -42 10 2
-3 -52 -108 -182 -123 -105 -27 -21
-9 -54 -105 -184 -145 -134 -45 -30
-10 -50 -98 -166 -135 -132 -49 -35
-9 -40 -86 -143 -116 -121 -45 -32
-12 -30 -68 -112 -90 -100 -33 -24
-13 -24 -55 -86 -69 -85 -25 -21
-11 -15 -42 -65 -50 -72 -17 -16
-1 -4 -29 -47 -36 -61 -11 -13
8 -2 -20 -33 -24 -54 -8 -14
9 4 -11 -23 -16 -48 -4 -11
4 2 -7 -17 -11 -46 -4 -10
-5 -2 -1 -12 -7 -44 -3 -9
-1 -4 -1 -11 -8 -45 -4 -9
2 -7 -3 -12 -10 -48 -7 -11
-10 -3 1 -8 -6 -44 -2 -6
-14 -3 4 -6 -4 -42 -1 -5
-12 -5 3 -5 -5 -43 -3 -7
-9 -5 4 -4 -4 -41 -5 -8
-8 -4 4 -4 -4 -42 -3 -9
-10 -4 6 -2 -3 -41 -5 -9
-7 -3 10 1 -1 -41 -6 -8
-8 -2 12 2 -2 -41 -6 -8
-6 0 13 3 -2 -42 -5 -7
-4 1 14 5 -1 -40 -5 -6
1 -3 14 4 -3 -41 -4 -9
0 -3 14 5 -3 -39 -2 -7
-1 -6 12 3 -7 -41 -3 -8
-2 -6 11 3 -7 -41 -4 -9
-8 -2 16 9 -2 -38 2 -4
-15 -1 16 10 -2 -38 1 -3
-10 -4 15 9 -6 -41 -2 -6
-12 -8 14 8 -7 -42 -3 -7
-10 -7 15 8 -6 -43 -3 -6
-4 -3 17 10 -5 -42 -4 -7
-4 -4 15 8 -6 -43 -3 -8
-8 -6 15 9 -5 -41 -1 -6
-15 -5 19 13 -2 -38 0 -4
-3 -5 15 9 -6 -43 -6 -10
0 -4 16 10 -5 -41 -6 -9
-3 -3 18 10 -4 -40 -7 -9
4 -4 16 8 -6 -41 -9 -11
9 -5 14 5 -9 -42 -10 -13
4 -6 13 5 -8 -39 -9 -13
1 -6 16 8 -5 -36 -7 -9
-3 -3 19 13 1 -30 -2 -6
-14 -3 21 16 5 -26 0 -4
-13 -1 21 18 5 -23 0 -2
-8 -1 20 16 5 -23 0 -3
-13 -4 21 17 5 -23 1 -3
-13 -6 20 17 5 -23 -2 -2
-12 -9 22 18 4 -23 -2 -3
-15 -8 22 18 5 -21 -1 -2
-5 -6 19 17 4 -22 -2 -5
1 -6 18 17 4 -23 -4 -8
-5 -5 21 18 10 -17 2 -4
-5 -5 21 17 8 -17 1 -2
-5 -5 21 19 9 -17 1 -4
-5 -7 19 19 8 -18 1 -4
-4 -6 18 19 8 -20 1 -4
-2 -7 17 18 7 -23 -1 -6
-5 -6 20 21 10 -22 1 -3
0 -6 17 20 9 -23 -1 -4
2 -7 15 19 8 -25 -2 -7
3 -5 14 22 10 -24 -1 -5
-2 -3 17 26 13 -21 4 -2
-7 -3 20 27 16 -17 6 0
-7 -2 19 28 15 -19 5 -1
-3 -2 19 28 16 -19 5 0
-8 -3 22 29 18 -17 9 2
-8 -5 21 30 19 -17 8 3
-5 -2 22 33 20 -17 8 3
-1 -3 18 29 16 -21 4 -2
-1 -4 16 28 16 -21 2 -3
0 -2 18 31 18 -18 4 0
9 -2 14 30 17 -20 4 -4
-1 -1 17 37 24 -13 9 2
-6 -2 19 39 25 -12 8 1
-5 0 19 39 26 -13 9 -1
-2 2 21 40 28 -10 11 2
1 -1 20 41 27 -10 10 3
5 -4 19 42 26 -12 10 1
0 -4 18 44 29 -10 11 3
-2 -5 17 44 30 -8 12 4
1 -4 16 45 30 -7 12 3
0 -4 18 48 34 -3 15 5
4 -3 17 48 35 -3 14 4
1 -1 18 52 39 2 17 7
-1 0 22 55 41 3 20 10
-3 1 22 57 43 5 22 10
3 2 21 58 44 5 20 10
8 1 19 59 42 3 18 6
0 1 22 65 49 9 22 10
6 0 20 65 48 9 22 10
10 0 20 66 49 9 21 9
14 5 20 67 52 11 22 8
12 7 20 71 55 16 24 12
8 6 23 75 60 21 29 15
11 10 23 78 63 23 31 15
11 12 23 82 68 27 34 19
5 14 24 88 75 35 41 25
11 14 23 89 76 36 40 24
13 13 22 89 78 40 42 28
13 15 23 91 82 43 46 31
16 15 21 93 82 46 47 30
24 18 18 94 85 49 49 32
27 21 18 98 89 55 53 34
23 20 18 101 93 59 54 35
24 24 18 104 97 64 58 38
9 24 24 112 106 74 66 44
13 24 19 109 106 74 65 42
19 28 18 105 105 75 66 44
22 27 17 105 106 78 68 44
25 26 15 106 107 81 69 46
27 29 14 107 110 85 72 48
30 34 13 108 112 88 74 50
32 36 12 112 115 93 79 53
31 31 9 110 114 93 76 51
32 31 8 109 114 92 75 51
32 34 9 109 116 95 77 53
24 32 11 109 118 97 80 55
29 33 10 106 116 96 79 54
35 35 8 104 115 97 80 54
25 34 10 107 118 101 84 57
21 33 12 107 119 102 86 59
23 35 12 105 119 105 88 60
26 37 10 104 119 105 87 59
25 35 9 101 117 102 86 59
30 38 7 97 114 101 87 59
34 39 4 91 110 98 84 57
26 34 5 90 108 97 84 58
23 34 6 90 107 95 85 60
26 38 6 86 106 95 84 58
30 36 4 80 100 91 81 56
30 38 4 76 97 88 79 55
33 38 3 73 92 85 76 52
30 35 5 72 91 82 75 52
30 35 5 69 88 79 73 50
27 36 6 66 85 76 70 48
20 34 5 62 83 72 67 46
19 34 4 58 77 66 62 42
18 32 4 55 74 61 59 41
12 27 5 53 72 60 59 41
10 27 5 50 68 59 59 41
13 25 3 45 63 54 55 38
13 26 2 42 61 51 52 38
16 25 1 37 57 47 49 34
17 24 1 35 53 43 46 33
18 27 2 33 51 40 43 32
21 27 1 29 46 35 40 28
16 26 3 28 43 31 38 27
11 21 -1 23 38 25 31 24
8 16 -1 19 35 22 29 21
12 17 0 17 32 20 27 19
8 16 2 15 31 18 26 17
-5 14 4 16 32 18 26 19
-1 17 6 16 33 19 26 20
9 19 3 13 29 16 23 19
9 16 3 11 28 16 22 17
3 14 4 12 27 15 22 18
-5 11 5 12 26 14 22 19
-6 12 5 10 23 11 21 19
-3 10 2 7 20 9 20 15
7 10 -2 2 15 4 15 10
9 10 -2 1 16 3 14 10
-9 6 4 5 21 8 19 14
-11 4 4 6 21 9 21 15
2 7 1 1 16 4 15 12
3 5 -1 0 14 3 13 9
0 6 1 2 16 5 16 13
-9 6 3 4 17 6 16 14
-2 5 1 1 15 2 13 11
2 5 1 1 15 3 12 10
-4 5 3 3 16 4 12 11
0 4 -1 0 13 1 9 9
-1 2 -1 -2 12 1 8 9
-2 1 -1 -2 14 0 10 8
0 3 0 -4 13 -1 9 9
7 2 -2 -7 10 -4 7 7
4 2 -1 -6 11 -2 7 7
-5 2 1 -1 14 0 10 10
-8 1 2 -1 12 -1 9 8
-5 2 2 -1 12 0 9 8
1 1 0 -4 10 -2 7 8
1 0 -1 -4 9 -4 6 7
2 0 -2 -5 9 -4 7 7
-3 -1 -3 -4 9 -3 8 8
-5 -2 -1 -3 10 -2 9 10
-5 -3 2 0 12 0 11 13
-4 -3 3 0 12 -1 10 12
-4 -4 1 -2 10 -3 9 11
-4 -3 0 -6 9 -4 8 10
-4 -4 -1 -8 8 -6 7 8
-2 -5 -3 -10 4 -9 3 6
3 -2 -3 -9 5 -10 3 6
4 -2 -2 -10 4 -10 4 4
9 0 -2 -9 4 -10 5 6
2 1 -2 -6 7 -9 7 9
-3 0 -1 -4 9 -8 7 10
-3 -3 -1 -3 10 -8 7 10
-7 -6 -1 -1 9 -10 6 9
-7 -4 1 -1 9 -10 6 10
-9 -3 2 -1 10 -9 7 11
-7 -1 1 -3 7 -11 6 10
-8 -2 1 -4 6 -12 3 9
-5 -5 0 -5 5 -13 4 6
-3 -4 -1 -4 6 -12 4 6
-8 -5 0 -3 6 -11 5 8
-2 -6 -1 -3 5 -13 4 5
3 1 0 -1 7 -12 4 6
0 3 -1 -1 4 -13 3 6
-8 1 -1 -2 3 -13 3 6
-8 3 0 -1 5 -12 4 6
-5 4 -1 -2 3 -13 3 5
-5 8 0 -1 4 -12 3 6
-4 8 -1 -2 5 -11 4 6
1 8 -4 -5 2 -13 1 2
3 10 -4 -6 2 -13 1 3
-1 10 -2 -4 3 -11 3 5
-10 10 0 0 6 -8 4 6
-8 7 -3 -1 3 -11 2 3
-2 6 -4 -2 1 -14 -1 2
-6 5 -4 -2 1 -14 -1 2
-1 5 -3 -3 0 -16 -2 1
-3 7 -2 -2 1 -14 -2 1
1 11 -2 -3 2 -12 0 1
2 11 -3 -3 3 -11 1 2
-1 14 -2 -2 4 -10 2 4
-8 14 -1 -2 5 -8 3 3
-6 7 -3 -3 5 -10 2 2
-6 11 -1 -1 6 -10 2 4
-6 12 0 0 6 -9 3 7
-3 13 -2 -2 4 -10 2 5
1 10 -5 -4 3 -12 1 3
-7 8 -4 -2 3 -11 1 4
-4 11 -3 0 6 -9 3 5
6 13 -6 -3 4 -11 0 2
1 14 -4 -2 4 -9 1 3
1 14 -3 -1 5 -8 4 4
-1 12 -2 -1 6 -7 4 5
