I II V1 V2 V3 V4 V5 V6
-8 -6 16 8 -14 -20 -10 -18
-8 -6 16 8 -14 -20 -10 -18
-8 -6 16 8 -14 -20 -10 -18
-8 -6 16 8 -14 -20 -10 -18
-8 -9 9 2 -20 -25 -12 -20
-8 -10 4 -2 -24 -30 -12 -20
-8 -11 -1 -6 -28 -35 -12 -20
-8 -12 -6 -10 -32 -40 -12 -20
-8 -9 -3 -6 -29 -37 -10 -19
-8 -8 0 -4 -26 -34 -10 -18
-8 -7 3 -2 -23 -31 -10 -17
-8 -6 6 0 -20 -28 -10 -16
-8 -7 7 2 -20 -29 -11 -17
-8 -8 8 2 -20 -30 -12 -18
-8 -9 9 2 -20 -31 -13 -19
-8 -10 10 2 -20 -32 -14 -20
-6 -8 7 0 -21 -32 -11 -19
-6 -8 4 -2 -22 -32 -10 -18
-6 -8 1 -4 -23 -32 -9 -17
-6 -8 -2 -6 -24 -32 -8 -16
-8 -8 2 -3 -20 -31 -9 -19
-8 -8 6 0 -18 -30 -10 -20
-8 -8 10 3 -16 -29 -11 -21
-8 -8 14 6 -14 -28 -12 -22
-5 -9 7 0 -19 -34 -12 -24
-4 -10 2 -4 -24 -38 -12 -24
-3 -11 -3 -8 -29 -42 -12 -24
-2 -12 -8 -12 -34 -46 -12 -24
-3 -11 -4 -10 -29 -42 -9 -22
-4 -10 -2 -8 -26 -38 -8 -20
-5 -9 0 -6 -23 -34 -7 -18
-6 -8 2 -4 -20 -30 -6 -16
-6 -9 2 -6 -22 -33 -6 -19
-6 -10 2 -6 -24 -34 -6 -20
-6 -11 2 -6 -26 -35 -6 -21
-6 -12 2 -6 -28 -36 -6 -22
-5 -11 0 -9 -26 -35 -6 -19
-4 -10 -2 -10 -26 -34 -6 -18
-3 -9 -4 -11 -26 -33 -6 -17
-2 -8 -6 -12 -26 -32 -6 -16
0 -7 0 -9 -23 -29 -8 -18
0 -6 4 -6 -20 -28 -8 -18
0 -5 8 -3 -17 -27 -8 -18
0 -4 12 0 -14 -26 -8 -18
-3 -5 6 -3 -19 -30 -6 -16
-6 -6 2 -6 -24 -32 -4 -16
-9 -7 -2 -9 -29 -34 -2 -16
-12 -8 -6 -12 -34 -36 0 -16
-10 -7 -4 -9 -30 -31 -2 -13
-10 -6 -2 -8 -26 -28 -2 -12
-10 -5 0 -7 -22 -25 -2 -11
-10 -4 2 -6 -18 -22 -2 -10
-10 -7 0 -7 -21 -27 -4 -14
-10 -8 0 -8 -24 -30 -6 -16
-10 -9 0 -9 -27 -33 -8 -18
-10 -10 0 -10 -30 -36 -10 -20
-10 -10 -4 -13 -30 -35 -7 -18
-10 -10 -6 -14 -30 -34 -6 -16
-10 -10 -8 -15 -30 -33 -5 -14
-10 -10 -10 -16 -30 -32 -4 -12
-8 -9 -3 -11 -27 -28 -5 -13
-8 -8 2 -8 -24 -26 -6 -14
-8 -7 7 -5 -21 -24 -7 -15
-8 -6 12 -2 -18 -22 -8 -16
-7 -9 5 -9 -24 -29 -8 -17
-6 -10 -2 -14 -30 -34 -8 -18
-5 -11 -9 -19 -36 -39 -8 -19
-4 -12 -16 -24 -42 -44 -8 -20
-5 -10 -11 -21 -37 -39 -6 -17
-6 -8 -8 -18 -34 -34 -4 -14
-7 -6 -5 -15 -31 -29 -2 -11
-8 -4 -2 -12 -28 -24 0 -8
-5 -6 -1 -14 -29 -26 -4 -11
-4 -8 0 -14 -30 -28 -6 -14
-3 -10 1 -14 -31 -30 -8 -17
-2 -12 2 -14 -32 -32 -10 -20
-4 -10 -1 -16 -34 -30 -8 -17
-4 -10 -4 -18 -34 -30 -6 -16
-4 -10 -7 -20 -34 -30 -4 -15
-4 -10 -10 -22 -34 -30 -2 -14
-3 -7 -3 -16 -29 -26 -5 -16
-2 -6 2 -12 -26 -24 -6 -16
-1 -5 7 -8 -23 -22 -7 -16
0 -4 12 -4 -20 -20 -8 -16
-1 -6 5 -9 -26 -26 -7 -18
-2 -8 0 -14 -32 -30 -6 -18
-3 -10 -5 -19 -38 -34 -5 -18
-4 -12 -10 -24 -44 -38 -4 -18
