I II V1 V2 V3 V4 V5 V6
-7 -7 -30 -59 -47 4 4 -28
-7 -6 -29 -59 -47 4 4 -28
-6 -4 -28 -58 -46 4 4 -27
-5 -2 -27 -57 -45 5 4 -27
-4 1 -26 -56 -44 5 4 -26
-3 2 -25 -55 -43 5 4 -26
-2 3 -24 -54 -41 6 4 -25
-2 2 -25 -54 -41 6 3 -26
-2 1 -26 -54 -43 6 3 -26
-2 0 -27 -54 -43 6 2 -27
-2 -2 -27 -54 -43 6 2 -27
0 -3 -28 -55 -44 5 1 -27
0 -2 -28 -55 -44 5 2 -25
0 -2 -28 -54 -43 4 2 -23
0 0 -28 -54 -43 4 3 -21
0 0 -28 -54 -43 4 3 -20
-2 1 -27 -53 -41 3 4 -19
-3 0 -26 -53 -41 3 4 -19
-5 -2 -26 -53 -40 3 4 -20
-6 -3 -25 -53 -40 3 4 -20
-7 -4 -25 -53 -40 3 4 -20
-8 -5 -24 -52 -39 4 3 -21
-7 -4 -23 -52 -38 3 2 -22
-7 -3 -23 -51 -38 3 2 -22
-6 -2 -22 -51 -37 2 1 -23
-6 0 -22 -51 -37 2 1 -23
-5 1 -21 -50 -36 1 0 -24
-4 1 -22 -50 -37 1 0 -24
-3 1 -23 -51 -37 0 0 -25
-2 1 -24 -51 -38 0 0 -25
-2 1 -24 -51 -38 0 0 -25
0 1 -25 -52 -39 -2 0 -26
-2 1 -24 -52 -38 -2 0 -26
-2 1 -23 -51 -37 -3 -2 -26
-3 1 -22 -51 -36 -3 -2 -26
-3 1 -22 -51 -36 -3 -2 -26
-4 1 -21 -50 -35 -4 -3 -27
-4 1 -21 -49 -35 -4 -2 -26
-4 0 -21 -49 -35 -4 -2 -25
-4 0 -21 -48 -35 -4 0 -24
-4 0 -21 -48 -35 -4 0 -24
-4 -2 -20 -47 -34 -3 1 -23
-4 -2 -20 -46 -33 -3 1 -24
-4 0 -20 -46 -32 -3 1 -25
-4 0 -20 -45 -31 -3 1 -26
-4 0 -20 -45 -31 -3 1 -26
-3 1 -19 -44 -30 -3 2 -27
-2 0 -19 -44 -30 -3 1 -28
-2 0 -18 -44 -30 -3 0 -29
0 -2 -18 -44 -30 -3 -2 -30
0 -2 -18 -44 -30 -3 -3 -30
1 -3 -17 -43 -31 -3 -4 -31
0 -3 -17 -43 -31 -4 -4 -31
0 -3 -16 -41 -31 -5 -4 -32
-2 -3 -16 -41 -31 -6 -4 -32
-2 -3 -16 -41 -31 -7 -4 -32
-3 -3 -15 -39 -29 -8 -5 -32
-3 -2 -14 -37 -28 -7 -4 -31
-3 -2 -13 -36 -27 -6 -3 -29
-3 0 -12 -34 -26 -5 -2 -28
-3 0 -12 -33 -25 -4 0 -27
-2 1 -11 -32 -24 -3 1 -26
0 2 -11 -32 -24 -3 1 -26
1 2 -11 -32 -23 -3 0 -27
2 3 -11 -32 -23 -3 0 -27
2 3 -11 -32 -23 -3 0 -27
4 4 -10 -31 -21 -3 -2 -28
6 5 -10 -30 -20 -2 0 -27
8 6 -9 -29 -18 -2 1 -26
10 7 -9 -28 -17 0 2 -25
11 7 -9 -27 -16 0 2 -24
10 8 -8 -25 -14 1 3 -22
8 9 -7 -24 -13 2 4 -20
6 9 -6 -23 -12 2 4 -18
4 10 -5 -22 -11 3 5 -16
2 10 -5 -21 -10 3 5 -15
1 11 -4 -20 -9 4 6 -14
2 11 -5 -21 -10 4 6 -15
3 12 -6 -22 -11 3 6 -15
4 12 -7 -23 -12 3 6 -16
4 12 -7 -24 -12 3 6 -16
5 13 -8 -25 -13 2 6 -17
6 13 -8 -25 -13 2 6 -17
6 13 -8 -25 -13 2 6 -17
7 13 -8 -25 -13 2 6 -17
7 13 -8 -25 -13 2 6 -17
8 13 -7 -25 -14 1 6 -17
8 12 -8 -26 -15 0 5 -18
9 12 -9 -27 -16 -2 4 -18
9 11 -10 -28 -17 -3 3 -19
9 11 -11 -28 -18 -4 2 -19
10 9 -12 -29 -19 -5 1 -20
10 7 -12 -29 -19 -5 1 -19
11 6 -11 -29 -19 -5 1 -18
11 4 -11 -29 -19 -5 1 -17
11 3 -11 -29 -19 -5 1 -16
12 2 -10 -29 -18 -5 0 -15
12 1 -11 -29 -19 -6 0 -14
12 1 -12 -29 -19 -6 -2 -13
12 0 -13 -29 -20 -7 -2 -12
12 0 -13 -29 -20 -7 -2 -11
12 -2 -13 -30 -20 -8 -3 -10
11 0 -11 -29 -19 -8 -3 -10
11 0 -9 -28 -17 -8 -3 -10
10 1 -7 -27 -16 -8 -3 -10
10 1 -6 -27 -15 -8 -3 -10
9 1 -5 -26 -14 -8 -2 -9
8 -2 -5 -25 -14 -8 -3 -9
7 -4 -4 -24 -14 -9 -4 -8
6 -6 -4 -23 -14 -9 -5 -8
6 -7 -4 -22 -14 -9 -5 -8
5 -8 -3 -21 -15 -11 -7 -7
4 -8 -4 -21 -16 -12 -9 -7
3 -8 -4 -22 -17 -14 -11 -7
2 -8 -5 -22 -18 -15 -13 -7
1 -8 -5 -22 -18 -16 -14 -7
0 -10 -6 -23 -19 -17 -15 -7
0 -13 -6 -23 -19 -17 -15 -6
0 -15 -6 -24 -19 -17 -15 -5
0 -17 -6 -24 -19 -17 -15 -4
0 -19 -6 -24 -19 -17 -15 -4
0 -18 -6 -25 -20 -17 -16 -2
-2 -16 -5 -24 -19 -16 -15 1
-2 -13 -4 -23 -19 -16 -15 3
-3 -10 -3 -22 -18 -15 -14 5
-3 -8 -2 -22 -18 -15 -14 6
-4 -7 0 -21 -17 -14 -13 7
-4 -8 0 -21 -17 -14 -14 8
-3 -9 0 -21 -17 -15 -15 9
-3 -10 0 -21 -17 -15 -16 10
-3 -10 0 -21 -17 -15 -17 10
-2 -11 1 -19 -15 -16 -18 12
-2 -10 3 -18 -14 -15 -17 13
-2 -10 5 -16 -13 -14 -17 14
-2 -9 7 -15 -12 -13 -16 15
-2 -9 8 -14 -11 -12 -16 16
-4 -10 14 -4 -5 -11 -16 15
-5 -12 20 8 3 -11 -19 12
-7 -15 26 19 10 -11 -21 9
-8 -18 32 30 16 -11 -23 6
-9 -20 38 42 23 -11 -25 3
-7 -15 44 55 38 5 -13 10
-3 -8 50 69 56 24 4 20
1 0 56 82 72 44 20 30
5 7 61 97 90 63 35 40
9 14 67 110 107 81 52 50
20 32 54 75 102 108 88 80
33 52 37 33 93 136 127 113
46 72 21 -10 85 163 167 146
59 93 5 -52 75 191 205 179
71 112 -13 -95 67 219 244 212
77 121 -29 -127 48 223 258 228
82 130 -46 -158 28 223 269 241
88 137 -63 -189 9 223 279 256
94 145 -79 -220 -12 223 289 270
99 153 -96 -252 -31 223 300 284
91 143 -113 -279 -73 162 254 259
79 130 -129 -306 -118 94 197 227
68 116 -145 -333 -162 26 141 195
58 102 -161 -361 -207 -43 85 163
47 89 -178 -388 -253 -111 29 132
43 80 -181 -379 -256 -126 8 114
40 73 -181 -363 -252 -131 -8 98
37 66 -181 -348 -248 -137 -24 81
34 59 -181 -332 -244 -143 -39 65
32 52 -181 -317 -240 -149 -55 49
30 49 -162 -281 -216 -138 -56 39
27 46 -140 -242 -187 -123 -54 31
25 43 -117 -203 -158 -109 -52 23
23 39 -95 -164 -131 -95 -49 15
21 36 -72 -127 -102 -79 -47 8
17 30 -60 -104 -86 -70 -45 3
13 23 -48 -86 -71 -62 -44 -2
10 17 -36 -66 -57 -53 -41 -7
6 10 -24 -48 -43 -45 -39 -11
2 3 -13 -28 -27 -36 -38 -15
-2 0 -8 -19 -21 -33 -36 -16
-4 -5 -4 -12 -16 -30 -34 -16
-7 -8 0 -5 -11 -28 -32 -16
-10 -12 4 3 -6 -26 -30 -16
-12 -15 8 10 0 -24 -28 -16
-11 -16 11 14 3 -22 -27 -15
-9 -15 13 17 6 -19 -26 -15
-7 -14 15 20 9 -17 -25 -14
-4 -13 18 23 12 -15 -24 -14
-2 -12 20 26 15 -13 -23 -14
0 -11 21 28 16 -12 -22 -13
-2 -11 21 29 16 -12 -22 -14
-3 -10 21 30 16 -12 -22 -14
-4 -10 21 31 16 -12 -22 -15
-4 -10 21 32 16 -12 -22 -15
-5 -10 21 34 18 -11 -23 -16
-5 -11 22 35 19 -10 -23 -15
-6 -12 23 36 21 -9 -23 -15
-6 -14 24 38 23 -7 -23 -14
-6 -15 24 39 24 -6 -23 -14
-6 -16 25 42 25 -5 -23 -13
-5 -15 25 43 25 -5 -22 -13
-4 -15 25 44 25 -5 -21 -13
-2 -14 25 45 25 -5 -20 -13
0 -14 25 46 25 -5 -20 -13
1 -13 26 47 27 -4 -19 -12
0 -13 27 48 28 -3 -19 -11
-2 -13 28 49 29 -3 -19 -11
-3 -13 29 50 31 -2 -19 -10
-4 -13 30 51 32 -2 -19 -10
-5 -14 31 53 33 0 -20 -9
-5 -14 31 54 33 0 -19 -8
-4 -14 31 55 33 0 -19 -7
-4 -14 31 57 33 0 -18 -6
-4 -14 31 58 33 0 -18 -5
-3 -14 30 60 35 2 -17 -4
-4 -14 31 62 37 3 -16 -4
-5 -14 32 64 39 5 -15 -4
-6 -14 33 65 42 7 -14 -4
-7 -14 33 67 44 8 -13 -4
-8 -13 34 69 45 9 -12 -5
-6 -13 34 71 46 9 -12 -3
-5 -12 35 73 47 9 -12 -2
-4 -12 35 75 48 9 -12 0
-3 -12 35 77 48 9 -12 1
-2 -11 36 79 50 10 -11 2
-3 -11 36 81 52 11 -11 1
-3 -12 37 84 54 11 -11 0
-4 -12 37 86 55 12 -11 -2
-4 -12 37 88 57 12 -11 -2
-5 -13 38 90 58 13 -10 -3
-4 -12 38 93 59 14 -10 -3
-3 -11 38 95 60 15 -10 -3
-2 -10 38 97 61 16 -10 -3
0 -10 38 99 61 17 -10 -3
1 -9 39 102 64 18 -9 -2
1 -9 42 105 67 19 -7 0
2 -10 44 109 69 19 -6 2
2 -10 45 112 72 20 -5 4
2 -10 47 115 75 20 -4 5
4 -10 48 118 77 22 -3 6
5 -9 48 121 78 24 -2 7
6 -7 49 125 80 26 0 8
8 -5 49 129 82 28 1 9
9 -4 49 132 84 30 1 10
10 -3 50 135 87 32 3 11
9 -4 51 138 89 33 4 12
8 -5 52 141 92 35 5 12
7 -6 53 145 94 37 7 13
7 -6 53 148 97 38 8 13
6 -7 54 151 98 39 9 14
7 -6 55 154 99 40 9 15
7 -6 55 157 100 42 9 15
8 -5 56 160 101 43 9 16
8 -5 56 163 102 43 9 16
9 -4 57 165 103 44 10 17
10 -4 57 167 105 44 10 17
10 -4 58 168 106 45 11 18
11 -4 58 170 107 45 11 18
11 -4 58 171 108 45 11 18
12 -4 59 172 109 46 12 19
12 -3 59 172 109 46 12 20
11 -2 58 171 108 46 13 21
11 0 58 171 108 46 13 22
11 1 58 171 108 46 13 23
10 2 57 169 106 46 14 23
11 2 56 168 104 45 13 21
12 2 55 167 102 44 12 18
13 2 54 164 101 43 11 16
13 2 54 163 99 42 11 14
14 2 52 159 96 40 10 13
15 3 51 155 94 38 10 13
16 3 50 151 91 37 10 13
17 4 48 147 89 36 10 13
17 4 47 143 86 35 10 13
17 5 46 138 82 34 9 12
16 5 45 133 80 33 9 11
14 5 45 127 77 32 9 10
12 5 44 121 74 31 9 9
11 5 44 116 71 31 9 9
10 5 42 110 68 29 10 8
9 5 38 105 66 27 9 8
8 5 36 100 63 24 8 8
7 5 33 95 60 22 7 8
7 5 31 90 57 20 6 8
6 5 30 85 54 19 5 8
7 5 29 79 52 19 5 8
8 6 29 74 49 19 6 7
9 6 28 69 46 19 6 7
9 6 28 65 43 19 6 7
8 6 27 60 39 17 6 6
6 5 25 56 37 15 5 5
3 3 24 52 34 12 4 5
1 1 23 48 31 10 2 4
-3 0 22 43 28 8 1 4
-3 -2 21 39 26 7 0 3
-2 0 19 37 25 6 -2 3
1 1 18 34 24 5 -3 2
3 2 17 31 22 4 -4 2
4 3 16 28 21 3 -4 2
5 4 15 26 19 2 -5 1
4 4 14 24 17 1 -5 1
3 4 13 23 14 0 -6 0
2 4 12 21 12 -2 -6 0
2 4 11 19 10 -3 -6 0
1 3 10 18 9 -4 -7 -2
0 1 11 16 9 -6 -7 -2
-2 0 11 15 9 -7 -8 -2
-3 -2 12 14 9 -8 -8 -2
-3 -3 12 13 9 -9 -8 -2
-4 -4 13 12 9 -10 -9 0
-3 -2 12 11 7 -10 -10 0
-2 0 12 10 6 -10 -10 -2
0 1 11 9 5 -10 -11 -2
1 2 11 8 4 -10 -11 -2
2 2 10 7 3 -10 -12 -2
1 0 10 7 3 -10 -11 1
0 -2 11 8 4 -9 -10 3
0 -4 11 8 4 -9 -10 5
-2 -6 11 8 4 -9 -9 7
-3 -7 12 9 5 -9 -9 8
-3 -7 11 7 3 -10 -10 8
-3 -6 11 6 2 -11 -11 8
-3 -6 10 5 1 -13 -13 8
-3 -6 10 4 0 -14 -14 8
-4 -5 9 3 -2 -15 -15 7
-5 -6 9 3 0 -14 -15 7
-5 -6 9 3 1 -14 -15 7
-6 -7 9 3 1 -13 -15 7
-6 -7 9 3 2 -13 -15 7
-7 -8 10 4 3 -12 -14 7
-6 -7 10 4 3 -12 -13 8
-5 -6 11 4 3 -12 -13 9
-5 -6 11 4 3 -12 -12 9
-4 -5 11 4 3 -12 -12 10
-3 -4 12 5 2 -11 -11 10
-4 -5 12 5 2 -12 -13 9
-5 -6 11 5 2 -13 -14 8
-5 -7 11 5 2 -13 -15 6
-6 -8 11 5 2 -14 -16 5
-7 -8 10 5 1 -15 -17 4
-7 -6 10 5 1 -14 -16 4
-6 -4 10 5 2 -13 -15 5
-6 -2 10 5 2 -13 -15 5
-6 1 10 5 2 -12 -14 5
-5 2 11 6 3 -11 -13 6
-5 1 11 7 4 -11 -13 6
-5 1 11 8 4 -11 -13 7
-5 0 11 8 5 -11 -13 7
-5 0 11 9 5 -11 -13 7
-5 -2 12 10 6 -11 -13 8
-6 -3 12 11 7 -10 -13 9
-6 -3 13 12 8 -10 -12 9
-7 -4 13 12 8 -9 -12 10
-7 -4 13 13 9 -9 -12 10
-8 -5 14 14 10 -8 -11 11
-8 -5 14 14 10 -9 -12 11
-8 -6 14 14 9 -10 -13 11
-8 -6 14 14 9 -10 -13 11
-8 -6 14 14 9 -11 -14 11
-9 -7 13 13 8 -12 -15 10
-7 -7 13 13 8 -12 -15 10
-6 -7 13 13 8 -12 -15 9
-5 -7 13 13 8 -12 -15 9
-4 -7 13 13 8 -12 -15 9
-3 -7 13 13 7 -12 -16 8
-3 -5 13 13 8 -12 -16 7
-3 -4 14 13 9 -12 -16 7
-3 -2 14 13 9 -12 -16 6
-3 1 14 13 10 -12 -16 6
-4 2 15 13 11 -11 -15 5
-4 0 14 13 10 -10 -14 6
-4 -2 13 13 10 -10 -13 6
-4 -3 12 13 9 -9 -13 7
-4 -4 11 13 9 -9 -12 7
-5 -5 10 13 8 -8 -11 8
-5 -6 11 13 8 -8 -11 8
-4 -6 12 13 8 -8 -11 8
-4 -7 12 13 8 -8 -11 8
-4 -7 13 13 8 -8 -11 8
-3 -8 14 13 8 -9 -12 9
-2 -7 13 13 8 -9 -12 9
-2 -7 13 13 8 -9 -11 9
0 -6 12 13 8 -9 -11 9
0 -6 12 13 8 -9 -11 9
1 -5 11 12 8 -8 -10 10
0 -5 11 12 8 -8 -10 9
0 -5 11 12 7 -8 -11 9
-2 -5 11 12 7 -8 -11 8
-2 -5 11 12 7 -8 -11 8
-3 -5 12 11 6 -8 -12 7
-4 -5 11 10 5 -9 -12 7
-5 -5 11 10 5 -9 -12 6
-5 -5 10 9 4 -10 -12 6
-6 -5 10 9 4 -10 -12 6
-7 -5 9 8 3 -11 -13 5
-7 -5 10 8 3 -11 -13 4
-6 -4 10 8 3 -11 -14 4
-6 -4 11 8 3 -11 -14 3
-6 -4 11 8 3 -11 -14 3
-5 -3 12 8 4 -11 -15 2
-4 -2 11 8 2 -12 -15 2
-3 0 10 8 1 -12 -14 3
-3 0 10 8 -2 -13 -14 3
-2 1 9 8 -3 -13 -14 3
0 1 8 7 -4 -14 -13 4
0 -2 8 7 -4 -14 -14 3
0 -4 8 6 -3 -14 -15 2
0 -6 8 6 -3 -14 -15 2
0 -8 8 6 -3 -14 -16 1
0 -9 9 5 -2 -14 -17 0
-2 -9 8 4 -3 -14 -16 1
-3 -8 8 4 -3 -14 -15 2
-4 -8 7 3 -4 -14 -15 2
-5 -8 7 3 -4 -14 -14 3
-6 -7 6 2 -5 -14 -13 4
-6 -7 7 2 -5 -14 -13 4
-5 -7 7 2 -5 -14 -13 4
-5 -7 8 2 -5 -14 -13 4
-5 -7 8 2 -5 -14 -13 4
-4 -7 9 1 -4 -14 -14 5
-3 -7 9 1 -4 -14 -14 5
-2 -6 8 0 -4 -14 -14 5
0 -5 7 0 -4 -14 -14 5
1 -5 7 0 -4 -14 -14 5
1 -4 6 -2 -5 -14 -13 5
-2 -4 6 -2 -5 -14 -14 5
-4 -5 6 -2 -6 -15 -15 5
-6 -6 6 -2 -6 -16 -15 5
-8 -6 6 -2 -6 -16 -16 5
-9 -7 7 -3 -7 -17 -17 4
-8 -7 7 -3 -7 -17 -17 4
-6 -6 7 -4 -7 -17 -17 3
-5 -6 7 -4 -7 -17 -17 3
-4 -6 7 -4 -7 -17 -17 3
-3 -5 6 -5 -8 -16 -16 2
-3 -5 6 -5 -8 -16 -16 2
-3 -6 6 -5 -8 -16 -16 3
-3 -7 6 -5 -8 -16 -16 4
-3 -7 6 -5 -8 -16 -16 4
-2 -8 7 -5 -7 -17 -15 5
-2 -8 7 -5 -7 -16 -14 5
-3 -9 7 -6 -7 -15 -13 6
-4 -9 7 -6 -7 -15 -12 6
-4 -9 7 -6 -7 -14 -11 6
-5 -10 6 -7 -8 -13 -11 7
-4 -9 6 -7 -8 -14 -12 6
-3 -7 5 -8 -9 -15 -14 5
-2 -6 4 -8 -10 -16 -15 4
0 -5 4 -8 -10 -17 -17 3
1 -4 3 -9 -11 -18 -18 2
1 -5 3 -9 -11 -18 -18 2
0 -7 4 -8 -10 -18 -17 3
-2 -8 4 -7 -10 -18 -17 3
-2 -9 4 -7 -10 -18 -17 3
-3 -10 5 -6 -9 -18 -16 4
-4 -10 5 -6 -9 -18 -16 4
-5 -9 4 -7 -10 -18 -16 3
-6 -9 4 -7 -11 -18 -16 3
-7 -9 4 -7 -11 -18 -16 3
-7 -8 3 -8 -12 -18 -17 2
-5 -8 3 -8 -12 -18 -17 2
-3 -8 3 -8 -12 -17 -16 2
0 -8 3 -8 -12 -17 -15 2
3 -8 3 -8 -12 -17 -15 2
3 -7 3 -8 -11 -16 -14 1
1 -7 3 -8 -11 -16 -14 1
-2 -6 3 -8 -11 -16 -14 1
-4 -5 3 -8 -11 -16 -14 1
-7 -5 3 -8 -11 -16 -14 1
-8 -4 2 -9 -12 -16 -15 1
-8 -4 2 -9 -12 -16 -15 1
-7 -5 2 -10 -13 -17 -16 0
-6 -5 2 -10 -13 -17 -17 -2
-6 -5 2 -10 -13 -17 -17 -2
-5 -6 2 -11 -14 -18 -18 -3
-5 -6 2 -11 -14 -18 -18 -3
-5 -7 3 -10 -13 -18 -17 -3
-5 -7 3 -10 -13 -18 -17 -3
-5 -7 3 -10 -13 -18 -17 -3
-5 -8 4 -9 -12 -18 -16 -2
-6 -8 4 -9 -12 -18 -16 -2
-8 -9 3 -10 -13 -18 -16 -3
-10 -9 3 -10 -13 -18 -16 -3
-12 -9 3 -10 -13 -18 -16 -3
-12 -10 2 -11 -14 -17 -15 -4
-10 -9 2 -11 -14 -17 -15 -4
-8 -8 3 -10 -13 -16 -15 -5
-6 -7 3 -10 -13 -16 -15 -5
-3 -6 3 -10 -13 -16 -15 -5
-2 -5 4 -9 -12 -15 -15 -6
-2 -5 4 -9 -12 -15 -15 -6
-2 -6 4 -10 -13 -15 -15 -6
-2 -6 4 -10 -13 -15 -15 -6
-2 -6 4 -10 -13 -15 -15 -6
-2 -7 3 -11 -14 -16 -16 -6
-3 -8 3 -11 -14 -16 -16 -6
-4 -9 2 -11 -14 -17 -16 -5
-4 -10 2 -11 -14 -17 -16 -5
-5 -11 2 -11 -14 -17 -16 -5
-6 -12 1 -12 -15 -18 -16 -4
-6 -12 1 -12 -15 -18 -16 -4
-5 -11 1 -12 -15 -18 -16 -4
-5 -10 1 -12 -15 -18 -16 -4
-5 -10 1 -12 -15 -18 -16 -4
-4 -9 0 -11 -14 -17 -15 -4
-4 -10 0 -11 -14 -17 -15 -4
-4 -11 0 -11 -14 -17 -15 -4
-4 -12 0 -11 -14 -17 -15 -4
-4 -13 0 -11 -14 -17 -15 -4
-4 -14 0 -11 -15 -18 -16 -4
-4 -14 0 -10 -14 -17 -15 -2
-4 -13 1 -9 -13 -16 -13 1
-4 -12 2 -9 -13 -15 -12 2
-4 -12 2 -8 -12 -14 -11 4
-4 -10 3 -7 -11 -13 -10 5
-2 -8 3 -7 -11 -13 -10 5
1 -5 3 -7 -11 -13 -11 5
2 -3 3 -7 -11 -13 -12 5
