I II V1 V2 V3 V4 V5 V6
-9 0 4 1 -18 -25 -14 -13
-9 0 6 2 -16 -24 -14 -13
-10 0 8 4 -13 -23 -14 -13
-10 -2 10 5 -11 -21 -13 -13
-11 -2 12 7 -8 -20 -13 -13
-11 -2 14 8 -6 -19 -13 -13
-12 -3 16 10 -5 -18 -12 -13
-12 -3 17 11 -5 -17 -11 -13
-12 -3 18 13 -5 -17 -10 -13
-12 -3 19 14 -5 -16 -9 -13
-12 -3 20 15 -5 -16 -9 -13
-12 -4 21 16 -3 -15 -8 -12
-12 -4 21 17 -2 -14 -8 -12
-12 -4 21 18 1 -13 -8 -12
-12 -4 21 19 2 -12 -8 -12
-12 -4 21 19 3 -12 -8 -12
-11 -5 23 21 4 -11 -9 -12
-11 -5 24 22 4 -10 -8 -11
-11 -5 25 24 5 -9 -7 -10
-11 -5 26 25 5 -8 -6 -9
-11 -5 27 26 5 -8 -5 -8
-10 -4 28 27 6 -7 -4 -7
-10 -3 28 27 7 -7 -4 -8
-9 -3 28 27 8 -6 -4 -9
-9 -2 28 27 9 -6 -4 -10
-9 -2 28 27 9 -6 -4 -11
-8 0 28 28 10 -5 -5 -12
-8 0 28 29 11 -5 -5 -11
-8 0 29 29 11 -5 -4 -11
-8 0 29 30 12 -5 -4 -10
-8 0 29 30 12 -5 -4 -10
-8 -2 30 31 13 -6 -3 -9
-8 -3 30 32 14 -5 -3 -9
-8 -4 30 32 15 -4 -3 -9
-8 -5 30 33 16 -3 -3 -9
-8 -5 30 33 17 -3 -3 -9
-8 -6 30 35 18 -2 -4 -10
-8 -6 30 36 19 -2 -3 -10
-8 -6 31 37 20 -2 -3 -9
-8 -6 31 38 21 -2 -2 -9
-8 -6 31 39 22 -2 -2 -9
-9 -6 32 43 24 0 0 -8
-9 -5 33 46 26 1 0 -7
-8 -5 34 48 28 2 0 -6
-8 -4 35 51 30 3 0 -5
-8 -4 35 53 32 3 0 -4
-7 -3 36 55 33 4 0 -2
-6 -3 37 57 34 5 0 0
-5 -3 38 58 34 6 0 1
-4 -3 39 60 35 7 0 2
-3 -3 39 61 35 7 0 3
-3 -3 42 65 39 10 1 4
-4 -3 44 68 44 12 2 5
-5 -3 45 72 47 15 3 5
-6 -3 47 75 51 17 4 6
-7 -3 48 78 54 19 4 6
-8 -2 50 82 57 21 6 8
-7 0 51 86 60 22 7 10
-6 1 53 90 62 24 9 11
-5 2 54 93 65 25 10 13
-4 3 55 96 67 26 11 14
-3 4 56 100 71 29 13 15
-2 5 57 104 75 32 14 15
0 6 58 107 79 34 15 15
1 7 59 111 84 37 16 15
2 7 60 114 87 39 17 15
3 8 62 119 91 43 19 16
2 7 64 123 96 46 21 16
1 7 66 129 100 49 22 16
0 6 68 134 104 52 24 16
0 6 69 138 108 54 25 16
1 7 71 142 113 57 27 17
3 9 73 146 117 60 29 17
5 11 75 150 122 63 31 18
7 13 77 154 128 66 33 18
9 15 78 158 132 69 35 18
10 16 79 162 136 73 38 19
9 15 80 165 140 77 40 19
9 14 80 170 144 81 43 20
8 13 81 174 147 85 45 20
8 13 81 177 151 89 47 20
7 12 82 179 155 92 49 22
8 12 84 181 158 95 51 23
9 12 84 183 162 98 53 24
10 12 85 185 167 101 55 25
10 12 85 186 170 104 56 26
11 13 86 187 171 105 58 28
12 13 86 187 171 106 60 29
13 14 86 187 172 107 61 31
14 14 86 187 172 108 63 32
15 14 86 187 172 109 64 33
16 15 87 185 172 110 65 34
16 14 86 182 171 110 65 34
16 14 86 179 170 110 65 35
16 13 85 176 169 110 65 35
16 13 85 173 168 110 65 35
16 12 82 169 162 107 65 36
17 13 80 163 158 104 64 36
18 14 79 159 153 101 63 37
19 15 77 155 148 99 62 37
19 15 76 151 144 96 62 37
20 16 73 145 138 92 59 38
19 15 71 139 133 89 57 38
18 14 69 132 127 86 55 37
17 13 67 126 121 81 53 37
16 13 65 119 115 78 51 37
15 12 62 112 108 73 48 36
15 11 60 105 100 68 45 35
14 10 58 98 92 63 42 34
14 9 55 91 85 58 39 33
14 8 53 84 76 53 36 33
12 7 50 77 70 49 33 31
11 6 48 71 65 45 31 29
9 5 46 66 59 40 29 27
8 4 43 60 54 36 26 25
7 4 40 54 48 32 24 24
5 3 37 49 43 28 21 22
4 3 35 44 36 24 18 19
3 3 33 37 31 20 15 17
2 3 30 32 25 17 13 15
1 3 28 27 20 13 10 13
-2 3 26 24 17 11 8 11
-4 2 25 22 15 9 7 10
-6 1 23 19 12 7 6 9
-8 0 22 16 9 5 5 8
-9 -2 21 14 7 3 4 7
-9 -3 19 12 4 1 3 6
-7 -3 18 9 2 -2 2 5
-5 -3 17 7 0 -4 1 4
-3 -3 16 5 -4 -6 0 3
-2 -3 15 3 -6 -8 -2 3
-2 -4 13 1 -8 -9 -4 1
-3 -5 12 -3 -9 -10 -5 -2
-5 -6 10 -5 -10 -11 -7 -4
-6 -7 9 -7 -11 -12 -8 -6
-7 -8 8 -9 -12 -13 -9 -7
-8 -9 7 -10 -14 -14 -10 -8
-8 -9 7 -10 -15 -14 -10 -8
-9 -9 6 -10 -16 -15 -10 -8
-9 -9 6 -10 -17 -15 -10 -8
-9 -9 6 -10 -18 -15 -10 -8
-10 -9 5 -11 -19 -16 -10 -9
-9 -9 5 -12 -19 -16 -10 -9
-8 -9 4 -13 -20 -16 -10 -9
-7 -9 4 -14 -20 -16 -10 -9
-6 -9 4 -14 -20 -16 -10 -9
-5 -9 3 -15 -21 -16 -9 -10
-5 -9 3 -16 -21 -17 -9 -10
-6 -9 3 -16 -20 -17 -10 -10
-6 -9 3 -17 -20 -18 -10 -10
-6 -9 3 -17 -20 -18 -10 -10
-7 -9 2 -18 -19 -19 -11 -11
-7 -9 2 -18 -20 -19 -11 -11
-6 -9 2 -19 -20 -19 -12 -11
-6 -9 2 -19 -21 -19 -12 -11
-6 -9 2 -19 -21 -19 -12 -11
-5 -8 1 -20 -22 -19 -13 -10
-5 -8 1 -20 -23 -19 -13 -10
-6 -8 1 -21 -23 -20 -13 -10
-6 -8 1 -21 -24 -20 -13 -10
-6 -8 1 -21 -24 -20 -13 -10
-7 -8 0 -22 -25 -21 -14 -10
-7 -8 0 -22 -26 -21 -14 -10
-6 -8 0 -22 -26 -22 -15 -11
-6 -8 0 -22 -27 -22 -15 -11
-6 -8 0 -22 -27 -22 -15 -11
-6 -9 -2 -22 -28 -23 -16 -12
-7 -9 -2 -22 -28 -24 -16 -12
-8 -10 -2 -22 -29 -24 -17 -12
-9 -10 -2 -22 -29 -25 -17 -12
-10 -10 -2 -22 -29 -25 -17 -12
-11 -11 -2 -21 -30 -26 -18 -13
-10 -11 -2 -21 -30 -26 -18 -13
-9 -11 -2 -20 -30 -26 -18 -13
-8 -11 -2 -20 -30 -26 -18 -13
-8 -11 -2 -20 -30 -26 -18 -13
-7 -10 -3 -19 -29 -26 -18 -13
-7 -10 -2 -19 -29 -26 -18 -13
-8 -10 0 -18 -29 -26 -18 -13
-8 -10 1 -18 -29 -26 -18 -13
-8 -10 1 -18 -29 -26 -18 -13
-9 -9 2 -17 -28 -25 -17 -12
-8 -9 2 -17 -27 -25 -17 -12
-8 -9 2 -16 -26 -25 -16 -12
-7 -9 2 -16 -25 -25 -16 -12
-7 -9 2 -16 -24 -25 -16 -12
-6 -8 2 -15 -23 -24 -15 -12
-6 -8 2 -15 -23 -24 -15 -12
-6 -8 3 -15 -23 -23 -15 -13
-6 -8 3 -15 -23 -23 -15 -13
-6 -8 3 -15 -23 -23 -15 -13
-7 -7 4 -13 -23 -22 -16 -14
-7 -7 4 -12 -22 -21 -15 -14
-7 -7 4 -11 -21 -21 -14 -14
-7 -7 4 -10 -20 -20 -13 -14
-7 -7 4 -9 -19 -20 -13 -14
