I II V1 V2 V3 V4 V5 V6
39 19 -6 23 76 71 29 30
40 20 -6 23 77 72 31 31
42 22 -7 22 77 73 32 32
44 23 -8 23 76 73 33 33
45 23 -9 23 74 72 33 33
46 24 -8 24 75 73 34 34
47 25 -9 23 75 72 34 34
47 26 -8 24 75 73 35 35
47 26 -7 24 76 73 36 35
48 27 -7 23 75 72 35 35
48 27 -8 23 75 73 36 35
47 27 -8 23 75 72 37 36
47 28 -8 23 74 72 37 36
48 27 -7 23 73 71 37 36
47 27 -7 24 71 70 36 35
45 26 -5 25 70 68 35 35
43 25 -4 25 69 67 34 34
40 24 -2 25 68 66 33 32
38 23 1 25 68 64 31 31
35 22 3 26 68 63 31 31
32 21 4 26 67 62 30 30
30 20 5 27 65 61 29 29
27 20 6 26 63 59 27 28
25 18 6 26 61 56 25 26
22 16 9 27 61 55 23 26
20 14 10 27 60 52 22 24
17 13 11 28 58 51 20 22
15 11 12 27 56 48 19 20
12 10 13 26 55 46 17 18
10 8 15 25 54 45 17 17
8 7 14 23 53 43 15 16
6 5 14 22 51 42 14 15
4 4 13 21 49 38 13 14
2 3 13 21 47 36 11 12
0 2 14 20 45 34 9 11
-2 0 15 19 44 33 9 10
-3 -2 15 18 43 32 8 10
-5 -4 15 17 42 30 7 9
-6 -5 15 17 40 29 6 8
-7 -6 15 15 38 28 5 7
-8 -7 15 14 38 28 4 6
-9 -7 13 12 36 26 3 5
-10 -7 13 12 35 25 3 6
-10 -7 12 11 34 24 3 6
-11 -8 12 10 32 23 3 4
-11 -8 12 9 31 22 2 3
-11 -8 11 9 30 21 1 1
-11 -9 12 9 30 21 1 1
-12 -9 11 8 29 20 0 1
-12 -9 11 6 29 19 -2 0
-12 -9 10 6 28 18 -2 0
-12 -10 9 6 27 18 0 0
-12 -10 9 6 26 18 0 0
-13 -10 11 7 27 18 2 1
-13 -10 11 7 26 18 2 1
-13 -10 11 6 25 17 2 0
-12 -11 10 5 24 17 1 0
-13 -11 10 5 23 16 0 0
-14 -12 10 6 24 17 0 0
-14 -12 11 6 24 16 0 0
-13 -11 10 5 22 15 -2 -2
-13 -11 10 5 22 15 0 0
-13 -11 9 4 21 15 1 1
-12 -11 9 4 21 15 1 1
-13 -11 9 5 20 15 1 1
-13 -11 9 5 20 14 1 1
-12 -11 10 6 21 14 1 0
-12 -12 10 6 21 14 0 0
-11 -12 10 5 21 14 0 0
-11 -11 9 4 20 14 0 -2
-11 -10 10 4 20 14 1 -2
-12 -10 10 5 20 13 1 0
-12 -10 10 5 19 12 2 1
-12 -11 11 6 20 13 3 2
-12 -11 11 7 20 12 3 2
-12 -10 9 6 19 11 2 1
-12 -9 9 5 18 11 2 1
-11 -9 10 6 18 11 2 0
-11 -9 10 6 17 11 2 0
-12 -10 11 5 18 11 2 0
-12 -10 11 5 18 11 3 1
-11 -10 10 5 18 11 2 1
-11 -9 10 5 17 10 2 2
-12 -9 10 5 16 10 2 1
-12 -10 10 5 16 9 3 1
-12 -11 11 6 17 10 3 2
-12 -11 11 6 16 9 3 1
-13 -11 11 7 16 9 3 1
-13 -11 11 7 15 9 3 1
-12 -11 11 6 15 9 3 1
-12 -11 10 6 15 9 3 1
-12 -11 9 6 15 9 3 1
-12 -10 9 4 13 7 3 0
-12 -11 10 5 14 8 3 2
-12 -11 10 5 13 7 3 2
-12 -11 10 6 13 6 3 1
-12 -11 10 6 12 5 2 0
-12 -12 9 6 12 5 1 -2
-12 -12 9 5 12 4 1 -2
-12 -12 9 5 12 4 1 -2
-12 -12 9 4 11 4 2 -2
-12 -13 9 3 10 4 2 -2
-12 -13 9 3 10 3 2 -2
-13 -13 10 3 10 4 2 0
-13 -13 10 3 9 3 2 -2
-14 -13 9 3 9 3 2 -2
-14 -13 9 3 8 2 2 -2
-13 -14 9 3 8 2 2 -3
-13 -14 9 2 7 2 2 -3
-13 -14 9 2 7 2 2 -3
-14 -14 10 2 7 1 1 -4
