I II V1 V2 V3 V4 V5 V6
-3 -7 -5 -5 -23 -21 -17 -2
-3 -7 -5 -4 -23 -21 -17 -2
-3 -7 -4 -2 -22 -20 -17 -2
-4 -6 -3 0 -21 -19 -16 -2
-4 -6 -2 2 -20 -18 -16 -2
-4 -6 -2 3 -19 -18 -16 -2
-5 -5 0 4 -18 -17 -15 0
-5 -5 0 5 -18 -17 -15 0
-5 -5 0 5 -18 -17 -14 0
-5 -5 0 6 -18 -17 -14 0
-5 -5 0 6 -18 -17 -14 0
-4 -5 1 7 -17 -16 -13 -2
-4 -5 2 8 -17 -16 -13 -2
-4 -4 2 9 -17 -15 -13 -2
-4 -4 3 10 -17 -15 -13 -2
-4 -4 3 10 -17 -15 -13 -2
-3 -3 4 11 -16 -14 -12 0
-3 -3 4 11 -15 -14 -12 0
-3 -3 4 11 -15 -14 -12 0
-3 -3 4 11 -14 -14 -12 0
-3 -3 4 11 -14 -14 -12 0
-3 -4 4 11 -13 -13 -11 0
-3 -4 4 11 -13 -13 -11 0
-3 -4 4 11 -13 -13 -11 0
-3 -4 4 11 -13 -13 -11 0
-3 -4 4 11 -13 -13 -11 0
-3 -5 4 12 -13 -13 -11 0
-3 -5 4 12 -13 -12 -10 0
-3 -5 4 13 -12 -11 -10 1
-3 -5 4 13 -12 -10 -9 1
-3 -5 4 13 -12 -10 -9 1
-3 -4 3 14 -11 -9 -8 2
-3 -4 3 14 -11 -9 -8 2
-3 -4 3 14 -11 -9 -9 1
-3 -4 3 14 -11 -9 -9 1
-3 -4 3 14 -11 -9 -9 1
-2 -4 3 15 -12 -10 -10 0
-2 -4 3 15 -12 -9 -10 0
-2 -4 3 15 -12 -9 -10 0
-2 -4 3 15 -12 -8 -10 0
-2 -4 3 15 -12 -8 -10 0
0 -5 3 15 -11 -7 -9 1
0 -5 3 15 -10 -7 -9 1
0 -4 3 16 -10 -7 -8 1
0 -4 3 16 -9 -7 -8 1
0 -4 3 16 -9 -7 -8 1
0 -3 3 17 -8 -6 -7 1
1 -3 3 17 -7 -6 -7 1
1 -2 3 17 -7 -6 -7 2
2 -2 3 17 -6 -6 -7 2
2 -2 3 17 -6 -6 -7 2
3 0 3 18 -5 -5 -6 3
3 0 3 19 -5 -5 -6 3
3 0 3 20 -4 -5 -5 3
