I II V1 V2 V3 V4 V5 V6
-9 3 5 0 1 -5 -3 1
-9 3 5 0 1 -5 -3 1
-9 3 5 0 1 -5 -3 1
-9 3 5 0 1 -5 -3 1
-9 3 5 0 1 -5 -3 1
-9 3 5 0 1 -5 -3 1
-8 2 4 0 1 -6 -3 1
-8 2 4 0 1 -6 -3 1
-8 3 4 0 1 -6 -3 1
-8 3 4 0 1 -6 -3 1
-8 3 4 0 1 -6 -3 1
-8 4 4 -2 2 -5 -2 1
-8 4 4 -2 2 -5 -2 1
-8 4 4 -2 2 -5 -2 1
-8 4 4 -2 2 -5 -2 1
-8 4 4 -2 2 -5 -2 1
-8 3 5 0 2 -5 -3 1
-8 3 5 0 2 -5 -3 1
-8 3 5 0 2 -5 -3 1
-8 3 5 0 2 -5 -3 1
-8 3 5 0 2 -5 -3 1
-9 4 5 0 3 -4 -2 0
-9 4 5 0 3 -4 -2 0
-9 4 5 0 3 -4 -2 0
-9 4 5 0 3 -4 -2 0
-9 4 5 0 3 -4 -2 0
-9 3 4 -2 2 -5 -3 1
-9 3 4 -2 2 -5 -3 1
-8 3 4 -2 2 -4 -3 1
-8 3 4 -2 2 -4 -3 1
-8 3 4 -2 2 -4 -3 1
-7 4 4 -2 2 -3 -2 1
-7 4 4 -2 2 -3 -2 1
-7 4 5 0 2 -4 -3 0
-7 4 5 0 2 -4 -3 0
-7 4 5 0 2 -4 -3 0
-8 4 6 1 2 -5 -4 -2
-8 5 6 1 3 -4 -3 -2
-8 6 6 1 3 -3 -2 0
-8 7 6 1 4 -2 0 0
-8 8 6 1 4 0 1 0
-7 9 7 2 5 1 2 1
-6 9 8 3 6 1 2 2
-5 10 9 4 6 2 2 3
-4 10 10 5 7 2 2 4
-3 10 10 6 7 2 2 4
-2 11 11 7 8 3 3 5
-2 12 12 7 8 3 3 5
-3 13 13 7 9 4 3 5
-3 14 14 7 9 4 3 5
-3 14 14 7 9 4 3 5
-4 15 15 8 10 5 4 6
-3 15 15 8 10 5 4 6
-3 15 14 8 10 6 4 6
-2 15 14 8 10 6 4 6
-2 15 14 8 10 6 4 6
1 15 13 7 10 7 5 7
2 17 12 7 11 8 7 8
4 19 11 7 12 9 9 10
5 21 10 7 13 10 11 11
6 22 9 7 14 10 12 12
7 23 8 8 15 11 13 13
7 22 7 7 14 10 12 12
7 21 7 7 13 9 12 12
7 20 6 6 12 8 11 11
7 19 6 6 12 8 11 11
7 18 5 5 10 6 9 9
6 17 4 4 9 5 7 8
6 16 3 3 8 4 6 7
5 15 2 2 7 3 4 6
5 14 1 1 6 2 3 5
4 13 0 0 5 1 2 4
4 12 1 0 5 1 2 4
4 11 2 0 5 1 3 4
4 10 3 0 5 1 3 4
4 9 3 0 5 1 3 4
2 8 4 1 5 1 4 4
0 8 4 1 5 1 4 4
-2 7 4 1 5 1 4 3
-4 7 4 1 5 1 4 3
-5 7 4 1 5 1 4 3
-6 6 4 0 5 0 3 2
-7 5 4 0 4 -2 2 1
-7 4 4 -2 4 -3 1 0
-8 3 4 -2 3 -4 0 -2
-8 3 4 -2 3 -4 0 -2
-9 2 4 -3 2 -5 -2 -3
-10 1 4 -3 2 -5 -2 -3
-10 0 4 -3 2 -5 -2 -3
-11 -2 4 -3 2 -5 -2 -3
-11 -3 4 -3 2 -5 -2 -3
-12 -4 3 -4 1 -5 -3 -4
-12 -4 3 -4 1 -5 -3 -4
-11 -3 3 -4 0 -5 -4 -4
-11 -3 3 -4 0 -5 -4 -4
-11 -3 3 -4 0 -5 -4 -4
-10 -2 2 -3 -2 -6 -5 -5
-10 -2 2 -3 -2 -5 -4 -5
-10 -2 2 -3 0 -4 -3 -5
-10 -2 2 -3 0 -3 -2 -5
-10 -2 2 -3 0 -3 0 -5
-10 0 3 -2 1 -2 1 -4
-10 0 3 -2 1 -2 1 -4
-10 0 3 -2 1 -2 1 -4
-10 0 3 -2 1 -2 1 -4
-10 0 3 -2 1 -2 1 -4
-11 5 6 1 5 1 2 -2
-13 10 9 5 9 6 5 2
-15 15 12 8 13 10 8 5
-17 20 15 11 17 14 11 8
-19 25 18 14 21 18 14 11
-20 32 25 25 34 31 26 18
-20 40 32 37 48 45 39 25
-20 48 39 50 61 58 53 32
-20 55 48 62 75 72 66 40
-20 63 55 74 89 86 78 48
-9 66 57 88 104 104 94 56
4 68 60 102 119 121 109 63
17 71 62 115 136 140 125 71
29 74 64 129 151 158 139 79
42 76 66 142 167 177 154 88
64 67 52 128 159 178 156 89
87 55 34 108 148 176 157 89
109 43 17 90 138 175 158 88
132 30 0 70 127 173 159 88
154 18 -18 51 116 172 159 88
159 1 -33 25 91 142 132 69
161 -17 -48 -2 63 110 99 49
164 -34 -63 -28 36 78 66 28
168 -53 -77 -55 10 46 33 8
170 -70 -93 -81 -18 14 1 -13
149 -73 -99 -105 -49 -20 -22 -24
125 -76 -104 -130 -79 -53 -45 -33
101 -78 -108 -153 -110 -87 -66 -43
76 -80 -113 -178 -141 -119 -88 -52
52 -82 -118 -201 -172 -153 -109 -62
36 -79 -111 -191 -166 -150 -107 -61
23 -73 -101 -176 -154 -141 -101 -59
9 -67 -91 -160 -143 -133 -95 -57
-5 -62 -80 -144 -132 -123 -89 -54
-19 -56 -70 -129 -120 -114 -82 -52
-23 -52 -62 -116 -109 -105 -75 -49
-26 -49 -56 -105 -99 -95 -69 -47
-29 -45 -49 -94 -88 -86 -62 -44
-31 -41 -41 -81 -76 -75 -55 -40
-34 -37 -34 -70 -66 -66 -48 -38
-34 -34 -30 -62 -58 -59 -43 -35
-32 -32 -27 -55 -52 -52 -37 -32
-30 -29 -23 -48 -45 -45 -33 -29
-29 -26 -20 -40 -37 -38 -28 -26
-27 -24 -16 -32 -30 -31 -23 -23
-25 -21 -13 -27 -26 -28 -20 -21
-23 -18 -9 -22 -22 -25 -18 -19
-21 -15 -6 -18 -18 -22 -16 -17
-19 -13 -3 -13 -14 -19 -13 -16
-17 -10 1 -8 -10 -16 -11 -14
-16 -9 2 -6 -8 -14 -9 -13
-16 -8 3 -5 -7 -12 -8 -12
-16 -7 4 -3 -5 -10 -7 -11
-16 -6 5 -2 -4 -9 -6 -10
-16 -6 5 0 -3 -7 -5 -10
-16 -5 6 1 -2 -6 -4 -9
-16 -5 7 2 -2 -6 -4 -9
-15 -4 7 3 0 -6 -3 -9
-15 -4 8 4 0 -6 -3 -9
-15 -4 8 4 0 -6 -3 -9
-14 -3 9 5 1 -7 -2 -9
-14 -3 9 5 2 -6 0 -8
-15 -3 9 5 2 -5 1 -7
-15 -3 9 5 3 -4 2 -6
-15 -3 9 5 3 -4 2 -6
-16 -3 9 6 4 -3 3 -5
-15 -2 9 6 4 -3 3 -5
-15 -2 10 7 4 -3 2 -5
-14 0 10 7 4 -3 2 -5
-14 0 10 7 4 -3 2 -5
-13 1 11 8 3 -3 1 -6
-13 1 11 8 3 -3 2 -6
-14 1 11 8 4 -2 2 -6
-14 1 11 8 4 -2 3 -6
-14 1 11 8 4 -2 3 -6
-15 1 12 8 5 0 4 -5
-15 1 12 8 5 0 4 -5
-14 1 12 9 5 -2 3 -5
-14 1 12 9 5 -2 3 -5
-14 1 12 9 5 -2 3 -5
-13 1 12 10 6 -3 2 -6
-13 1 12 10 6 -2 3 -6
-13 1 12 10 6 0 4 -6
-13 1 12 10 6 1 5 -6
-13 1 12 10 6 1 6 -6
-14 0 11 9 7 2 7 -6
-13 1 11 10 7 2 6 -6
-13 1 11 10 7 2 6 -6
-12 2 11 11 7 2 5 -6
-12 2 11 11 7 2 5 -6
-11 3 12 12 7 1 4 -7
-11 3 12 12 7 1 5 -6
-11 3 12 12 7 1 5 -6
-11 3 12 12 7 1 6 -5
-11 3 12 12 7 1 6 -5
-11 2 12 11 7 2 7 -4
-10 2 12 11 7 2 7 -5
-10 2 12 11 7 2 7 -5
-9 2 12 11 7 2 7 -6
-9 2 12 11 7 2 7 -6
-8 3 11 11 7 1 6 -7
-8 3 11 11 7 2 6 -6
-8 3 11 11 8 2 7 -6
-8 3 11 11 8 3 7 -5
-8 3 11 11 8 3 7 -5
-9 2 11 12 9 4 8 -4
-9 2 11 12 9 4 8 -5
-9 2 11 12 8 4 8 -5
-9 2 11 12 8 4 8 -6
-9 2 11 12 8 4 8 -6
-9 2 10 13 7 3 7 -7
-8 3 10 13 8 4 9 -6
-7 4 10 13 9 5 10 -6
-6 5 10 13 10 6 11 -5
-6 6 10 13 10 6 12 -5
-5 7 11 14 11 7 13 -4
-4 7 11 14 11 7 13 -4
-3 7 11 14 11 7 13 -4
-2 7 11 14 11 7 13 -4
-2 7 11 14 11 7 13 -4
0 6 10 15 10 6 13 -4
0 6 10 15 11 7 14 -3
0 7 10 16 12 7 14 -3
0 7 10 16 13 8 15 -2
0 7 10 16 13 8 15 -2
0 8 10 17 14 9 16 0
0 8 10 17 14 9 16 0
1 8 10 17 14 9 16 0
1 8 10 17 14 9 16 0
1 8 10 17 14 9 16 0
2 8 9 16 13 9 17 1
4 9 9 17 14 11 19 2
