I II V1 V2 V3 V4 V5 V6
12 11 0 3 5 1 -2 2
12 10 0 3 5 1 -2 2
12 9 0 3 5 1 -2 2
11 7 -2 2 4 0 -2 1
11 6 -2 2 4 0 -2 1
11 5 -2 2 4 0 -2 1
10 3 -3 1 2 -3 -4 0
9 2 -3 1 1 -4 -6 -2
9 1 -3 1 0 -6 -7 -3
8 0 -3 1 -2 -7 -9 -4
8 -2 -3 1 -3 -8 -10 -5
4 -3 -3 0 -4 -9 -11 -6
0 -4 -2 0 -4 -9 -11 -6
-5 -4 0 -2 -4 -9 -11 -6
-9 -5 1 -2 -4 -9 -11 -6
-12 -5 1 -2 -4 -9 -11 -6
-11 -6 2 -3 -4 -8 -11 -7
-9 -7 1 -3 -5 -9 -13 -9
-7 -8 0 -4 -7 -10 -14 -11
-5 -9 -2 -4 -8 -11 -16 -13
-3 -10 -3 -4 -9 -11 -17 -14
-5 -11 -4 -5 -10 -12 -17 -14
-9 -11 -3 -5 -9 -11 -16 -13
-12 -11 -2 -4 -8 -10 -14 -12
-16 -11 0 -4 -7 -9 -13 -11
-19 -11 1 -4 -6 -9 -12 -10
-19 -11 2 -3 -5 -8 -12 -10
-17 -12 2 -4 -6 -9 -13 -11
-15 -12 1 -4 -7 -10 -14 -12
-13 -13 1 -5 -8 -11 -15 -13
-12 -13 1 -5 -8 -12 -16 -14
-12 -14 0 -6 -9 -13 -17 -15
-13 -14 0 -5 -8 -13 -17 -14
-14 -14 1 -5 -8 -13 -17 -14
-15 -14 1 -4 -7 -13 -17 -13
-16 -14 1 -4 -7 -13 -17 -13
-17 -12 2 -2 -4 -10 -16 -11
-16 -11 3 1 -2 -8 -14 -10
-16 -9 4 3 2 -5 -12 -9
-15 -8 5 5 4 -3 -10 -8
-15 -7 6 7 6 0 -9 -7
-10 4 11 19 17 11 4 4
-6 14 15 30 28 22 15 13
0 24 20 42 39 33 26 22
4 33 24 54 51 45 38 32
8 44 28 65 62 56 50 42
24 54 31 78 74 67 62 51
40 63 33 92 87 78 73 61
56 73 36 106 98 90 86 70
72 84 38 119 110 101 97 79
89 93 40 133 122 112 109 89
94 99 33 111 114 111 111 94
99 104 25 88 103 109 112 99
103 110 17 63 93 107 113 104
108 116 8 39 81 105 114 108
112 121 0 16 71 103 115 113
100 104 -6 -3 53 82 95 95
86 84 -10 -20 33 61 72 74
71 63 -14 -37 14 39 50 54
57 43 -18 -55 -6 18 27 33
43 22 -22 -72 -25 -4 5 12
25 14 -20 -74 -31 -11 -6 5
8 6 -17 -75 -36 -18 -14 -3
-11 -4 -13 -77 -43 -25 -23 -10
-28 -12 -10 -78 -49 -32 -31 -17
-47 -20 -7 -79 -54 -39 -40 -24
-46 -21 -8 -75 -52 -38 -39 -25
-44 -20 -11 -68 -48 -35 -36 -24
-40 -20 -14 -62 -44 -32 -33 -23
-38 -19 -17 -56 -39 -29 -30 -22
-36 -19 -20 -50 -35 -26 -28 -22
-32 -16 -19 -41 -30 -22 -25 -19
-29 -14 -16 -34 -24 -19 -23 -17
-25 -12 -13 -26 -19 -15 -20 -14
-22 -10 -10 -19 -14 -12 -18 -12
-19 -8 -7 -11 -9 -9 -16 -10
-17 -8 -6 -10 -8 -8 -15 -9
-16 -9 -5 -9 -8 -8 -16 -10
-14 -10 -5 -9 -8 -9 -17 -11
-13 -11 -4 -8 -8 -9 -18 -12
-12 -12 -4 -8 -8 -9 -18 -13
-12 -13 -3 -6 -8 -9 -18 -14
-13 -13 -2 -5 -7 -7 -17 -13
-15 -13 -2 -3 -5 -6 -16 -12
-16 -13 0 -2 -4 -4 -15 -11
-17 -13 0 0 -3 -3 -14 -11
-17 -12 1 1 -2 -2 -13 -10
-16 -12 1 1 -3 -3 -14 -11
-15 -12 1 0 -3 -3 -14 -12
-14 -12 1 0 -4 -4 -15 -13
-13 -12 1 0 -4 -4 -15 -13
-13 -12 0 -2 -5 -5 -16 -14
-15 -12 1 0 -5 -4 -15 -13
-16 -11 1 1 -4 -3 -15 -12
-18 -11 2 2 -4 -2 -14 -11
-19 -11 2 3 -4 -2 -14 -10
-19 -10 3 4 -3 0 -13 -9
-17 -10 3 3 -3 0 -13 -9
-15 -10 3 2 -3 -2 -13 -9
-13 -10 3 1 -3 -2 -13 -9
-11 -10 3 1 -3 -2 -13 -9
-11 -10 2 0 -2 -3 -12 -10
-12 -10 2 1 -2 -3 -12 -10
-13 -10 2 1 -2 -4 -13 -9
-14 -10 2 2 -2 -4 -13 -9
-15 -10 2 2 -2 -4 -13 -9
-16 -10 2 3 -3 -5 -14 -8
-16 -10 2 3 -3 -4 -13 -8
-16 -10 3 3 -2 -3 -12 -7
-16 -10 3 3 -2 -2 -11 -7
