I II V1 V2 V3 V4 V5 V6
-13 -16 11 21 -56 16 -21 -14
-13 -16 11 21 -56 17 -21 -14
-13 -16 10 21 -55 19 -20 -14
-13 -16 9 21 -54 21 -20 -14
-13 -16 8 21 -53 23 -19 -14
-13 -16 8 21 -53 25 -19 -14
-14 -16 7 21 -52 27 -17 -14
-14 -16 8 22 -51 29 -16 -13
-13 -16 9 23 -50 31 -15 -12
-13 -16 10 24 -49 33 -14 -11
-13 -16 11 24 -49 35 -13 -10
-12 -15 12 25 -47 38 -12 -9
-13 -15 12 25 -46 40 -11 -9
-13 -15 12 26 -45 43 -10 -9
-14 -15 12 26 -44 45 -9 -9
-14 -15 12 26 -43 47 -8 -9
-15 -15 11 28 -40 50 -7 -8
-14 -15 12 29 -38 53 -6 -6
-13 -15 12 31 -37 55 -5 -5
-12 -15 13 32 -35 58 -4 -3
-12 -15 13 33 -34 60 -3 -2
-11 -15 14 34 -31 63 1 1
-11 -15 14 35 -29 65 4 3
-11 -14 13 36 -27 68 7 4
-11 -14 13 37 -25 70 10 6
-11 -14 13 38 -23 72 12 7
-10 -13 12 40 -20 74 15 9
-10 -12 12 43 -18 76 17 11
-9 -11 12 44 -16 78 19 12
-9 -10 12 46 -14 80 21 14
-9 -10 12 47 -12 81 23 15
-8 -8 12 49 -9 85 26 18
-8 -7 12 50 -6 88 29 20
-7 -6 12 51 -4 91 32 23
-7 -5 12 52 0 94 35 25
-7 -4 12 53 2 96 37 27
-6 -2 11 55 5 98 40 30
-5 1 11 57 7 100 44 32
-4 2 11 58 9 102 47 34
-3 4 11 60 11 104 50 36
-2 5 11 61 13 106 52 38
0 6 11 63 15 108 55 42
0 7 11 64 17 110 57 45
1 8 11 66 19 112 60 48
1 9 11 67 21 114 62 51
1 10 11 68 22 116 64 54
2 11 11 71 23 117 65 55
2 12 11 74 24 117 66 56
3 13 12 76 24 117 66 57
3 14 12 79 25 117 67 58
3 15 12 81 25 117 67 59
4 16 13 84 26 117 68 60
4 17 13 86 26 117 68 61
3 17 13 87 26 117 69 62
3 18 13 89 26 117 69 63
3 18 13 90 26 117 69 64
2 19 14 91 27 115 70 65
2 19 14 92 26 113 69 65
2 19 14 93 25 111 69 65
2 19 14 94 24 109 68 65
2 19 14 94 24 108 68 65
1 20 14 94 21 105 66 64
0 20 14 93 19 102 65 64
0 19 14 92 17 99 63 64
-2 19 14 91 15 96 62 64
-2 19 14 90 13 94 61 64
-3 18 14 89 10 91 59 64
-4 18 14 88 8 88 58 63
-4 17 14 87 5 85 57 63
-5 17 14 86 3 81 56 62
-5 17 14 85 1 78 55 62
-6 15 14 81 -3 74 53 60
-7 14 14 78 -6 71 51 59
-8 12 13 76 -9 68 49 57
-9 11 13 73 -12 65 47 56
-10 10 13 71 -14 62 45 55
-11 9 12 69 -17 58 40 53
-11 8 12 67 -20 55 37 51
-11 7 11 65 -22 51 33 49
-11 6 11 63 -25 47 29 47
-11 6 11 61 -27 44 26 45
-12 5 10 59 -30 40 24 43
-13 4 10 57 -32 37 22 40
-14 4 9 55 -34 35 20 38
-15 3 9 53 -36 32 18 36
-16 3 9 51 -38 30 17 34
-17 1 8 50 -40 27 14 32
-18 0 9 49 -43 25 12 30
-19 -2 9 48 -45 22 9 28
-20 -3 10 47 -47 20 7 26
-21 -4 10 47 -48 18 5 24
-22 -5 11 45 -49 17 4 23
-22 -5 10 43 -50 16 4 22
-23 -5 9 42 -51 15 3 21
-23 -5 8 39 -52 14 3 20
-23 -5 7 38 -52 13 3 20
-24 -6 6 37 -53 12 1 19
-24 -6 7 37 -54 11 0 18
-24 -7 7 36 -54 10 -2 17
-24 -7 8 36 -55 9 -3 16
-24 -7 8 36 -55 8 -4 15
-24 -9 9 35 -56 7 -5 14
-22 -10 9 34 -56 6 -6 14
-20 -11 9 34 -56 6 -6 13
-18 -12 9 33 -56 5 -7 13
-16 -13 9 33 -56 5 -7 13
-14 -14 9 32 -56 4 -9 12
-13 -13 8 31 -57 3 -10 11
-11 -13 8 30 -58 2 -11 10
-10 -12 7 29 -59 1 -12 9
-9 -12 7 28 -60 0 -13 8
-7 -11 6 27 -61 -2 -14 7
-6 -11 5 26 -61 -3 -14 6
-5 -11 5 26 -61 -3 -14 6
-4 -11 4 25 -61 -4 -14 5
-3 -11 4 25 -61 -4 -14 5
0 -12 3 24 -61 -5 -15 4
1 -12 3 23 -61 -6 -16 4
2 -12 3 23 -61 -6 -16 4
3 -12 3 22 -61 -7 -17 4
4 -12 3 22 -61 -7 -17 4
6 -13 2 21 -62 -8 -18 4
7 -13 2 20 -62 -9 -19 4
8 -13 1 19 -62 -10 -20 3
9 -13 1 18 -62 -11 -21 3
10 -13 1 18 -62 -11 -21 3
10 -13 1 17 -63 -12 -22 2
8 -13 2 18 -62 -12 -21 2
6 -13 3 19 -61 -11 -21 2
4 -13 4 20 -60 -11 -20 2
3 -13 5 20 -59 -11 -20 2
2 -12 6 21 -58 -10 -19 3
2 -12 5 20 -57 -9 -18 3
2 -13 5 20 -57 -9 -18 3
2 -13 4 19 -56 -8 -17 3
2 -13 4 19 -56 -8 -17 3
1 -14 3 18 -55 -7 -16 4
1 -14 3 18 -55 -8 -16 4
1 -13 3 18 -55 -8 -16 4
1 -13 3 18 -55 -9 -16 4
1 -13 3 18 -55 -9 -16 4
2 -12 3 17 -55 -10 -17 5
2 -12 3 17 -55 -10 -16 5
1 -12 2 17 -54 -11 -15 5
1 -12 2 17 -54 -11 -14 5
1 -12 2 17 -54 -11 -14 5
0 -12 1 16 -53 -12 -13 5
0 -12 1 16 -53 -12 -13 5
0 -12 1 16 -52 -12 -13 5
0 -12 1 16 -52 -12 -13 5
0 -12 1 16 -52 -12 -13 5
0 -13 1 16 -51 -12 -14 5
-2 -13 1 16 -50 -12 -13 5
-3 -13 1 16 -50 -12 -13 6
-4 -13 1 16 -49 -12 -12 6
-4 -13 1 16 -49 -12 -12 6
-5 -12 1 16 -48 -13 -11 7
-5 -12 1 16 -48 -13 -11 7
-5 -12 1 16 -47 -14 -12 7
-5 -12 1 16 -47 -14 -12 7
-5 -12 1 16 -47 -14 -12 7
-5 -11 2 15 -46 -15 -13 8
-5 -10 2 15 -45 -14 -12 8
-5 -9 2 14 -44 -14 -11 8
-5 -8 2 14 -43 -13 -10 8
-5 -8 2 14 -41 -13 -10 8
-5 -6 1 13 -39 -12 -9 9
-5 -5 1 13 -38 -12 -9 9
-4 -3 1 13 -36 -12 -8 9
-4 0 1 13 -34 -12 -8 9
-4 1 1 13 -33 -12 -8 9
-3 2 1 13 -31 -10 -7 10
-2 2 1 14 -30 -9 -6 10
-2 3 1 15 -28 -8 -5 10
0 3 1 16 -26 -7 -4 10
0 3 1 16 -25 -6 -3 10
1 4 2 17 -24 -5 -2 9
1 3 2 17 -24 -5 -2 8
1 3 1 17 -23 -5 -3 7
1 2 1 17 -23 -5 -3 6
1 2 1 17 -23 -5 -3 6
1 1 -3 14 -23 -7 -4 5
1 1 -5 10 -25 -9 -5 4
1 1 -7 6 -27 -11 -6 4
1 1 -10 2 -28 -13 -7 3
1 1 -12 -3 -30 -15 -7 3
0 2 -13 -4 -31 -16 -8 2
0 1 -13 -4 -31 -17 -9 1
0 0 -13 -4 -32 -18 -10 0
0 -2 -13 -4 -32 -19 -11 -2
0 -2 -13 -4 -32 -20 -11 -3
1 -3 -13 -5 -32 -21 -12 -4
1 -2 -12 -5 -31 -21 -11 -3
2 0 -12 -5 -30 -21 -11 -2
2 1 -11 -5 -28 -21 -10 0
2 1 -11 -5 -27 -21 -10 1
3 2 -10 -6 -26 -20 -9 1
3 2 -9 -7 -26 -21 -10 0
3 1 -8 -7 -26 -21 -11 -2
3 1 -7 -8 -26 -22 -12 -4
3 1 -7 -8 -26 -22 -13 -5
3 -2 -6 -9 -27 -23 -14 -6
2 -3 -6 -9 -26 -23 -15 -7
1 -5 -6 -9 -26 -24 -15 -7
0 -7 -6 -9 -25 -24 -16 -8
0 -8 -6 -9 -25 -24 -16 -8
-3 -9 -4 -9 -24 -25 -18 -10
-4 -10 -3 -9 -24 -26 -19 -12
-5 -11 -2 -9 -24 -26 -21 -14
-7 -12 0 -9 -24 -27 -23 -15
-8 -13 1 -9 -24 -27 -24 -17
-9 -14 2 -10 -24 -28 -25 -18
-9 -14 2 -10 -23 -28 -26 -19
-9 -14 2 -11 -23 -28 -26 -20
-9 -14 2 -11 -22 -28 -27 -21
-9 -14 2 -11 -22 -28 -27 -22
-10 -15 3 -12 -21 -29 -28 -23
-10 -15 4 -10 -21 -29 -28 -23
