I II V1 V2 V3 V4 V5 V6
-6 1 5 4 1 2 4 3
-6 3 4 4 -1 0 -1 2
-6 -1 3 4 -8 -6 -12 -1
-4 9 -1 1 7 14 19 11
0 15 -6 -7 2 5 12 5
3 9 -6 -7 -4 -2 -2 -2
3 9 -6 -7 -1 0 3 -1
-1 11 -7 -11 2 2 12 0
-9 0 -4 -12 -17 -17 -22 -12
-10 -1 -1 -7 -11 -9 -10 -4
-5 3 -5 -10 -7 -7 -2 -2
0 3 -7 -14 -14 -14 -12 -8
2 -3 -6 -13 -22 -19 -23 -10
0 4 -6 -11 -3 0 9 3
-1 7 -7 -14 -7 -6 4 -2
1 4 -6 -13 -12 -12 -7 -6
-2 4 -5 -10 -9 -7 0 -2
-3 8 -6 -11 -4 0 12 0
0 -2 -6 -15 -22 -20 -20 -15
-8 -5 -3 -11 -16 -13 -11 -8
-11 0 -3 -12 -9 -6 1 -3
-14 -2 -5 -16 -16 -16 -9 -8
-13 -7 -3 -16 -25 -24 -23 -12
-15 1 -3 -12 -7 -3 11 2
-17 4 -3 -11 -9 -8 3 -5
-16 1 0 -9 -12 -11 -6 -8
-17 -2 0 -9 -11 -10 -2 -9
-16 1 -1 -9 -4 -5 7 -7
-15 -6 0 -10 -20 -23 -21 -20
-18 -8 3 -8 -15 -15 -12 -11
-19 -4 1 -9 -9 -8 0 -6
-21 -5 -2 -14 -15 -15 -10 -10
-17 -8 -3 -16 -26 -26 -25 -17
-8 1 -5 -14 -9 -8 5 -5
-14 2 -6 -17 -12 -14 -3 -11
-20 -2 -2 -14 -16 -19 -14 -14
-20 -2 0 -12 -12 -14 -7 -11
-16 1 -2 -14 -7 -10 3 -9
-17 -5 0 -16 -22 -26 -26 -21
-19 -7 1 -12 -18 -19 -14 -13
-16 -2 -3 -14 -14 -14 -4 -9
-18 -2 -4 -14 -16 -17 -9 -11
-23 -7 0 -10 -21 -23 -23 -14
-17 4 -2 -8 -5 -6 7 -2
-16 5 -5 -12 -10 -14 -2 -10
-16 -1 -5 -14 -15 -21 -17 -17
-14 -1 -4 -15 -13 -19 -11 -16
-13 2 -6 -15 -7 -14 0 -13
-17 -7 -4 -13 -23 -30 -29 -23
-21 -8 0 -8 -17 -20 -17 -14
-26 -4 -1 -8 -14 -14 -5 -7
