I II V1 V2 V3 V4 V5 V6
-29 -18 10 -9 -15 -4 -9 13
-31 -19 3 -8 -16 -6 -10 12
-28 -17 2 -9 -16 -7 -11 15
-25 -24 2 -6 -13 -1 -5 28
-28 -18 -5 -8 -17 -4 -8 20
-30 -12 -5 -12 -17 -7 -11 15
-28 -12 2 -11 -18 -7 -12 14
-27 -15 2 -9 -18 -7 -11 12
-21 -3 -3 -17 -23 -13 -17 -1
-21 -10 5 -14 -19 -9 -13 10
-27 -19 8 -9 -17 -4 -7 17
-24 -19 1 -10 -17 -4 -8 15
-27 -14 4 -7 -15 -2 -6 20
-29 -22 10 2 -9 4 0 32
-29 -13 7 1 -11 1 -5 19
-33 -7 7 2 -9 -4 -12 8
-27 -5 16 15 0 0 -11 7
-28 -7 26 41 20 12 -5 5
-31 11 35 67 47 32 4 3
-21 21 47 89 79 63 33 31
-12 25 41 98 104 99 68 61
1 41 26 95 125 134 104 88
21 62 13 85 146 179 149 121
41 70 -5 77 178 241 210 175
67 98 -37 53 203 306 277 218
96 120 -68 31 231 376 345 266
138 138 -99 0 243 436 413 318
176 149 -138 -35 242 480 466 361
201 163 -170 -73 224 490 482 374
213 142 -181 -95 194 468 461 378
219 112 -191 -123 142 408 405 352
216 96 -209 -160 70 311 316 304
202 83 -217 -210 -14 201 227 253
164 57 -215 -267 -105 80 130 196
107 45 -207 -332 -213 -71 7 100
58 26 -201 -394 -328 -226 -112 9
30 2 -196 -435 -415 -334 -189 -47
15 -22 -198 -454 -459 -389 -230 -84
15 -28 -208 -459 -473 -408 -250 -113
16 -45 -206 -447 -462 -394 -244 -107
4 -62 -200 -423 -435 -368 -230 -99
-9 -61 -195 -393 -402 -341 -215 -98
-16 -54 -177 -358 -364 -310 -199 -93
-29 -54 -146 -307 -316 -267 -173 -72
-43 -40 -120 -253 -265 -224 -145 -65
-42 -27 -99 -209 -223 -193 -127 -57
-37 -25 -74 -169 -186 -163 -109 -49
-36 -23 -61 -138 -157 -140 -96 -45
-33 -8 -47 -113 -131 -118 -84 -46
-30 -14 -28 -84 -104 -94 -67 -28
-31 -27 -20 -65 -88 -76 -53 -15
-33 -30 -23 -56 -77 -66 -46 -12
-30 -24 -18 -46 -67 -54 -38 -1
-25 -28 -10 -32 -54 -40 -26 15
-25 -27 -13 -28 -49 -36 -25 8
-21 -17 -9 -22 -42 -31 -24 5
-21 -18 4 -11 -33 -22 -18 10
-23 -24 8 -4 -26 -17 -13 10
-19 -17 7 -4 -24 -17 -17 0
-19 -24 15 2 -17 -11 -14 9
-24 -35 15 8 -13 -4 -7 17
-21 -32 10 12 -8 1 -3 19
-25 -29 10 12 -6 5 -1 23
-22 -38 13 16 -2 9 4 34
-20 -31 9 17 -3 8 2 25
-17 -23 10 15 -4 5 -2 20
-14 -23 17 17 -4 6 -1 20
-12 -25 19 20 0 7 -1 17
-20 -22 18 18 0 4 -4 6
-27 -34 24 21 3 9 -1 15
-23 -39 24 25 5 13 4 22
-21 -37 17 25 6 14 4 20
-20 -33 16 24 6 14 4 22
-16 -41 16 27 7 17 10 32
-15 -38 11 23 2 13 5 21
-15 -32 13 22 3 11 2 16
-17 -33 21 25 3 13 5 18
-12 -33 22 27 5 12 4 15
-11 -25 19 22 3 7 -1 2
-14 -34 22 23 4 10 1 9
-13 -39 23 29 8 17 8 16
-16 -39 17 29 10 19 10 16
-20 -37 17 30 8 20 11 21
-19 -44 22 34 12 25 17 32
-18 -38 17 32 10 22 14 21
-13 -29 17 29 8 18 8 14
-14 -28 26 32 8 18 9 14
-19 -36 27 31 9 16 7 9
-16 -28 23 28 7 11 2 -4
-11 -31 27 30 6 13 3 2
-18 -42 26 34 9 17 9 8
-19 -38 20 35 13 19 10 6
-17 -32 20 34 11 18 10 10
-16 -39 21 37 11 22 13 18
-20 -38 15 33 8 19 10 8
-20 -32 14 30 5 14 4 -1
-17 -32 22 31 6 15 6 1
-13 -33 22 33 6 15 5 -3
-15 -25 20 33 6 11 2 -13
-14 -27 26 36 9 15 5 -6
-15 -36 25 39 11 19 10 -1
-21 -36 19 39 13 21 9 -3
-22 -32 20 39 12 21 10 0
-16 -34 23 42 13 24 13 8
-7 -28 16 40 11 20 10 0
-8 -23 14 36 9 16 4 -9
-8 -25 19 37 7 15 5 -8
-9 -27 19 37 9 15 4 -12
-8 -20 16 33 5 10 -2 -24
-6 -23 22 35 7 12 0 -17
-16 -34 23 39 13 17 5 -11
-21 -33 18 42 13 19 7 -11
-14 -26 19 41 14 22 9 -6
-13 -31 21 44 17 25 13 2
-11 -26 16 43 15 23 10 -6
-5 -15 17 40 14 19 6 -13
-7 -16 21 41 13 19 6 -12
-10 -18 21 42 14 19 5 -16
-11 -13 18 40 12 15 1 -25
-15 -18 24 42 14 16 4 -19
-13 -23 24 45 17 21 8 -12
-14 -22 20 46 19 22 10 -12
-15 -23 18 42 14 20 8 -13
-15 -31 19 46 19 24 12 -5
-10 -22 13 45 18 25 10 -11
