I II V1 V2 V3 V4 V5 V6
-4 -13 -2 -17 -22 -19 -16 -27
-1 -8 0 -16 -19 -17 -19 -21
-2 -8 -2 -16 -18 -16 -19 -12
-7 -14 -3 -18 -20 -13 -20 -14
-10 -13 -2 -17 -18 -11 -19 -25
-14 -13 0 -16 -18 -14 -24 -26
-15 -14 1 -14 -18 -16 -21 -16
-14 -16 2 -14 -18 -12 -13 -16
-14 -19 1 -14 -20 -11 -19 -18
-14 -16 1 -14 -20 -13 -24 -15
-14 -17 1 -14 -21 -15 -21 -17
-10 -16 0 -15 -21 -19 -24 -19
-9 -10 3 -12 -16 -16 -22 -24
-9 -6 4 -11 -15 -12 -16 -23
-5 -7 5 -11 -15 -10 -17 -16
-8 -8 6 -11 -16 -6 -20 -8
-10 -10 3 -12 -18 -16 -21 -10
-8 -12 1 -13 -20 -16 -23 -23
-7 -11 3 -9 -18 -12 -17 -16
-11 -15 3 -9 -17 -13 -15 -11
-11 -16 2 -10 -17 -18 -23 -21
-4 -15 1 -12 -18 -18 -24 -16
-2 -15 -1 -12 -17 -20 -24 -21
-6 -13 0 -12 -17 -14 -23 -21
-11 -9 3 -10 -15 -14 -22 -17
-9 -8 8 -6 -13 -11 -19 -9
-11 -11 6 -7 -15 -16 -18 -17
-16 -14 6 -8 -16 -13 -14 -21
-11 -13 5 -6 -16 -14 -16 -21
-14 -14 6 -3 -14 -15 -20 -19
-14 -14 5 -4 -14 -15 -17 -16
-7 -13 4 -6 -15 -12 -22 -18
-11 -17 2 -6 -14 -7 -24 -16
-12 -15 2 -8 -14 -15 -21 -16
-12 -15 4 -7 -14 -13 -17 -12
-10 -15 7 -4 -13 -15 -20 -19
-4 -13 6 -4 -13 -8 -16 -17
-4 -11 7 -2 -13 -11 -15 -16
-2 -8 9 1 -11 -10 -17 -20
-4 -10 6 -1 -13 -13 -23 -24
-18 -19 5 -4 -15 -18 -25 -22
-21 -18 6 -1 -12 -17 -19 -18
-21 -16 8 3 -7 -10 -14 -19
-15 -16 6 0 -10 -11 -22 -24
-5 -13 4 -1 -12 -14 -20 -22
0 -12 5 1 -12 -13 -15 -14
4 -12 7 3 -10 -11 -16 -13
1 -12 8 4 -11 -7 -19 -22
1 -11 8 5 -11 -11 -22 -21
-1 -13 7 5 -10 -13 -24 -13
-3 -13 8 6 -11 -15 -26 -21
-6 -14 7 6 -8 -7 -25 -25
-5 -13 8 8 -6 -8 -22 -15
-12 -21 6 7 -7 -18 -23 -20
-13 -23 5 7 -8 -17 -21 -29
-10 -19 7 10 -6 -13 -20 -23
-8 -16 8 12 -6 -9 -21 -23
-2 -9 9 13 -7 -13 -19 -22
2 -6 11 16 -4 -12 -22 -20
-3 -12 11 18 -3 -13 -21 -21
-15 -24 9 15 -5 -12 -24 -23
-7 -22 8 16 -4 -11 -20 -23
-3 -15 8 18 -3 -10 -22 -21
-11 -18 8 17 -4 -12 -21 -21
-13 -23 6 16 -6 -14 -22 -24
-9 -21 9 21 -2 -9 -22 -21
-3 -17 14 26 0 -5 -23 -18
-3 -15 14 26 0 -11 -18 -26
-5 -17 14 27 0 -15 -19 -25
-7 -20 14 29 -1 -7 -23 -22
-5 -14 15 31 1 -2 -27 -15
-4 -16 12 29 -1 -11 -27 -20
-5 -21 11 28 -1 -14 -29 -24
-6 -20 13 31 0 -11 -24 -25
