I II V1 V2 V3 V4 V5 V6
5 2 -39 -12 -14 -11 2 53
5 2 -38 -12 -14 -11 2 53
4 1 -37 -13 -14 -11 1 52
4 0 -36 -14 -15 -12 1 51
3 -2 -35 -15 -15 -12 0 50
3 -2 -34 -15 -15 -12 0 49
4 -3 -32 -15 -16 -13 -2 48
7 -3 -30 -14 -17 -13 0 49
9 -3 -28 -12 -17 -14 0 50
12 -3 -26 -11 -18 -14 1 51
14 -3 -25 -10 -18 -14 1 51
13 -4 -24 -10 -19 -16 1 50
10 -6 -25 -12 -20 -17 0 48
7 -8 -26 -14 -21 -18 -3 45
4 -10 -27 -16 -22 -19 -4 43
2 -11 -27 -17 -22 -20 -5 40
1 -12 -28 -17 -22 -20 -6 39
0 -12 -28 -15 -21 -19 -5 39
-2 -12 -28 -14 -20 -18 -4 40
-3 -12 -28 -12 -19 -17 -3 40
-4 -12 -28 -11 -18 -16 -2 40
-5 -12 -28 -10 -17 -15 0 40
-5 -12 -28 -11 -17 -15 -2 38
-4 -11 -28 -12 -17 -16 -3 37
-4 -11 -28 -13 -17 -16 -4 35
-4 -11 -28 -14 -17 -16 -4 34
-3 -9 -26 -13 -15 -16 -4 33
-2 -7 -24 -10 -12 -15 -2 33
0 -5 -21 -7 -10 -13 1 33
1 -3 -19 -4 -7 -12 3 33
2 -2 -17 0 -5 -11 4 33
3 0 -14 0 -5 -11 4 29
3 0 -12 -3 -7 -13 2 26
2 -2 -9 -4 -9 -14 0 23
2 -2 -7 -6 -11 -16 -3 20
2 -2 -5 -7 -12 -17 -5 17
0 -3 -3 -8 -13 -18 -6 16
-2 -3 0 -7 -12 -17 -5 16
-4 -4 2 -6 -11 -17 -4 17
-5 -4 4 -5 -10 -16 -3 17
-6 -4 6 -5 -10 -16 -3 17
-6 -5 6 -4 -10 -16 -2 17
-4 -5 5 -5 -11 -17 -3 15
-3 -6 3 -6 -13 -18 -4 13
0 -6 2 -7 -14 -19 -5 11
1 -6 1 -8 -15 -20 -6 10
0 -7 0 -9 -15 -21 -7 9
-4 -8 0 -10 -14 -21 -6 9
-7 -8 0 -10 -13 -20 -6 9
-10 -9 0 -11 -12 -20 -5 9
-13 -9 0 -11 -11 -20 -5 9
-15 -11 -4 -12 -10 -19 -4 9
-16 -13 -8 -12 -11 -20 -5 8
-17 -14 -12 -12 -11 -21 -6 7
-18 -16 -16 -12 -12 -22 -7 6
-19 -17 -19 -12 -12 -22 -7 6
-17 -15 -18 -8 -11 -23 -7 6
-14 -11 -15 -4 -9 -22 -6 8
-10 -7 -13 0 -7 -22 -5 10
-7 -3 -10 4 -5 -21 -4 12
-4 2 -8 7 -3 -21 -3 13
-3 1 -11 8 -4 -20 -2 16
-2 -3 -15 7 -6 -20 -2 19
0 -5 -20 6 -8 -21 -2 22
1 -8 -25 5 -10 -21 -2 25
1 -10 -29 4 -12 -21 -2 28
3 -8 -30 4 -11 -19 9 44
4 -5 -31 6 -9 -15 18 60
5 -2 -32 8 -7 -11 28 75
6 2 -33 10 -5 -8 37 92
7 5 -33 11 -3 -4 48 108
20 10 -37 19 8 6 61 129
33 14 -40 28 18 15 75 149
47 19 -44 36 28 24 89 171
61 24 -47 46 38 33 102 191
74 28 -50 54 49 43 116 212
85 32 -53 65 71 62 140 246
95 36 -55 77 94 81 164 281
105 40 -58 90 116 101 188 317
115 45 -60 101 140 121 213 352
126 49 -62 113 162 141 237 387
138 53 -61 132 206 184 269 400
150 58 -58 150 252 228 301 411
162 62 -55 169 297 273 334 423
175 66 -52 187 342 317 365 434
187 70 -49 205 387 362 397 445
159 55 -28 228 435 401 382 365
129 35 -6 252 482 440 362 278
97 17 16 274 530 479 343 190
66 -2 38 298 578 519 322 103
35 -20 60 320 626 558 303 16
16 -20 68 315 617 534 271 -7
-4 -18 75 308 603 505 239 -23
-22 -16 82 300 589 475 207 -40
-40 -14 90 293 574 445 175 -58
-59 -12 97 284 560 415 143 -74
-61 -11 97 269 517 366 113 -77
-61 -11 95 253 471 316 85 -78
-62 -12 93 236 426 266 56 -80
-62 -12 91 221 380 216 27 -81
-62 -12 89 204 335 164 -2 -82
-63 -16 87 190 297 135 -14 -81
-64 -19 86 176 260 105 -24 -78
-65 -23 85 161 223 76 -34 -75
-66 -27 84 147 186 48 -45 -73
-67 -30 82 134 149 19 -56 -70
-65 -31 81 128 130 7 -58 -66
-62 -31 81 123 113 -4 -60 -63
-58 -30 80 118 96 -14 -61 -59
-54 -30 80 114 79 -24 -63 -55
-51 -30 80 109 62 -35 -64 -52
-53 -29 77 107 58 -36 -63 -47
-56 -29 75 105 55 -35 -60 -43
-59 -29 73 103 52 -34 -57 -37
-63 -29 71 101 49 -33 -55 -33
-66 -29 69 100 46 -33 -52 -28
-65 -27 60 86 44 -31 -48 -24
-63 -22 50 70 42 -29 -45 -20
-60 -18 39 55 39 -28 -41 -16
-57 -14 29 39 37 -26 -37 -12
-55 -10 19 24 35 -25 -34 -8
-50 -10 9 15 26 -26 -33 -7
-46 -12 -2 6 17 -28 -34 -8
-40 -13 -12 -3 8 -31 -35 -9
-36 -15 -22 -12 -2 -34 -36 -10
-31 -16 -31 -21 -11 -36 -36 -11
-30 -17 -33 -19 -12 -36 -35 -9
-29 -17 -34 -15 -12 -34 -31 -6
-28 -16 -35 -11 -12 -32 -28 -3
-27 -16 -36 -8 -12 -30 -25 2
-27 -16 -36 -4 -12 -28 -22 5
-23 -15 -45 -5 -13 -28 -21 5
-18 -16 -54 -7 -15 -30 -22 4
-14 -17 -62 -9 -17 -31 -23 3
-9 -18 -71 -12 -20 -33 -24 2
-5 -19 -80 -14 -22 -34 -25 1
-7 -20 -79 -15 -22 -33 -24 3
-11 -21 -76 -15 -20 -31 -22 7
-16 -22 -73 -15 -19 -28 -19 10
-20 -23 -70 -15 -17 -25 -16 14
