I II V1 V2 V3 V4 V5 V6
-6 -5 1 -6 -14 -6 -13 -10
-6 -5 1 -6 -14 -6 -13 -10
-5 -5 1 -6 -14 -6 -13 -10
-4 -5 1 -6 -14 -6 -13 -10
-3 -5 1 -6 -14 -6 -13 -10
-2 -5 1 -6 -14 -6 -13 -10
0 -5 1 -7 -15 -6 -13 -9
0 -4 1 -7 -15 -6 -13 -9
0 -4 1 -7 -15 -6 -13 -9
0 -3 1 -7 -15 -6 -13 -9
0 -3 1 -7 -15 -6 -13 -9
-2 -2 1 -7 -14 -7 -14 -10
-3 -2 1 -7 -14 -7 -14 -10
-4 -3 1 -8 -15 -7 -15 -10
-5 -3 1 -8 -15 -7 -15 -10
-5 -3 1 -8 -15 -7 -15 -10
-6 -4 0 -9 -16 -7 -16 -9
-6 -4 0 -9 -16 -7 -15 -9
-6 -4 0 -9 -16 -7 -15 -9
-6 -4 0 -9 -16 -7 -14 -9
-6 -4 0 -9 -16 -7 -14 -9
-6 -5 0 -8 -15 -7 -13 -8
-6 -5 0 -8 -15 -7 -13 -9
-5 -5 0 -8 -15 -7 -14 -10
-5 -5 0 -8 -15 -7 -14 -11
-5 -5 0 -8 -15 -7 -14 -12
-4 -6 -2 -9 -16 -8 -15 -13
-4 -5 0 -9 -15 -8 -15 -12
-4 -5 0 -8 -15 -8 -15 -12
-4 -4 1 -8 -14 -8 -15 -11
-4 -4 1 -8 -14 -8 -15 -11
-4 -2 3 -7 -13 -7 -14 -10
-3 1 4 -6 -12 -6 -13 -9
-2 2 5 -5 -11 -5 -12 -8
0 4 6 -4 -10 -4 -11 -7
1 5 7 -3 -10 -3 -10 -7
2 7 9 -2 -9 -2 -9 -6
2 8 10 0 -9 -2 -9 -6
2 10 11 1 -9 -2 -9 -6
2 11 12 2 -9 -2 -9 -6
2 12 13 3 -9 -2 -9 -6
3 13 14 4 -8 -3 -9 -6
3 13 15 4 -8 -2 -9 -6
2 13 16 5 -7 -2 -9 -6
2 13 17 5 -7 0 -9 -6
2 13 17 5 -7 0 -9 -6
1 13 16 6 -6 1 -8 -5
2 14 14 5 -6 1 -7 -4
3 15 11 4 -5 2 -7 -3
4 16 9 3 -5 2 -6 -2
4 17 7 3 -5 2 -6 0
5 18 4 1 -4 3 -5 1
5 19 2 -2 -5 3 -5 1
5 20 0 -4 -6 2 -6 1
5 21 -3 -6 -7 2 -6 1
5 22 -5 -7 -7 2 -6 1
5 22 -6 -8 -8 1 -7 1
7 21 -6 -8 -8 1 -7 1
8 19 -6 -7 -7 1 -6 1
10 18 -6 -7 -7 1 -6 1
11 17 -6 -7 -7 1 -6 1
12 13 -6 -6 -6 2 -5 2
11 10 -6 -6 -6 2 -5 1
10 7 -6 -6 -7 2 -6 1
9 4 -6 -6 -7 2 -6 0
8 1 -6 -6 -7 2 -6 0
7 0 -6 -7 -8 1 -7 -2
7 0 -7 -8 -9 1 -7 -3
7 0 -7 -9 -9 0 -8 -3
7 0 -8 -10 -10 0 -8 -4
7 0 -8 -10 -10 0 -8 -4
6 0 -9 -11 -11 -2 -9 -5
6 -2 -9 -11 -11 -2 -10 -6
5 -3 -9 -10 -12 -3 -10 -6
5 -4 -9 -10 -12 -3 -11 -7
5 -4 -9 -10 -12 -3 -11 -7
