I II V1 V2 V3 V4 V5 V6
34 26 -19 88 65 97 60 51
30 24 -19 88 62 92 55 49
24 18 -16 87 62 89 52 47
20 19 -14 87 61 87 51 40
20 18 -15 82 55 81 44 32
17 16 -14 80 52 78 41 30
16 15 -10 79 49 75 38 31
15 11 -12 75 44 69 35 29
17 10 -11 75 42 66 31 24
19 11 -11 74 38 61 28 20
12 10 -8 75 39 60 25 19
5 10 -7 76 38 57 23 18
1 4 -6 76 38 55 19 15
5 4 -6 73 35 53 18 10
8 4 -8 69 31 50 16 7
5 -2 -9 68 29 49 13 4
3 -2 -8 68 26 47 12 7
-2 0 -5 70 25 47 12 10
0 0 -4 70 23 45 10 6
2 2 -4 68 24 42 9 6
2 0 -6 64 20 36 1 -1
0 -1 -4 65 21 34 -2 -1
0 -1 -5 68 22 34 -1 -1
-1 -4 -4 70 22 37 2 -2
-4 -4 -3 72 21 40 7 -2
-9 -4 -3 70 22 40 2 -2
-11 -8 -4 71 24 41 4 -2
-8 -8 -4 71 24 41 5 -1
-6 -8 -4 69 20 39 5 -3
-2 -5 -7 67 18 37 4 -2
-3 -4 -6 69 18 36 4 0
-6 -4 -5 69 19 36 3 -2
-4 -3 -5 71 21 37 3 -3
-5 -2 -5 71 22 37 0 -5
-3 -3 -4 69 19 34 -2 -8
0 -5 -4 66 17 32 -3 -6
-4 -9 -3 65 17 34 -3 -6
-7 -8 -2 63 14 33 -3 -6
-9 -7 -1 65 14 35 1 -1
-12 -10 -2 65 14 35 0 3
-12 -12 -4 66 14 33 -1 2
-11 -12 -4 68 15 32 -1 0
-11 -11 -4 70 17 34 0 -2
-8 -8 -3 69 19 35 0 -3
-8 -9 -3 67 17 33 0 -5
-9 -10 -5 66 16 33 -1 -6
-7 -11 -7 67 15 35 0 -8
-5 -11 -9 65 13 33 -2 -8
-7 -11 -6 66 13 31 -2 -5
-8 -13 -6 67 14 32 -2 -5
-9 -13 -5 69 14 33 -1 -6
-8 -11 -5 70 16 34 0 -3
-6 -11 -6 70 16 33 -1 -2
-3 -9 -6 69 16 32 -3 -6
-6 -9 -5 68 15 31 -6 -8
-5 -10 -5 65 13 31 -10 -10
-6 -9 -6 67 13 34 -9 -7
-13 -9 -3 71 18 37 -2 -5
-16 -8 -3 71 17 35 -1 -4
-10 -8 -4 71 15 32 -5 -5
-10 -12 -5 70 14 31 -7 -5
-8 -9 -5 71 17 32 -6 -1
-8 -10 -6 71 18 33 -5 1
-12 -10 -4 74 20 34 -3 -4
-13 -9 -1 76 21 34 -3 -4
-15 -10 -2 75 21 34 -3 -4
-14 -10 -1 75 21 35 -3 -6
-7 -6 -4 70 20 31 -5 -8
-8 -8 -4 68 20 30 -6 -7
-8 -8 -5 72 20 32 -6 -7
-9 -8 -5 75 19 30 -7 -8
-8 -8 -6 74 17 26 -10 -10
-5 -8 -5 74 17 27 -11 -10
-7 -10 -4 74 19 29 -11 -10
-10 -13 -4 74 22 32 -8 -9
-14 -12 -2 76 25 37 -3 -7
-16 -13 0 76 25 38 -3 -5
-12 -9 -4 74 23 36 -3 -7
-11 -9 -4 76 21 36 -1 -6
-11 -10 -5 76 22 37 0 -4
-12 -12 -4 78 24 38 0 -2
-9 -12 -6 77 24 35 -2 -4
-8 -9 -5 78 26 36 -4 -4
-11 -9 -4 80 30 35 -4 -8
-11 -12 -5 78 28 34 -6 -10
-9 -11 -4 77 29 35 -2 -8
-11 -11 -3 76 28 37 -1 -8
-11 -8 -4 76 25 36 -2 -7
-8 -6 -4 77 25 35 -1 -5
-11 -7 -3 76 24 34 -3 -5
-9 -5 -3 76 24 34 -4 -5
-6 -3 -3 78 26 34 -4 1
-6 -6 -5 81 27 35 -4 -2
-6 -6 -4 80 27 36 -3 -4
-12 -7 -3 78 27 36 -2 -5
-10 -9 -5 75 26 33 -4 -7
-7 -6 -4 77 25 34 -3 -7
-7 -7 -3 80 27 36 -1 -5
-10 -6 -2 84 29 40 2 -2
-8 -5 -3 82 28 38 1 -2
-8 -6 -5 81 26 36 -1 -3
-6 -3 -5 80 27 35 -2 -4
-5 -3 -6 80 27 34 -1 -4
-5 -2 -6 79 27 34 -1 -2
-8 -3 -4 81 29 36 1 1
-10 -6 -4 80 28 36 1 -1
-8 -5 -5 79 27 36 1 -4
-8 -5 -5 78 26 33 -3 -5
-11 -7 -4 80 25 32 -3 -4
-9 -4 -5 80 24 31 -3 -4
-8 -2 -6 80 23 31 -2 -1
-8 -1 -4 81 24 33 -1 -2
-6 -2 -3 81 27 33 0 -5
-7 -3 -5 78 27 33 -3 -7
-4 -2 -6 78 25 32 -1 -7
