I II V1 V2 V3 V4 V5 V6
-13 -5 4 3 -10 1 0 -21
-9 -2 6 2 -8 3 -1 -19
-5 1 6 3 -8 4 2 -17
-7 -1 4 4 -7 4 -2 -12
0 0 4 4 -8 5 -7 -17
3 2 5 2 -9 4 -8 -22
1 4 5 2 -9 4 -8 -22
-4 3 6 2 -7 5 -12 -22
2 6 7 2 -8 4 -13 -28
5 11 6 0 -10 2 -11 -25
7 12 4 0 -9 2 -12 -21
11 13 6 2 -8 1 -13 -21
6 14 10 5 -5 3 -10 -19
1 15 13 6 -4 6 -10 -11
-4 13 16 7 -2 8 -12 -15
-4 12 16 4 -4 8 -12 -21
7 18 13 -1 -7 3 -14 -20
7 19 13 0 -6 1 -15 -20
-4 20 11 2 -2 3 -13 -24
-7 29 14 7 2 8 -4 -14
-5 31 14 6 2 7 -3 -10
-3 29 12 6 1 5 -4 -12
-5 29 9 6 2 5 -2 -12
-9 30 10 6 4 7 -3 -3
-9 31 9 4 4 9 -6 -6
-8 30 2 0 -2 7 -5 -11
-5 31 -5 -5 -7 3 -6 -10
1 33 -7 -10 -10 1 -9 -12
6 30 -12 -17 -14 -4 -14 -21
11 32 -14 -19 -17 -7 -13 -15
13 28 -16 -18 -18 -10 -14 -11
11 23 -17 -16 -18 -11 -16 -12
13 24 -16 -15 -18 -11 -13 -9
15 25 -16 -15 -17 -10 -15 -3
11 22 -16 -13 -15 -10 -18 -6
8 26 -13 -10 -14 -5 -16 -6
10 28 -12 -8 -14 -4 -13 -1
5 23 -10 -7 -14 -4 -16 -3
-2 20 -5 -5 -12 -2 -14 -5
-7 17 -3 -7 -11 -2 -9 1
-2 16 -3 -9 -13 -5 -12 2
1 14 -5 -10 -16 -7 -14 1
-2 8 -6 -9 -16 -6 -12 3
-3 6 -5 -8 -15 -6 -14 8
-3 -1 -6 -11 -19 -10 -20 4
1 -1 -7 -13 -20 -10 -21 -1
4 -1 -9 -11 -21 -10 -21 -1
3 -4 -11 -10 -22 -12 -27 -4
-4 -7 -8 -13 -24 -15 -29 -9
-3 0 -3 -12 -20 -14 -23 -2
2 -2 -4 -14 -21 -15 -23 1
6 -3 -1 -12 -20 -16 -24 -1
5 -4 -1 -11 -20 -18 -22 1
-2 -7 2 -6 -19 -16 -23 6
-2 -8 5 -4 -17 -15 -26 2
-3 -10 5 -5 -20 -17 -27 -5
-2 -10 4 -6 -22 -18 -26 -4
-4 -12 4 -7 -22 -18 -28 -7
-10 -14 6 -5 -19 -16 -25 -10
-17 -12 9 -4 -18 -15 -20 -4
-16 -15 8 -8 -19 -17 -21 -2
-11 -12 8 -8 -18 -17 -21 -3
-11 -13 4 -6 -18 -17 -18 -1
-11 -15 3 -3 -19 -17 -20 5
-4 -17 3 -4 -21 -18 -25 -1
-6 -20 5 -3 -21 -18 -25 -5
-17 -19 8 -2 -20 -16 -23 -3
-18 -17 11 -5 -18 -14 -22 -3
-14 -19 11 -6 -18 -15 -24 -9
-6 -16 8 -9 -21 -17 -27 -9
-5 -18 6 -9 -23 -19 -28 -5
-13 -20 7 -4 -19 -16 -26 -2
-18 -19 10 0 -19 -14 -24 1
-10 -20 9 -4 -21 -17 -27 5
3 -20 4 -7 -23 -19 -34 -2
-1 -19 4 -5 -24 -19 -35 -7
0 -17 6 -4 -25 -18 -34 -7
-12 -20 10 -1 -22 -16 -32 -5
-22 -20 15 -2 -19 -13 -28 -8
-21 -17 16 -6 -20 -13 -24 -3
-20 -18 15 -7 -21 -15 -26 0
-20 -21 11 -5 -21 -16 -28 -2
-15 -17 11 0 -17 -14 -26 3
-17 -19 11 1 -17 -13 -26 9
-14 -22 10 1 -17 -13 -31 7
-9 -19 10 -1 -18 -15 -32 1
-8 -21 7 -2 -20 -18 -34 -5
-1 -20 9 0 -19 -17 -35 -9
-1 -18 12 3 -15 -13 -30 -12
-7 -16 15 5 -11 -7 -21 -6
-11 -16 16 6 -6 0 -17 0
-12 -14 17 7 3 9 -14 4
-11 -8 17 12 14 23 -9 8
-3 2 20 17 31 42 -2 19
4 3 20 20 48 67 5 23
16 7 16 26 69 95 23 29
24 13 17 43 101 130 50 45
31 9 16 55 127 158 76 58
33 14 13 51 118 165 110 79
34 32 -8 22 77 153 156 120
50 60 -36 -19 20 136 202 169
65 87 -59 -58 -33 125 254 215
73 111 -87 -101 -91 107 307 262
82 134 -111 -141 -153 84 346 300
81 122 -110 -155 -193 61 353 291
67 88 -95 -159 -219 34 318 235
54 61 -84 -167 -248 -11 248 169
37 37 -65 -155 -248 -34 177 107
15 10 -38 -129 -229 -45 118 51
8 -2 -34 -119 -230 -80 65 24
1 -16 -41 -118 -242 -135 13 8
-17 -26 -44 -114 -251 -197 -59 -21
-27 -27 -46 -108 -252 -234 -114 -41
-27 -37 -45 -95 -236 -229 -123 -46
-26 -45 -33 -78 -210 -203 -122 -56
-29 -43 -18 -57 -178 -174 -111 -60
-26 -39 -3 -34 -139 -137 -93 -53
-20 -34 17 -1 -92 -97 -77 -47
-20 -31 36 26 -54 -67 -62 -46
-17 -27 48 43 -29 -47 -46 -36
-14 -29 49 48 -18 -40 -41 -29
-7 -28 45 48 -12 -34 -42 -30
-3 -26 39 39 -9 -29 -39 -27
-5 -26 28 24 -11 -26 -38 -20
-12 -27 21 11 -15 -23 -42 -21
-20 -28 14 1 -19 -21 -41 -24
-26 -29 13 1 -18 -20 -38 -23
-17 -23 13 2 -16 -19 -39 -24
-8 -23 11 0 -17 -21 -39 -31
-9 -20 10 0 -14 -20 -33 -27
-11 -21 10 3 -11 -20 -32 -24
-9 -23 10 2 -10 -21 -35 -24
-7 -24 7 -2 -12 -23 -38 -27
-4 -21 11 2 -9 -20 -36 -20
-5 -23 11 1 -9 -20 -40 -25
-8 -23 11 -1 -11 -18 -39 -28
-10 -22 10 -2 -11 -18 -36 -27
-15 -29 7 -2 -12 -20 -40 -31
-16 -28 8 1 -10 -19 -38 -37
-10 -20 11 4 -7 -17 -31 -32
-15 -24 11 4 -5 -18 -31 -29
-12 -23 12 5 -4 -18 -33 -28
-12 -23 14 4 -3 -18 -31 -28
-10 -20 16 4 -1 -15 -32 -22
-12 -23 16 3 -2 -14 -37 -26
-14 -25 14 0 -5 -14 -42 -32
-12 -23 12 0 -7 -14 -42 -33
-12 -22 10 6 -5 -13 -43 -34
-11 -21 9 7 -4 -13 -41 -41
-12 -19 9 8 -2 -13 -35 -36
-14 -20 9 10 0 -12 -36 -32
-15 -21 12 11 1 -11 -38 -32
-18 -20 15 12 3 -9 -34 -29
-21 -21 15 11 4 -8 -36 -25
-18 -22 16 10 4 -6 -39 -29
-16 -19 15 9 1 -6 -41 -35
-13 -17 12 9 -2 -8 -40 -36
-12 -18 10 9 -1 -8 -41 -38
-9 -18 8 7 -2 -10 -40 -43
-8 -15 11 8 1 -8 -35 -38
-8 -17 10 8 3 -9 -34 -35
-7 -19 8 8 4 -10 -39 -39
-7 -17 13 11 6 -7 -36 -34
