I II V1 V2 V3 V4 V5 V6
-20 -21 4 -8 -18 -29 -16 -11
-20 -21 5 -6 -17 -29 -14 -11
-20 -21 3 -7 -17 -29 -15 -11
-19 -21 4 -6 -15 -28 -15 -10
-20 -21 4 -4 -15 -28 -15 -8
-20 -22 4 -4 -17 -29 -14 -8
-17 -18 5 -4 -13 -25 -12 -7
-19 -19 5 -3 -13 -25 -13 -7
-19 -19 5 -5 -14 -25 -14 -8
-19 -19 4 -5 -14 -25 -14 -9
-22 -21 5 -5 -14 -26 -15 -10
-21 -20 6 -2 -14 -26 -15 -10
-19 -18 5 -1 -12 -25 -14 -9
-22 -21 5 -1 -12 -23 -14 -8
-20 -22 5 0 -12 -23 -13 -9
-18 -21 5 0 -12 -24 -12 -9
-17 -18 5 0 -11 -22 -12 -8
-16 -17 7 2 -9 -21 -11 -7
-16 -17 7 2 -8 -22 -11 -7
-16 -16 8 4 -8 -21 -11 -7
-18 -17 7 4 -9 -20 -12 -8
-18 -19 8 7 -9 -21 -12 -7
-17 -17 7 7 -7 -20 -10 -7
-16 -18 7 8 -6 -18 -10 -6
-18 -20 8 11 -6 -17 -10 -6
-15 -17 9 12 -5 -16 -8 -5
-15 -16 9 14 -1 -14 -7 -3
-11 -16 10 16 -1 -13 -6 -1
-12 -16 9 18 1 -13 -6 -2
-8 -12 11 20 4 -11 -4 -2
3 -1 15 25 10 -5 0 3
7 2 14 27 10 -5 1 3
4 0 13 29 11 -2 2 4
4 1 12 32 15 0 4 5
4 -1 11 33 16 0 3 4
5 0 11 36 19 2 7 6
6 1 9 39 21 5 8 7
8 2 9 41 23 7 9 7
7 5 10 42 27 10 12 11
8 6 10 43 30 13 13 12
9 6 8 44 30 14 14 11
10 7 8 47 33 16 16 12
11 8 6 45 32 17 17 13
11 9 6 46 34 19 18 15
9 6 4 47 35 19 18 15
9 7 3 47 35 19 19 15
12 9 1 45 35 21 20 16
15 11 3 47 36 22 22 18
19 17 5 46 37 24 24 21
20 19 5 45 38 24 25 20
18 17 4 45 39 25 25 21
18 18 3 45 38 24 24 20
19 19 3 45 38 26 26 21
