I II V1 V2 V3 V4 V5 V6
-6 -6 0 -8 -12 -4 -3 -5
-6 -6 0 -8 -12 -4 -3 -5
-6 -6 0 -8 -12 -4 -3 -5
-5 -6 0 -8 -12 -4 -4 -5
-5 -6 0 -8 -12 -4 -4 -5
-5 -6 0 -8 -12 -4 -4 -5
-4 -5 -2 -7 -13 -5 -5 -4
-4 -6 -2 -7 -13 -5 -5 -4
-4 -6 -2 -8 -12 -5 -5 -5
-4 -7 -2 -8 -12 -5 -5 -5
-4 -7 -2 -8 -12 -5 -5 -5
-5 -8 -2 -9 -11 -5 -4 -6
-5 -8 -2 -9 -11 -5 -4 -6
-4 -8 -2 -8 -11 -5 -4 -5
-4 -8 -2 -8 -11 -5 -4 -5
-4 -8 -2 -8 -11 -5 -4 -5
-3 -7 -2 -7 -11 -6 -4 -4
-3 -7 -2 -7 -11 -6 -4 -4
-3 -7 -2 -8 -11 -6 -5 -5
-3 -7 -2 -8 -11 -6 -5 -5
-3 -7 -2 -8 -11 -6 -5 -5
-4 -7 -3 -9 -10 -6 -6 -6
-4 -7 -3 -9 -10 -6 -6 -6
-4 -7 -3 -9 -11 -6 -6 -6
-4 -7 -3 -9 -11 -6 -6 -6
-4 -7 -3 -9 -11 -6 -6 -6
-4 -7 -3 -9 -12 -6 -5 -6
-4 -7 -3 -9 -12 -6 -5 -6
-4 -8 -3 -9 -11 -6 -5 -6
-4 -8 -3 -9 -11 -6 -5 -6
-4 -8 -3 -9 -11 -6 -5 -6
-5 -9 -2 -9 -10 -5 -4 -5
-5 -9 -2 -9 -10 -5 -4 -5
-5 -9 -2 -9 -10 -5 -4 -6
-5 -9 -2 -9 -10 -5 -4 -6
-5 -9 -2 -9 -10 -5 -4 -6
-4 -9 -2 -9 -11 -6 -5 -7
-4 -9 -2 -9 -11 -6 -5 -7
-4 -8 -2 -9 -11 -6 -6 -7
-4 -8 -2 -9 -11 -6 -6 -7
-4 -8 -2 -9 -11 -6 -6 -7
-4 -7 -2 -9 -10 -6 -7 -7
-4 -7 -2 -9 -10 -6 -7 -7
-4 -7 -2 -9 -10 -6 -7 -7
-4 -7 -2 -9 -10 -6 -7 -7
-4 -7 -2 -9 -10 -6 -7 -7
-5 -8 -2 -9 -11 -7 -6 -6
-5 -8 -2 -9 -11 -7 -6 -6
-5 -8 -2 -9 -11 -7 -6 -6
-5 -8 -2 -9 -11 -7 -6 -6
-5 -8 -2 -9 -11 -7 -6 -6
-5 -9 -2 -9 -10 -6 -6 -7
-5 -9 -2 -9 -10 -6 -6 -7
-4 -8 -2 -9 -10 -6 -6 -7
-4 -8 -2 -9 -10 -6 -6 -7
-4 -8 -2 -9 -10 -6 -6 -7
-3 -7 -2 -8 -10 -6 -6 -7
-3 -7 -2 -8 -10 -6 -6 -7
-3 -7 -2 -8 -9 -6 -6 -7
-3 -7 -2 -8 -9 -6 -6 -7
-3 -7 -2 -8 -9 -6 -6 -7
-2 -6 0 -8 -8 -5 -6 -7
-2 -6 0 -7 -7 -4 -5 -7
0 -5 1 -7 -7 -4 -5 -6
0 -5 1 -6 -6 -3 -4 -6
0 -5 1 -6 -6 -3 -4 -6
1 -4 2 -5 -5 -2 -3 -5
2 -3 2 -5 -5 -2 -3 -5
3 -3 2 -5 -5 -2 -3 -5
4 -2 2 -5 -5 -2 -3 -5
4 -2 2 -5 -5 -2 -3 -5
5 1 4 -4 -3 -2 -3 -5
5 2 5 -2 -2 0 -2 -4
4 3 6 0 0 2 0 -3
4 4 7 2 1 3 1 -2
4 5 8 3 2 4 2 -2
4 6 9 4 4 5 3 0
5 6 9 5 5 6 3 1
6 7 9 5 6 7 4 1
7 7 9 6 7 8 4 2
8 7 9 6 8 8 4 2
9 8 9 7 9 9 5 3
9 7 10 8 9 9 5 3
9 7 11 9 9 9 5 3
9 6 12 10 9 9 5 3
9 6 13 11 9 9 5 3
9 5 14 12 9 9 6 3
9 5 14 12 9 9 6 3
9 4 14 12 9 9 6 2
9 4 14 12 9 9 6 2
9 4 14 12 9 9 6 2
9 2 12 10 8 9 6 1
9 1 9 6 6 7 5 1
9 0 6 3 3 5 4 1
9 -2 2 0 1 3 3 1
9 -3 -2 -4 -2 1 2 1
9 -4 -3 -6 -3 0 1 1
8 -5 -4 -7 -4 -2 0 0
7 -6 -5 -9 -5 -3 -2 -2
6 -7 -6 -10 -6 -4 -3 -3
5 -7 -7 -11 -6 -5 -3 -3
4 -8 -8 -12 -7 -6 -4 -4
4 -8 -7 -11 -7 -6 -4 -4
3 -8 -7 -10 -6 -5 -4 -4
3 -8 -6 -9 -6 -5 -4 -4
3 -8 -6 -9 -6 -5 -4 -4
2 -7 -5 -8 -5 -4 -3 -5
1 -8 -5 -9 -5 -5 -4 -6
0 -9 -6 -9 -5 -5 -4 -7
-2 -10 -6 -10 -5 -6 -5 -8
-3 -10 -6 -10 -5 -6 -5 -8
-4 -11 -7 -11 -6 -7 -6 -9
-4 -11 -7 -11 -7 -8 -6 -9
-4 -12 -8 -12 -8 -9 -7 -10
-4 -12 -8 -12 -9 -10 -7 -10
-4 -12 -8 -12 -10 -10 -7 -10
-5 -13 -9 -13 -11 -11 -8 -11
-5 -13 -9 -13 -11 -11 -8 -11
-5 -13 -9 -13 -11 -11 -9 -11
-5 -13 -9 -13 -11 -11 -9 -11
-5 -13 -9 -13 -11 -11 -9 -11
-5 -13 -9 -13 -11 -11 -10 -11
-5 -13 -8 -13 -11 -11 -10 -11
-5 -13 -8 -13 -11 -11 -10 -11
-5 -13 -7 -13 -11 -11 -10 -11
-5 -13 -7 -13 -11 -11 -10 -11
-5 -12 -6 -12 -10 -10 -10 -11
-5 -12 -6 -12 -10 -10 -10 -11
-5 -12 -7 -12 -10 -10 -10 -11
-5 -12 -7 -12 -10 -10 -10 -11
-5 -12 -7 -12 -10 -10 -10 -11
-5 -13 -8 -12 -9 -10 -10 -11
-5 -13 -7 -11 -8 -10 -10 -11
-5 -13 -6 -11 -8 -9 -9 -11
-5 -13 -5 -10 -7 -9 -9 -11
-5 -13 -5 -10 -7 -9 -9 -11
-6 -13 -4 -9 -6 -8 -8 -10
-6 -13 -4 -9 -6 -8 -8 -10
-6 -12 -4 -9 -6 -8 -9 -10
