I II V1 V2 V3 V4 V5 V6
-5 -10 4 11 5 -2 -8 -9
-5 -10 4 11 5 -2 -8 -9
-5 -10 4 11 5 -2 -8 -9
-5 -10 5 11 5 -2 -8 -9
-5 -10 5 11 5 -2 -8 -9
-5 -10 5 11 5 -2 -8 -9
-5 -9 6 11 4 -2 -9 -8
-5 -9 6 11 4 -2 -9 -8
-5 -9 6 11 4 -2 -9 -9
-5 -9 6 11 4 -2 -9 -9
-5 -9 6 11 4 -2 -9 -9
-4 -9 6 10 3 -3 -10 -10
-3 -8 7 11 4 -2 -9 -9
-3 -7 8 12 5 0 -9 -8
-2 -6 9 13 6 1 -8 -7
-2 -5 9 13 7 1 -8 -7
0 -3 10 14 8 3 -6 -6
0 0 11 15 9 4 -5 -5
1 2 12 16 10 6 -3 -4
1 4 13 17 11 7 -2 -3
1 5 13 18 12 8 0 -2
3 6 14 19 13 9 1 0
4 6 14 19 13 9 1 0
5 7 14 20 14 10 1 0
6 7 14 20 14 10 1 0
7 7 14 20 14 10 1 0
8 8 15 21 15 11 1 1
8 8 14 21 16 11 2 1
9 7 13 22 16 12 3 1
9 7 12 22 17 12 4 1
9 7 12 22 17 12 4 1
10 6 11 23 18 13 5 2
10 7 10 22 18 13 5 2
10 7 9 22 18 13 5 2
10 8 8 21 18 13 5 2
10 8 8 21 18 13 5 2
9 8 7 19 16 12 5 2
9 6 6 18 14 11 4 1
9 4 5 16 13 10 3 0
9 2 4 15 11 9 2 -2
9 1 3 14 10 8 1 -2
9 -2 2 12 8 6 -2 -3
9 -4 1 10 7 5 -4 -4
9 -5 0 9 5 3 -5 -5
9 -7 -2 7 4 2 -7 -6
9 -8 -2 6 3 1 -8 -7
8 -9 -3 5 2 0 -9 -8
6 -10 -3 5 2 0 -9 -8
4 -11 -3 5 3 -2 -10 -9
2 -12 -3 5 3 -2 -10 -9
1 -12 -3 5 3 -2 -10 -9
-2 -13 -2 6 4 -3 -11 -10
-3 -13 -2 6 4 -3 -11 -10
-5 -14 -2 6 4 -3 -11 -10
-6 -14 -2 6 4 -3 -11 -10
-7 -14 -2 6 4 -3 -11 -10
-8 -15 0 5 3 -3 -12 -11
-8 -15 0 4 3 -3 -12 -11
-8 -16 0 4 2 -4 -13 -11
-8 -16 0 3 2 -4 -13 -11
-8 -16 0 3 2 -4 -13 -11
-9 -17 0 2 1 -5 -14 -12
-9 -17 0 2 1 -5 -14 -12
-9 -17 0 2 1 -5 -14 -12
-9 -17 0 2 1 -5 -14 -12
-9 -17 0 2 1 -5 -14 -12
-8 -17 1 3 1 -6 -15 -11
-8 -17 1 3 1 -6 -15 -11
-8 -17 1 3 1 -6 -15 -11
