I II V1 V2 V3 V4 V5 V6
28 8 -11 92 75 86 53 60
31 10 -12 92 77 87 54 61
31 10 -11 90 78 90 57 62
32 13 -11 91 80 92 60 65
33 12 -10 90 80 95 64 69
33 12 -11 90 80 98 64 69
34 13 -12 90 79 99 67 72
33 13 -14 90 79 101 69 74
35 17 -15 90 79 100 68 74
37 20 -15 92 80 100 70 76
36 19 -18 91 78 98 70 74
37 18 -17 90 80 98 70 75
40 21 -17 88 81 98 71 77
39 22 -17 87 79 97 72 78
38 22 -15 85 77 99 75 81
36 20 -16 84 75 96 73 79
34 17 -16 82 72 95 73 79
34 17 -16 81 70 93 74 79
34 17 -18 79 67 92 71 79
36 20 -18 79 66 89 69 77
37 22 -17 79 65 88 69 77
36 21 -17 76 63 84 67 76
37 22 -16 73 61 81 65 73
34 23 -15 70 59 80 64 72
31 22 -14 66 54 76 60 69
30 20 -13 62 48 71 54 66
27 17 -13 60 45 67 52 64
25 18 -12 60 42 64 50 64
24 17 -11 56 38 61 47 61
22 14 -10 55 35 56 44 56
23 14 -8 55 34 55 44 56
20 13 -7 52 33 51 39 53
19 12 -5 50 32 48 37 51
18 12 -3 46 29 47 35 48
16 13 -3 41 25 44 34 47
16 12 -1 38 22 40 31 45
13 10 -2 35 18 38 28 43
10 9 -2 34 15 34 25 42
12 11 -1 32 15 31 23 39
9 8 -1 31 12 28 20 38
7 6 -1 29 11 25 19 36
8 7 -2 25 11 23 17 33
5 6 -1 22 10 20 15 31
7 7 0 20 9 21 14 30
6 7 0 16 6 20 14 30
5 5 0 14 4 18 12 29
5 5 2 13 3 17 10 28
0 4 1 12 0 14 9 27
1 2 -1 10 -1 12 6 23
1 1 -1 10 0 11 4 23
-1 -1 -2 8 -2 10 3 21
0 0 -3 5 -1 9 1 19
0 0 -3 3 -1 7 0 18
1 2 -4 0 -3 8 0 17
1 2 -3 -1 -5 9 2 19
-1 0 -3 -2 -6 8 2 19
-1 2 -2 -2 -6 9 2 20
0 3 -2 -3 -7 8 1 19
-1 1 -3 -4 -9 6 -1 18
0 -2 -3 -3 -8 4 -3 15
-2 -5 -3 -3 -9 4 -3 10
-2 -5 -4 -5 -9 3 -5 6
0 -4 -4 -5 -7 4 -5 4
-1 -3 -4 -6 -8 3 -5 3
-3 -2 -4 -8 -10 4 -5 3
-2 -1 -3 -9 -11 3 -6 3
-3 -2 -2 -7 -11 4 -3 5
-1 -2 -2 -7 -11 3 -3 3
-1 -1 -2 -7 -11 2 -5 2
-2 -2 -2 -5 -10 1 -7 1
-2 -2 -3 -5 -10 1 -7 -1
-5 -6 -4 -6 -10 -1 -9 -3
-5 -5 -3 -5 -9 1 -7 -2
-4 -4 -3 -6 -9 0 -6 -3
-4 -4 -3 -7 -10 1 -7 -4
-3 -4 -1 -5 -9 2 -7 -4
-4 -4 0 -5 -9 3 -6 -3
-3 -2 -1 -4 -9 2 -6 -5
-3 -2 -1 -3 -9 2 -7 -6
-5 -3 -1 -2 -9 -1 -9 -8
-5 -3 -1 0 -7 1 -8 -8
-3 -2 -1 -1 -6 0 -8 -9
-3 -4 0 0 -4 1 -10 -9
-4 -3 2 0 -3 2 -8 -8
-4 -3 1 0 -4 3 -6 -8
-3 -2 1 -2 -4 2 -6 -7
-1 1 0 -2 -6 2 -7 -8
-5 -2 1 0 -5 3 -7 -8
-3 -2 3 3 -5 4 -6 -7
-2 1 2 4 -5 2 -6 -8
-2 -1 1 4 -5 2 -5 -10
-1 0 1 5 -4 2 -5 -9
-1 0 1 5 -4 3 -5 -11
-2 -1 1 3 -4 3 -7 -12
-1 0 1 3 -4 5 -5 -10
-3 -2 1 2 -4 4 -5 -11
-2 1 2 3 -4 6 -5 -12
-2 0 1 4 -3 7 -3 -12
-3 -4 -1 5 -3 6 -4 -14
-2 -2 1 6 -3 5 -6 -14
-1 0 0 6 -2 5 -5 -15
0 0 0 6 -1 4 -4 -15
0 -1 1 6 -1 6 -4 -15
-1 -1 2 5 0 6 -3 -14
0 3 2 3 -2 7 -3 -17
0 2 1 2 -3 3 -5 -24
-2 -1 3 3 -4 4 -5 -31
0 -1 2 3 -3 4 -4 -35
-1 -2 1 4 -3 4 -4 -38
-2 -3 1 5 -3 3 -5 -44
0 1 1 4 -3 3 -4 -47
-1 1 0 4 -2 3 -3 -49
1 2 1 4 -1 4 -4 -49
1 0 2 3 -1 5 -4 -50
1 2 1 1 -4 5 -4 -50
3 4 1 0 -3 3 -3 -51
1 2 2 1 -4 4 -4 -53
1 2 1 1 -5 3 -4 -56
0 1 1 0 -5 3 -5 -59
-1 -3 1 1 -6 2 -4 -60
-1 -3 0 1 -5 3 -5 -60
-2 -3 0 0 -5 1 -4 -61
0 0 0 0 -6 0 -6 -61
2 2 1 0 -6 1 -4 -61
1 3 0 -3 -9 1 -7 -62
1 1 2 -3 -8 0 -7 -61
2 2 2 -3 -8 -1 -7 -60
2 2 1 -4 -9 0 -7 -60
-1 1 1 -3 -9 -1 -7 -58
-2 -2 1 -2 -9 -1 -7 -59
-2 -3 0 -3 -9 -2 -9 -61
-1 -3 -1 -3 -9 -2 -8 -62
-1 -3 0 -4 -10 -3 -9 -63
-2 -5 0 -5 -11 -3 -9 -65
-1 -3 -1 -7 -12 -2 -10 -66
-2 -3 0 -8 -12 -4 -10 -66
1 -1 1 -8 -12 -5 -10 -66
0 -1 0 -8 -13 -6 -11 -65
-3 -3 0 -7 -13 -6 -11 -63
-2 -4 -1 -6 -12 -6 -11 -62
