I II V1 V2 V3 V4 V5 V6
-12 67 -196 -300 -199 -119 -52 -7
-13 55 -172 -264 -177 -109 -50 -9
-14 42 -147 -227 -154 -98 -47 -12
-15 28 -122 -190 -132 -87 -44 -14
-16 15 -98 -153 -109 -75 -40 -17
-17 2 -73 -116 -87 -64 -37 -19
-17 0 -61 -99 -74 -56 -33 -19
-15 -2 -49 -81 -62 -48 -29 -18
-13 -4 -36 -64 -50 -40 -26 -17
-11 -5 -24 -47 -37 -32 -22 -16
-10 -6 -13 -29 -25 -25 -19 -15
-9 -7 -9 -23 -22 -24 -18 -14
-9 -8 -6 -17 -19 -23 -18 -14
-9 -9 -3 -12 -16 -23 -17 -14
-9 -10 1 -6 -13 -22 -17 -14
-9 -10 4 0 -11 -22 -17 -14
-8 -12 5 2 -9 -20 -16 -15
-8 -13 6 4 -8 -19 -15 -15
-9 -14 7 5 -6 -18 -15 -15
-9 -15 8 7 -5 -17 -14 -15
-9 -16 9 8 -4 -16 -14 -15
-10 -17 11 11 -3 -15 -13 -16
-9 -16 12 13 -3 -15 -12 -16
-8 -16 13 15 -3 -15 -12 -15
-7 -15 14 17 -3 -15 -11 -15
-7 -15 15 19 -3 -15 -11 -15
-6 -14 16 20 0 -14 -10 -14
-6 -14 16 20 1 -13 -10 -14
-6 -15 16 20 2 -13 -10 -14
-6 -15 16 20 3 -12 -10 -14
-6 -15 16 20 4 -12 -10 -14
-5 -16 16 22 5 -11 -9 -14
-4 -15 16 24 6 -11 -8 -13
-3 -14 17 26 7 -10 -7 -13
-2 -13 17 28 8 -10 -6 -12
0 -12 17 30 8 -10 -5 -12
1 -11 18 31 9 -9 -4 -11
0 -12 19 31 10 -9 -4 -11
-2 -13 19 31 10 -8 -4 -11
-3 -14 20 31 11 -8 -4 -11
-3 -14 20 31 11 -8 -4 -11
-4 -15 21 32 12 -7 -5 -12
-4 -15 22 34 12 -7 -5 -11
-3 -15 22 36 12 -6 -4 -10
-3 -15 23 38 12 -6 -4 -9
-3 -15 23 39 12 -6 -4 -9
-2 -15 24 40 13 -5 -3 -8
-2 -14 24 40 14 -5 -2 -8
-2 -14 25 40 16 -4 -2 -8
-2 -13 25 40 17 -4 0 -8
-2 -13 25 40 18 -4 0 -8
-3 -12 26 43 19 -3 1 -9
-4 -12 27 44 19 -3 1 -9
-4 -13 27 46 19 -3 1 -8
-5 -13 28 47 19 -3 1 -8
-5 -13 28 48 19 -3 1 -8
-5 -13 29 49 21 -3 2 -7
-4 -11 29 50 22 -2 2 -7
-2 -10 29 50 23 0 2 -8
0 -8 29 51 24 1 2 -8
1 -7 29 51 25 2 2 -8
2 -6 31 53 26 3 3 -9
1 -7 32 55 27 3 4 -8
0 -7 33 57 27 3 5 -7
-2 -8 34 59 28 3 6 -6
-3 -8 35 61 28 3 7 -5
-4 -9 36 62 30 4 8 -4
-3 -8 36 62 32 5 8 -4
-2 -8 37 63 33 6 9 -4
0 -7 37 63 35 7 9 -4
0 -7 37 63 36 8 9 -4
1 -6 38 66 37 9 10 -3
1 -5 39 69 37 9 11 -3
1 -4 40 72 37 9 12 -2
1 -3 42 75 37 9 13 -2
1 -3 42 77 37 9 13 -2
1 0 44 79 40 11 14 0
1 1 45 81 43 13 15 0
1 2 46 82 46 14 16 0
1 3 47 85 48 16 17 0
1 4 48 86 50 17 18 0
2 6 50 89 52 19 20 2
2 8 52 92 54 20 22 4
3 9 54 95 56 21 23 6
3 11 56 98 58 22 25 8
3 12 57 100 60 23 26 9
4 14 58 102 62 26 28 11
4 15 59 104 64 28 30 12
4 17 60 105 66 31 31 14
