I II V1 V2 V3 V4 V5 V6
7 -7 17 37 22 53 -12 8
4 -9 13 34 17 54 -14 2
9 -2 11 33 16 49 -15 -1
7 -5 11 34 18 46 -14 -4
7 -5 10 34 19 46 -13 2
7 -2 7 32 18 45 -14 6
10 5 8 34 21 50 -13 0
9 1 7 34 23 53 -10 1
12 0 7 36 24 54 -7 4
19 7 8 37 25 55 -4 7
12 3 6 35 24 54 -4 8
0 -5 3 32 23 52 -4 9
7 0 6 38 28 56 2 16
14 6 11 42 32 59 6 20
19 10 7 38 30 58 4 16
21 11 2 33 28 55 1 10
20 9 1 32 27 55 0 20
19 8 1 32 28 56 2 18
18 4 2 36 33 61 7 16
14 3 -1 30 28 61 5 18
14 0 -2 29 25 59 5 22
20 13 -4 27 25 55 5 20
29 19 -3 28 25 55 5 23
35 26 -1 27 24 54 5 23
27 15 -2 27 24 53 4 24
26 12 1 29 27 56 8 30
22 8 0 27 26 54 6 28
15 6 -2 25 24 53 4 18
20 15 -3 22 24 52 4 23
21 13 -3 22 23 53 6 20
15 3 -1 22 25 54 8 23
17 11 0 22 24 53 9 27
13 16 -2 19 22 51 6 19
8 17 -4 15 17 46 1 12
11 19 -5 14 15 43 -3 13
9 15 0 17 19 46 0 19
9 13 4 21 24 50 3 18
15 17 3 20 23 49 2 17
10 8 2 16 21 46 0 9
11 7 2 16 21 45 0 13
12 13 3 15 22 46 0 19
11 15 1 12 18 43 -3 15
6 13 1 10 16 45 -4 14
8 14 3 13 18 45 -4 13
5 10 5 14 18 42 -5 10
5 15 5 13 18 41 -5 13
3 12 5 13 19 42 -7 8
3 6 2 9 16 39 -10 5
1 3 3 9 14 39 -11 4
-2 8 2 7 13 37 -11 -3
-6 6 3 9 15 38 -8 0
-16 -3 5 9 15 38 -8 1
-13 1 7 9 15 39 -7 1
-8 4 7 8 15 37 -9 -1
-5 3 6 8 15 37 -11 -5
-9 0 3 5 12 37 -15 -6
1 8 5 7 14 36 -14 -2
-3 6 9 10 17 37 -9 6
-9 1 9 10 16 39 -9 -1
-8 -1 7 7 14 36 -11 8
-8 4 8 7 14 36 -10 11
-8 7 7 6 11 35 -10 8
-8 1 6 4 10 35 -12 -1
-12 -3 4 2 9 31 -14 0
-11 -3 7 5 12 31 -13 8
-4 -7 6 5 12 30 -13 12
0 -7 5 3 10 28 -16 1
3 1 1 -1 8 25 -19 -9
3 9 3 0 9 31 -15 -5
-4 1 1 -1 8 29 -16 -9
-8 -11 0 -3 5 25 -18 -9
-4 -9 4 1 8 28 -14 -10
3 9 4 1 8 28 -14 0
-2 3 4 0 7 26 -16 3
-1 -3 4 0 6 26 -17 6
-6 -1 6 1 8 27 -15 -1
-7 -2 8 4 11 28 -14 1
-7 0 5 1 11 28 -15 6
-8 1 5 2 10 29 -13 -4
-6 -2 6 3 11 30 -11 -7
-11 -10 5 4 11 30 -11 -1
-2 -5 4 3 9 30 -11 1
-2 8 2 1 6 28 -13 -4
-12 -2 2 -1 3 24 -17 -14
-8 -11 2 -2 3 24 -17 -6
-5 -1 5 1 7 27 -15 -2
-9 6 4 0 5 25 -17 -2
-12 -1 1 -4 4 21 -19 -15
0 5 4 0 8 26 -14 -8
-3 1 4 0 9 24 -14 -7
-2 -2 6 1 11 26 -12 1
3 6 4 0 9 24 -13 -3
-3 2 4 2 8 24 -13 -12
-13 -3 5 2 7 24 -15 -8
