I II V1 V2 V3 V4 V5 V6
-8 -28 8 -8 -26 9 -38 -52
-8 -28 7 -8 -26 7 -40 -56
-8 -26 5 -8 -26 7 -41 -58
-11 -24 5 -6 -24 10 -39 -55
-11 -24 4 -5 -22 11 -36 -53
-11 -24 2 -5 -22 11 -36 -54
-12 -24 2 -4 -21 13 -35 -54
-14 -23 1 -3 -18 13 -35 -55
-15 -23 0 -3 -18 13 -34 -55
-14 -22 -2 -3 -17 14 -33 -54
-11 -16 -2 -5 -17 16 -33 -53
-7 -11 -2 -6 -16 16 -32 -52
-4 -10 -3 -8 -18 14 -34 -54
-5 -14 -3 -9 -21 13 -35 -55
-9 -19 -3 -9 -22 12 -34 -55
-9 -22 -4 -7 -22 12 -35 -56
-5 -20 -4 -6 -21 12 -34 -55
-3 -17 -2 -4 -19 15 -32 -54
-5 -16 0 -2 -17 18 -29 -52
-6 -15 0 0 -18 19 -29 -52
0 -13 -4 -4 -20 17 -30 -54
2 -10 -4 -5 -19 18 -29 -54
-3 -11 -2 -5 -19 19 -29 -55
-5 -12 -2 -5 -19 19 -31 -56
-6 -16 -3 -6 -20 17 -32 -57
-8 -22 -5 -7 -22 15 -34 -59
-10 -24 -5 -5 -21 17 -34 -60
-5 -18 -4 -3 -17 19 -32 -59
-2 -12 -4 0 -15 20 -30 -57
-4 -12 -3 1 -14 22 -29 -56
-6 -13 -3 -2 -15 23 -29 -56
-7 -15 -5 -5 -17 20 -30 -57
-8 -19 -8 -6 -19 19 -31 -59
-6 -18 -8 -6 -20 19 -32 -60
-3 -15 -7 -5 -19 20 -32 -59
-6 -17 -8 -5 -18 20 -32 -59
-12 -20 -7 -3 -18 20 -32 -59
-9 -18 -7 -2 -18 20 -32 -60
-2 -13 -7 -2 -17 19 -32 -60
0 -13 -7 -3 -17 20 -31 -60
-4 -14 -7 0 -16 21 -30 -60
-3 -12 -7 1 -15 22 -30 -60
3 -7 -6 2 -14 23 -28 -58
5 -5 -6 3 -14 24 -27 -57
5 -5 -6 5 -13 25 -26 -56
3 -6 -7 5 -12 25 -26 -57
-3 -12 -8 4 -14 24 -28 -58
-4 -15 -11 2 -16 22 -31 -61
-4 -13 -12 2 -15 22 -30 -60
-4 -12 -11 2 -15 24 -28 -59
-6 -14 -13 -2 -17 22 -29 -60
-8 -16 -14 -3 -17 22 -29 -60
-6 -14 -15 -3 -17 22 -29 -61
-3 -12 -13 1 -16 24 -26 -59
2 -12 -15 0 -17 23 -27 -60
6 -11 -16 1 -15 23 -26 -60
5 -9 -13 4 -12 25 -25 -58
1 -9 -12 6 -11 27 -24 -57
-2 -12 -15 5 -12 26 -24 -58
0 -12 -17 2 -13 26 -24 -59
1 -8 -16 3 -11 28 -22 -58
2 -6 -17 4 -9 30 -20 -57
2 -7 -19 3 -10 29 -22 -58
-3 -12 -19 3 -12 27 -24 -61
-7 -15 -21 3 -12 25 -26 -63
-8 -14 -20 6 -9 27 -24 -62
-3 -8 -18 7 -6 31 -21 -59
4 -5 -17 8 -4 34 -18 -57
4 -5 -19 8 -4 34 -18 -57
3 -5 -22 7 -4 34 -18 -57
7 -3 -24 8 -4 34 -18 -56
10 -2 -26 9 -4 35 -17 -55
7 -6 -27 7 -5 34 -17 -56
4 -9 -27 7 -4 34 -16 -54
5 -6 -25 9 0 36 -14 -52
9 -4 -24 9 1 37 -14 -52
12 -5 -26 10 1 36 -14 -53
13 -6 -27 12 3 36 -14 -52
13 -6 -27 14 5 37 -12 -51
14 -4 -27 13 5 37 -12 -50
15 -3 -28 12 4 37 -12 -52
14 -4 -32 10 1 35 -14 -54
14 -5 -32 9 2 36 -14 -55
13 -5 -34 9 1 34 -16 -56
6 -9 -34 10 1 33 -16 -57
0 -13 -35 9 0 31 -18 -60
4 -10 -34 11 1 32 -17 -59
11 -6 -35 12 2 33 -16 -57
14 -5 -35 12 2 34 -15 -56
11 -6 -37 9 -2 33 -15 -56
9 -7 -38 9 -3 31 -16 -57
12 -5 -39 8 -4 29 -17 -58
12 -5 -39 6 -5 28 -18 -59
7 -7 -38 5 -6 27 -18 -60
4 -10 -39 6 -8 24 -20 -62
5 -12 -41 5 -10 22 -23 -65
8 -12 -41 3 -11 20 -24 -67
12 -10 -41 3 -12 20 -24 -67
13 -7 -40 3 -12 20 -23 -65
10 -6 -40 2 -12 20 -22 -65
8 -6 -40 2 -11 20 -21 -64
10 -5 -40 1 -12 19 -22 -64
13 -3 -41 0 -15 17 -23 -65
13 -2 -43 -2 -16 16 -25 -67
8 -5 -43 -2 -15 15 -25 -68
3 -8 -46 -4 -17 13 -26 -70
3 -9 -45 -3 -17 14 -25 -70
3 -9 -44 -2 -16 14 -25 -71
4 -8 -41 -4 -17 14 -25 -69
5 -5 -37 -4 -15 18 -22 -65
6 -3 -35 -4 -14 20 -21 -62
4 -3 -35 -6 -15 19 -22 -63
3 -4 -34 -7 -15 18 -22 -63
5 -5 -32 -6 -16 18 -23 -63
6 -5 -31 -6 -17 17 -25 -64
6 -5 -29 -5 -16 17 -25 -63
8 -3 -25 -3 -14 19 -24 -60
9 1 -20 1 -11 23 -22 -57
6 0 -16 1 -9 25 -21 -55
3 -3 -14 0 -9 25 -21 -55
5 0 -13 -4 -11 24 -23 -56
9 3 -10 -3 -10 25 -22 -53
9 4 -8 -3 -10 25 -22 -52
1 0 -4 0 -10 25 -23 -52
-4 -3 -2 2 -8 25 -24 -51
-3 -4 0 2 -8 24 -24 -51
-4 -7 0 -2 -11 21 -28 -55
-5 -11 2 -4 -12 20 -30 -57
-5 -10 3 -4 -11 20 -29 -55
0 -7 6 -4 -10 20 -28 -53
4 -6 7 -7 -12 18 -31 -55
1 -8 9 -10 -14 17 -33 -55
-4 -8 9 -11 -16 16 -35 -55
-5 -6 12 -9 -15 17 -34 -54
-6 -6 15 -7 -13 18 -34 -53
-10 -10 17 -6 -13 16 -36 -53
-8 -10 19 -5 -13 14 -37 -52
-5 -9 21 -4 -12 14 -37 -51
-5 -9 25 -5 -12 14 -37 -48
-5 -8 25 -7 -13 14 -37 -47
-5 -8 24 -9 -13 13 -37 -47
-9 -9 26 -8 -13 15 -35 -44
-11 -9 25 -8 -14 14 -36 -43
-7 -9 24 -9 -14 13 -37 -43
-2 -11 22 -10 -16 10 -40 -44
-2 -13 22 -12 -18 9 -43 -44
-6 -16 22 -12 -18 9 -44 -44
-11 -18 23 -10 -17 9 -44 -43
-10 -17 23 -9 -15 9 -44 -40
-6 -13 23 -9 -15 9 -44 -38
0 -8 25 -9 -13 11 -43 -35
3 -6 26 -8 -11 13 -41 -33
1 -7 25 -9 -12 12 -41 -32
-4 -10 22 -10 -15 9 -44 -34
-6 -14 21 -11 -17 7 -46 -35
-8 -18 20 -11 -17 6 -48 -36
-8 -19 21 -10 -15 7 -47 -33
-8 -17 22 -9 -14 7 -47 -32
-9 -15 22 -9 -14 7 -46 -30
-8 -12 22 -10 -15 7 -45 -29
-4 -9 21 -10 -14 8 -44 -27
-3 -9 21 -10 -14 9 -43 -25
-4 -10 18 -11 -15 8 -45 -25
-6 -11 18 -11 -14 8 -45 -24
-6 -8 20 -9 -12 9 -44 -22
-4 -5 24 -5 -8 12 -40 -17
-2 -6 24 -5 -8 12 -40 -17
-4 -11 20 -8 -10 8 -44 -19
-7 -14 19 -9 -11 8 -43 -18
-11 -13 22 -7 -9 12 -39 -14
-14 -13 22 -8 -9 13 -38 -11
-14 -14 19 -12 -11 10 -39 -12
-12 -15 17 -13 -11 9 -40 -12
-8 -11 17 -12 -11 9 -40 -11
-3 -7 17 -9 -10 9 -40 -10
-4 -9 18 -7 -8 10 -40 -9
-8 -13 17 -7 -10 9 -41 -8
-9 -13 17 -7 -9 8 -41 -7
-4 -10 17 -8 -8 8 -39 -6
-3 -9 18 -8 -7 10 -38 -4
-4 -11 17 -9 -8 9 -38 -4
-5 -10 17 -9 -7 9 -37 -3
-5 -8 17 -8 -7 10 -35 -2
-7 -9 17 -6 -6 11 -30 2
-8 -11 17 -6 -5 10 -26 3
-7 -13 16 -7 -6 10 -25 3
-5 -13 16 -7 -5 10 -24 4
-3 -9 17 -5 -4 11 -21 6
0 -4 20 -3 0 13 -17 9
-3 -4 21 -3 0 14 -15 11
-7 -7 18 -6 -3 12 -16 8
-9 -7 19 -5 -3 12 -15 9
-7 -5 19 -4 -2 12 -13 11
-8 -6 17 -6 -4 11 -14 11
-9 -10 17 -6 -3 10 -15 11
-8 -8 16 -6 -3 11 -15 13
-5 -8 15 -6 -3 11 -14 14
-4 -10 12 -9 -6 9 -15 13
-7 -13 11 -11 -7 7 -15 13
-12 -15 12 -9 -5 9 -12 17
-10 -13 12 -8 -4 10 -11 19
-5 -8 15 -6 -2 10 -9 22
0 -6 16 -5 0 12 -8 24
3 -6 16 -6 0 11 -8 25
5 -7 14 -8 -3 8 -11 24
1 -6 14 -8 -2 8 -12 24
-5 -6 14 -6 0 9 -11 25
-9 -10 13 -6 0 9 -11 27
-12 -14 11 -6 -3 7 -12 26
-11 -14 12 -6 -3 7 -11 27
-8 -11 13 -6 -2 6 -11 27
-5 -8 12 -8 -4 6 -12 27
-4 -7 10 -9 -5 5 -12 26
-8 -8 11 -8 -4 5 -11 26
-10 -10 12 -8 -3 5 -11 25
-6 -8 11 -9 -3 5 -12 24
-5 -7 12 -9 -3 5 -11 24
-12 -9 13 -9 -3 5 -11 23
-12 -11 12 -10 -3 5 -11 22
-4 -6 13 -10 -2 6 -10 24
1 -5 15 -8 1 8 -8 26
-5 -9 12 -10 -2 5 -10 24
-11 -14 10 -11 -3 3 -12 22
-13 -13 10 -11 -4 1 -13 21
-10 -10 12 -9 -4 1 -11 21
-6 -9 13 -9 -3 1 -11 21
-5 -9 12 -10 -4 0 -12 20
-4 -7 12 -9 -3 1 -13 19
-4 -6 12 -8 -3 1 -14 18
-5 -8 12 -9 -3 -2 -13 18
-5 -9 11 -10 -4 -2 -14 17
-4 -10 9 -10 -6 -3 -15 16
-4 -11 9 -12 -6 -4 -15 16
-8 -12 9 -13 -5 -5 -15 16
-12 -11 10 -11 -4 -4 -15 17
-13 -10 12 -9 -4 -4 -14 17
-12 -10 13 -9 -3 -4 -13 17
-10 -11 11 -10 -4 -4 -14 16
-4 -10 9 -11 -5 -6 -15 15
5 -6 10 -11 -5 -5 -15 16
3 -8 9 -12 -5 -5 -14 16
