I II V1 V2 V3 V4 V5 V6
-16 12 60 108 48 48 32 24
-16 12 60 108 48 48 32 24
-16 12 60 108 48 48 32 24
-16 12 60 108 48 48 32 24
-14 12 58 111 50 51 34 27
-14 12 58 112 50 54 34 28
-14 12 58 113 50 57 34 29
-14 12 58 114 50 60 34 30
-13 14 59 116 52 56 35 32
-12 16 60 118 54 54 36 32
-11 18 61 120 56 52 37 32
-10 20 62 122 58 50 38 32
-10 20 65 129 64 60 42 33
-10 20 66 134 68 70 44 34
-10 20 67 139 72 80 46 35
-10 20 68 144 76 90 48 36
-6 20 65 140 73 83 43 36
-4 20 62 136 70 76 40 36
-2 20 59 132 67 69 37 36
0 20 56 128 64 62 34 36
5 23 59 135 69 69 38 37
10 24 60 140 74 74 40 38
15 25 61 145 79 79 42 39
20 26 62 150 84 84 44 40
24 29 59 150 86 88 44 42
26 30 58 150 86 90 44 42
28 31 57 150 86 92 44 42
30 32 56 150 86 94 44 42
34 34 56 152 87 90 46 43
36 34 56 152 88 88 46 44
38 34 56 152 89 86 46 45
40 34 56 152 90 84 46 46
40 37 54 156 94 92 50 47
40 38 54 158 96 100 52 48
40 39 54 160 98 108 54 49
40 40 54 162 100 116 56 50
40 38 50 155 95 107 51 48
40 36 48 150 90 100 48 48
40 34 46 145 85 93 45 48
40 32 44 140 80 86 42 48
43 34 47 144 83 90 45 49
44 36 48 146 86 94 48 50
45 38 49 148 89 98 51 51
46 40 50 150 92 102 54 52
44 40 48 145 88 104 53 52
44 40 46 142 86 104 52 52
44 40 44 139 84 104 51 52
44 40 42 136 82 104 50 52
42 38 39 129 78 95 47 49
42 38 38 124 74 88 44 48
42 38 37 119 70 81 41 47
42 38 36 114 66 74 38 46
41 37 38 112 63 78 37 45
40 36 38 110 62 82 36 44
39 35 38 108 61 86 35 43
38 34 38 106 60 90 34 42
37 32 34 95 50 77 27 39
36 30 30 86 42 66 22 36
35 28 26 77 34 55 17 33
34 26 22 68 26 44 12 30
32 28 24 65 26 46 12 28
32 28 24 64 26 46 12 26
32 28 24 63 26 46 12 24
32 28 24 62 26 46 12 22
29 25 21 57 21 42 8 20
28 24 20 52 16 40 6 18
27 23 19 47 11 38 4 16
26 22 18 42 6 36 2 14
24 20 15 36 1 28 1 11
24 20 14 32 -2 22 0 10
24 20 13 28 -5 16 -1 9
24 20 12 24 -8 10 -2 8
21 16 10 22 -10 14 -5 5
20 14 10 22 -10 18 -6 4
19 12 10 22 -10 22 -7 3
18 10 10 22 -10 26 -8 2
21 11 6 16 -17 17 -13 -1
22 12 4 10 -22 8 -16 -2
23 13 2 4 -27 -1 -19 -3
24 14 0 -2 -32 -10 -22 -4
22 13 2 2 -29 -5 -19 -4
20 12 4 4 -26 -2 -18 -4
18 11 6 6 -23 1 -17 -4
16 10 8 8 -20 4 -16 -4
14 6 5 6 -24 4 -19 -5
14 4 4 4 -26 4 -20 -6
14 2 3 2 -28 4 -21 -7
14 0 2 0 -30 4 -22 -8
16 2 0 -2 -33 -2 -24 -8
16 4 0 -4 -34 -6 -24 -8
16 6 0 -6 -35 -10 -24 -8
16 8 0 -8 -36 -14 -24 -8
15 6 2 -4 -35 -8 -22 -10
14 6 2 -2 -34 -2 -22 -10
13 6 2 0 -33 4 -22 -10
12 6 2 2 -32 10 -22 -10
14 5 -2 -5 -38 1 -27 -10
14 4 -4 -10 -42 -8 -30 -10
