I II V1 V2 V3 V4 V5 V6
1 -24 -14 -4 4 -9 -14 -13
1 -24 -14 -4 3 -9 -14 -13
2 -23 -15 -4 2 -9 -14 -12
3 -22 -16 -4 1 -9 -14 -11
4 -21 -17 -4 0 -9 -14 -10
5 -21 -17 -4 -2 -9 -14 -10
6 -20 -18 -4 1 -8 -12 -9
6 -20 -18 -3 4 -5 -11 -9
6 -20 -17 -2 8 -2 -10 -9
6 -20 -17 0 11 2 -9 -9
6 -20 -17 0 14 5 -8 -9
6 -19 -16 1 15 8 -6 -7
5 -19 -16 2 16 10 -5 -6
4 -19 -16 3 16 13 -4 -5
3 -19 -16 4 17 15 -3 -4
3 -19 -16 4 17 17 -2 -3
2 -18 -17 6 19 19 1 -2
2 -18 -17 8 21 20 3 0
2 -18 -17 10 23 21 5 0
2 -18 -17 12 25 22 7 1
2 -18 -17 14 27 23 8 1
2 -17 -18 15 29 25 10 2
3 -16 -18 16 31 27 11 3
4 -16 -19 17 33 29 13 3
5 -15 -19 18 35 31 14 4
6 -15 -19 19 37 33 15 4
7 -13 -20 21 39 35 17 5
7 -12 -20 23 42 37 19 6
7 -11 -21 24 44 39 21 7
7 -10 -21 26 46 42 23 8
7 -9 -21 27 47 44 24 9
7 -8 -22 28 50 47 26 10
8 -7 -23 29 52 50 28 11
9 -6 -24 30 55 52 29 12
10 -5 -25 31 57 55 31 13
11 -4 -25 32 59 57 32 14
12 -3 -26 36 63 61 35 15
13 -2 -26 40 67 65 37 16
13 0 -27 44 71 68 39 16
14 1 -27 48 75 72 42 17
14 1 -27 51 78 75 44 17
16 4 -28 53 81 80 47 19
17 6 -29 54 85 85 50 21
18 8 -30 55 88 90 53 23
19 10 -31 56 91 94 56 25
20 12 -31 57 94 98 58 26
22 13 -32 60 98 102 62 29
24 14 -33 62 102 106 66 31
26 15 -34 64 105 110 69 34
28 16 -35 66 109 114 73 36
30 17 -36 68 112 118 76 38
30 20 -37 72 119 126 81 42
29 22 -38 76 126 133 87 45
27 24 -38 80 133 140 92 48
26 26 -39 85 140 147 97 51
25 28 -39 89 146 154 102 54
24 29 -40 93 149 156 105 56
25 29 -41 96 152 158 107 57
26 30 -43 99 154 160 109 58
27 30 -44 102 157 162 111 59
28 30 -45 105 159 164 113 60
29 32 -46 107 161 169 116 62
30 33 -47 108 163 173 119 63
30 35 -47 109 165 177 121 65
31 36 -48 110 168 181 125 66
31 37 -48 111 169 184 127 67
32 38 -49 113 170 185 128 68
33 39 -49 115 171 185 129 69
34 40 -50 116 172 185 130 70
35 42 -50 118 173 185 131 71
36 42 -50 119 173 185 131 71
37 43 -51 120 174 185 132 72
38 44 -51 120 173 184 132 72
38 45 -50 119 173 183 132 73
39 46 -50 119 172 182 132 73
39 46 -50 119 172 182 132 73
39 47 -47 117 167 176 129 73
38 47 -45 116 162 171 126 71
36 46 -41 114 157 164 121 69
35 46 -39 113 152 158 117 67
34 46 -37 112 148 153 114 65
33 43 -34 107 140 144 108 61
32 40 -31 102 133 136 102 57
31 38 -28 97 125 127 96 53
30 36 -25 92 117 118 91 50
29 34 -22 87 109 109 85 46
27 32 -18 80 101 101 77 42
26 30 -14 75 94 92 71 37
24 28 -10 70 86 84 64 33
23 26 -6 64 78 74 58 29
22 25 -2 59 70 66 51 25
19 22 2 54 64 59 47 22
15 20 5 50 58 53 42 20
12 17 7 45 53 46 37 18
9 15 10 39 47 39 33 16
6 13 12 35 40 32 29 14
5 10 13 30 34 26 24 10
4 7 13 25 29 20 20 7
