I II V1 V2 V3 V4 V5 V6
31 42 1 19 34 32 37 42
31 42 1 19 34 32 37 42
30 42 1 19 33 31 36 40
29 40 2 19 33 31 36 39
28 40 2 19 32 30 35 38
28 40 2 19 32 30 35 38
26 38 3 19 30 28 33 35
24 37 4 18 29 26 31 33
23 35 5 17 27 25 29 31
21 34 6 16 26 23 27 29
20 33 6 15 25 22 25 27
17 30 7 13 22 19 22 24
15 28 6 12 20 16 19 22
12 25 5 11 17 14 17 20
10 23 4 10 15 11 14 18
8 21 4 9 13 9 12 16
7 20 3 8 12 8 11 15
7 21 3 8 11 7 10 14
7 22 4 7 11 6 10 13
7 23 4 7 10 5 9 12
7 24 4 7 10 5 9 12
6 21 5 5 7 2 7 9
4 17 4 4 5 0 5 7
2 12 4 3 3 -3 3 4
0 8 3 2 1 -5 1 2
-3 4 3 1 -2 -7 0 0
-4 3 2 0 -3 -8 -2 -2
-5 2 2 0 -3 -8 -3 -2
-5 1 2 0 -3 -8 -3 -2
-6 0 2 0 -3 -8 -4 -2
-6 0 2 0 -3 -8 -4 -2
-7 -2 1 -2 -4 -9 -5 -2
-7 0 1 -3 -4 -9 -6 -3
-7 1 1 -4 -4 -10 -7 -3
-7 2 1 -5 -4 -10 -8 -4
-7 3 1 -6 -4 -10 -9 -4
-7 4 1 -7 -5 -11 -10 -5
-8 4 1 -7 -6 -12 -10 -6
-9 3 0 -7 -6 -12 -10 -6
-10 3 0 -7 -7 -13 -10 -7
-10 3 0 -7 -7 -13 -10 -7
-11 2 -2 -8 -8 -14 -10 -8
-10 3 -2 -8 -8 -14 -10 -8
-9 3 -2 -8 -8 -14 -10 -7
-8 4 -2 -8 -8 -14 -10 -7
-7 4 -2 -8 -8 -14 -10 -7
-7 4 0 -7 -7 -14 -10 -6
-8 3 -2 -8 -8 -15 -11 -7
-10 1 -3 -8 -8 -15 -12 -7
-11 0 -4 -9 -9 -16 -13 -8
-12 -2 -4 -9 -9 -16 -13 -8
-12 -2 -5 -10 -10 -17 -14 -9
-10 1 -4 -9 -9 -16 -13 -8
-8 3 -3 -9 -8 -15 -13 -8
-6 5 -2 -8 -7 -14 -12 -7
-5 6 0 -8 -6 -13 -12 -7
-5 6 1 -7 -6 -12 -11 -6
-7 5 0 -8 -7 -13 -12 -7
-8 4 0 -8 -9 -14 -12 -8
-10 3 -2 -9 -10 -15 -13 -9
