I II V1 V2 V3 V4 V5 V6
4 8 6 32 31 33 28 -123
4 8 7 31 31 32 27 -124
4 9 5 29 28 28 24 -128
2 8 5 27 26 27 23 -129
-1 6 8 27 26 25 23 -127
1 6 6 25 23 22 20 -129
1 3 6 24 20 19 18 -130
3 3 8 25 20 21 18 -130
3 3 9 25 21 21 18 -129
1 3 8 23 19 20 18 -131
1 4 8 22 18 20 17 -131
1 1 7 20 16 18 15 -133
1 1 7 21 16 17 15 -132
4 3 6 19 13 16 12 -133
3 2 7 18 13 14 11 -133
1 4 7 18 13 13 12 -134
0 1 8 18 11 12 11 -135
0 1 9 17 10 12 10 -137
2 2 8 17 10 11 9 -139
0 -2 7 16 9 11 8 -140
-1 -3 7 16 9 12 8 -138
-2 -1 8 17 10 13 11 -136
-4 2 7 17 11 12 11 -136
-1 2 8 18 11 13 11 -136
-2 2 11 19 12 14 12 -133
-5 4 10 19 12 13 12 -134
0 2 9 18 9 12 10 -135
-1 0 8 16 9 11 10 -136
0 0 9 18 10 12 12 -136
-1 -1 8 17 10 12 13 -136
-5 -4 9 17 11 13 13 -135
-4 0 7 16 11 12 12 -136
-4 4 8 18 12 13 13 -134
0 6 6 16 9 12 11 -135
2 7 8 17 10 12 10 -135
0 6 8 18 10 12 10 -135
0 6 10 18 11 13 10 -134
1 8 10 19 11 14 11 -133
0 5 9 19 12 14 12 -134
1 5 9 19 12 14 14 -133
-2 4 8 18 12 14 13 -133
-4 5 7 17 12 13 12 -134
-5 6 7 17 12 14 13 -133
-2 8 8 16 11 15 13 -132
1 11 8 19 13 16 14 -131
1 12 8 17 11 14 13 -132
-1 9 9 18 11 13 13 -130
2 9 10 18 11 15 13 -130
2 11 8 18 11 13 12 -131
1 8 9 18 10 14 13 -132
2 7 8 17 10 14 14 -132
-1 5 6 16 9 14 11 -134
-1 5 7 15 10 13 12 -133
0 8 6 14 8 12 11 -134
-3 6 5 14 8 12 12 -133
-1 6 7 16 9 14 14 -131
0 10 7 15 9 13 14 -132
0 10 7 16 9 15 14 -132
3 11 8 17 11 15 15 -130
3 7 7 16 9 14 15 -131
3 7 7 15 9 13 14 -132
2 6 6 14 7 12 12 -133
1 5 6 13 7 11 13 -131
0 7 6 12 6 12 14 -130
-2 8 7 12 7 12 12 -130
-2 6 6 12 6 11 11 -132
-1 7 8 13 6 12 12 -129
-3 6 8 13 7 13 13 -129
-1 8 8 12 6 11 12 -130
0 8 7 11 4 11 11 -132
1 7 6 9 2 9 9 -132
4 8 6 10 3 10 10 -132
1 8 7 9 4 10 11 -129
2 5 5 6 0 8 10 -130
2 6 5 6 0 7 10 -128
-2 4 6 6 0 8 12 -128
-3 5 7 6 0 8 13 -127
-1 6 4 5 -2 6 10 -129
-2 4 5 6 -1 5 10 -128
-1 4 6 7 0 7 11 -127
-1 5 6 5 -3 5 9 -129
0 7 5 6 -2 5 9 -128
-2 6 7 6 -1 5 9 -128
-3 5 6 4 -3 5 8 -128
