I II V1 V2 V3 V4 V5 V6
11 7 21 56 20 17 5 -16
11 7 21 54 20 17 5 -17
11 6 20 51 19 16 4 -18
11 5 19 48 18 15 4 -19
11 4 18 45 17 14 3 -20
11 4 17 43 16 14 3 -21
10 3 16 40 14 13 2 -23
9 2 15 38 12 12 1 -24
7 1 15 36 11 11 0 -25
6 0 14 34 9 10 -2 -26
5 0 14 33 8 9 -3 -27
4 -2 13 31 7 8 -4 -28
4 -2 13 29 7 7 -5 -28
4 -2 12 27 6 7 -6 -28
4 -2 12 25 6 6 -7 -28
4 -2 12 24 6 6 -7 -28
3 -2 11 22 4 4 -8 -30
3 -3 10 21 3 3 -9 -31
4 -3 10 20 1 2 -10 -32
4 -4 9 19 0 1 -11 -33
4 -4 9 18 -2 0 -11 -34
5 -5 8 16 -3 -2 -12 -35
5 -5 7 15 -3 -2 -12 -35
5 -6 7 14 -3 -2 -12 -36
5 -6 6 13 -3 -2 -12 -36
5 -6 6 12 -3 -2 -12 -36
4 -7 5 11 -2 0 -12 -37
5 -7 5 11 -3 0 -12 -37
6 -7 5 11 -4 -2 -12 -37
7 -7 5 11 -5 -2 -12 -37
7 -7 5 11 -5 -2 -12 -37
8 -7 5 10 -6 -3 -13 -37
7 -7 4 10 -6 -3 -14 -38
6 -7 4 9 -6 -3 -14 -39
5 -7 3 9 -6 -3 -15 -40
5 -7 3 9 -6 -3 -15 -40
4 -7 2 8 -6 -3 -16 -41
4 -7 2 8 -6 -3 -16 -41
4 -7 2 8 -7 -3 -16 -41
4 -7 2 8 -7 -3 -16 -41
4 -7 2 8 -7 -3 -16 -41
4 -7 2 7 -8 -4 -16 -40
4 -7 2 7 -8 -4 -16 -41
4 -7 2 6 -8 -5 -17 -41
4 -7 2 6 -8 -5 -17 -43
4 -7 2 6 -8 -5 -17 -43
5 -8 1 5 -8 -6 -18 -44
5 -8 2 5 -8 -5 -18 -43
5 -8 2 5 -7 -4 -17 -41
5 -8 3 5 -7 -3 -17 -40
5 -8 3 5 -7 -3 -17 -40
4 -8 4 6 -6 -2 -16 -39
3 -8 4 6 -6 -2 -16 -40
