I II V1 V2 V3 V4 V5 V6
-2 -71 -8 -33 -55 -43 1 8
-9 -67 -1 -32 -49 -40 3 9
1 -94 -21 -50 -77 -65 -19 -3
9 -94 -18 -47 -69 -54 -8 2
11 -89 -16 -45 -67 -55 -9 2
5 -88 -16 -44 -70 -60 -13 0
-10 -90 -16 -47 -73 -60 -13 2
-19 -66 5 -34 -49 -35 9 13
-15 -78 2 -39 -56 -46 -1 9
-13 -89 1 -43 -63 -48 -1 9
-16 -88 5 -38 -54 -41 3 13
-17 -83 10 -35 -53 -43 3 13
-18 -105 -7 -44 -74 -67 -16 2
-14 -97 0 -37 -59 -55 -6 7
-13 -86 -2 -40 -61 -60 -10 3
-7 -94 -3 -42 -61 -67 -16 -2
0 -106 -5 -42 -64 -67 -17 -2
-4 -84 12 -34 -48 -51 -1 7
-5 -86 7 -42 -57 -67 -13 1
-9 -100 5 -44 -62 -70 -13 0
-9 -104 8 -41 -64 -65 -9 5
-9 -97 14 -38 -62 -64 -9 6
-7 -118 -3 -50 -83 -85 -25 -3
-5 -111 3 -44 -67 -71 -13 3
-2 -104 5 -46 -66 -72 -14 2
-2 -104 2 -48 -73 -80 -19 -2
-6 -107 0 -43 -73 -77 -16 0
-13 -84 19 -28 -49 -53 5 13
-12 -90 14 -34 -59 -66 -9 5
-9 -97 14 -32 -58 -66 -7 4
-16 -96 17 -26 -55 -59 -1 9
-14 -90 24 -20 -48 -55 0 9
-2 -115 6 -30 -68 -79 -22 -2
-3 -107 13 -23 -58 -68 -13 3
-3 -101 15 -22 -54 -67 -14 2
-7 -100 14 -25 -58 -72 -18 -1
-8 -101 11 -27 -60 -70 -16 1
-11 -80 30 -13 -36 -44 6 14
-13 -88 23 -18 -52 -56 -5 6
-7 -96 20 -18 -57 -55 -5 6
-11 -94 23 -14 -50 -50 2 12
-11 -90 25 -15 -47 -49 0 10
-5 -112 7 -28 -72 -71 -18 -2
-10 -108 14 -22 -60 -56 -5 7
-17 -102 17 -13 -49 -52 1 10
-10 -102 13 -13 -53 -57 -5 7
-8 -111 7 -18 -62 -57 -6 5
-11 -86 23 -5 -39 -35 12 16
-14 -92 16 -10 -49 -50 1 10
-18 -99 16 -8 -47 -48 2 14
-17 -93 20 -6 -44 -44 8 14
-9 -85 21 -9 -46 -48 4 12
1 -112 -1 -23 -70 -71 -17 -1
-4 -109 7 -16 -55 -55 -3 8
-9 -107 8 -15 -53 -57 -4 7
-8 -107 5 -15 -58 -63 -10 4
-7 -113 1 -17 -60 -63 -10 5
-9 -89 16 -7 -34 -45 6 12
-4 -89 7 -14 -51 -61 -7 3
3 -96 3 -21 -60 -64 -10 2
4 -97 6 -18 -51 -59 -6 4
3 -93 11 -16 -49 -60 -5 5
-8 -118 -3 -23 -72 -79 -18 -1
-23 -111 5 -13 -57 -60 -2 11
-26 -107 4 -18 -56 -59 -1 11
-20 -107 -4 -25 -62 -67 -8 5
-10 -114 -10 -23 -63 -67 -8 4
-10 -96 6 -10 -46 -48 7 10
-12 -103 -1 -13 -61 -64 -7 0
-12 -109 -2 -9 -60 -64 -7 2
-22 -107 7 -1 -47 -54 4 9
-16 -98 11 -4 -47 -55 -1 7
-6 -123 -9 -22 -73 -81 -24 -6
-8 -116 -2 -19 -65 -70 -13 0
-7 -110 -3 -24 -68 -72 -14 -1
-11 -116 -4 -26 -74 -74 -16 -3
-22 -124 -1 -19 -70 -67 -13 1
-25 -99 18 -10 -48 -45 5 12
-21 -109 9 -17 -61 -60 -8 3
-11 -119 7 -17 -68 -60 -9 1
-9 -109 6 -22 -70 -56 -8 -1
-14 -89 8 -28 -70 -58 -12 -6
-14 -101 -15 -37 -93 -78 -30 -18
-17 -88 -14 -33 -85 -69 -22 -14
-9 -77 -15 -36 -84 -73 -24 -18
-10 -75 -19 -40 -84 -80 -32 -22
-6 -72 -27 -48 -92 -85 -35 -26
-3 -47 -10 -38 -78 -68 -20 -18
-8 -54 -16 -45 -91 -82 -32 -26
-13 -59 -16 -41 -90 -82 -34 -24
-13 -57 -11 -37 -83 -76 -27 -20
-18 -49 -9 -40 -80 -76 -29 -22
-21 -66 -24 -52 -95 -91 -42 -28
-24 -60 -15 -42 -85 -74 -28 -19
-22 -52 -17 -45 -87 -79 -31 -23
-16 -48 -24 -45 -91 -86 -38 -28
-13 -51 -28 -50 -95 -86 -37 -29
-18 -24 -13 -44 -79 -67 -22 -22
-22 -28 -18 -48 -88 -82 -33 -29
-17 -35 -21 -48 -89 -82 -33 -28
-14 -30 -17 -45 -84 -78 -28 -24
-18 -26 -11 -44 -81 -78 -27 -24
-15 -48 -30 -57 -105 -101 -45 -33
-9 -34 -28 -53 -92 -86 -34 -26
-5 -25 -29 -54 -90 -85 -33 -28
-8 -27 -33 -56 -96 -89 -39 -32
-14 -32 -33 -51 -89 -84 -34 -27
-19 -10 -16 -43 -65 -66 -18 -17
-18 -16 -23 -52 -83 -83 -31 -26
-15 -21 -25 -53 -90 -85 -34 -27
-17 -19 -20 -50 -86 -78 -28 -22
-15 -11 -16 -50 -82 -76 -28 -24
-12 -34 -33 -60 -102 -97 -47 -35
-7 -24 -27 -54 -91 -85 -37 -31
-7 -15 -25 -54 -87 -83 -36 -31
-15 -20 -27 -53 -86 -84 -37 -34
-16 -24 -28 -50 -86 -77 -33 -29
-20 3 -13 -43 -66 -59 -18 -22
-14 -4 -23 -51 -83 -77 -34 -33
-12 -9 -26 -49 -80 -76 -34 -32
-22 -10 -19 -42 -66 -67 -26 -27
-31 -6 -15 -40 -67 -66 -24 -24
-24 -29 -32 -53 -89 -86 -40 -33
-17 -22 -31 -50 -83 -75 -33 -30
-8 -13 -32 -53 -85 -76 -34 -32
2 -11 -39 -57 -90 -79 -43 -37
1 -20 -42 -56 -87 -77 -43 -38
-10 2 -20 -41 -69 -54 -24 -27
-20 -5 -25 -48 -78 -69 -36 -34
-19 -9 -28 -50 -73 -70 -36 -34
-14 -5 -27 -50 -74 -66 -32 -34
-14 -1 -27 -50 -78 -68 -33 -39
-6 -27 -49 -60 -97 -86 -50 -47
-14 -21 -43 -55 -83 -69 -34 -36
-34 -13 -39 -57 -79 -63 -31 -33
-40 -15 -43 -61 -86 -67 -38 -37
-33 -20 -49 -60 -90 -66 -37 -37
-29 0 -39 -52 -71 -50 -24 -31
-24 -8 -47 -56 -84 -63 -37 -40
-19 -16 -47 -54 -80 -60 -36 -38
-14 -11 -43 -53 -77 -55 -32 -37
-17 -7 -39 -54 -74 -55 -35 -39
-18 -34 -57 -65 -89 -71 -50 -47
-18 -30 -50 -58 -81 -54 -36 -38
-21 -24 -51 -62 -80 -54 -39 -40
-14 -26 -59 -71 -85 -65 -49 -49
-6 -30 -63 -74 -91 -66 -51 -51
-17 -5 -46 -64 -74 -48 -34 -42
-35 -10 -46 -63 -76 -55 -40 -44
-39 -18 -45 -60 -74 -52 -35 -40
-37 -16 -40 -56 -71 -45 -30 -36
-33 -14 -36 -57 -69 -45 -31 -36
-31 -36 -52 -67 -86 -64 -47 -44
-23 -21 -47 -61 -77 -55 -39 -41
-19 -16 -47 -62 -79 -56 -41 -43
-14 -23 -50 -67 -86 -66 -49 -49
-13 -27 -50 -65 -81 -62 -45 -47
-22 -2 -32 -58 -63 -43 -28 -38
-29 -12 -37 -62 -73 -54 -38 -44
-25 -22 -36 -58 -69 -52 -36 -42
-20 -20 -34 -56 -65 -48 -33 -41
-24 -12 -31 -55 -63 -46 -31 -40
-23 -32 -42 -59 -69 -61 -44 -45
-24 -24 -35 -54 -60 -47 -31 -39
-26 -17 -34 -55 -60 -49 -31 -40
-26 -20 -40 -59 -67 -58 -39 -45
-27 -23 -40 -57 -66 -55 -36 -43
-27 1 -23 -45 -47 -36 -21 -34
-23 -11 -32 -54 -59 -54 -36 -43
-14 -13 -33 -56 -63 -57 -38 -44
-21 -11 -24 -50 -48 -44 -25 -35
-36 -9 -16 -47 -44 -39 -19 -30
-38 -31 -29 -51 -58 -52 -32 -36
-41 -22 -19 -41 -44 -34 -15 -26
-36 -16 -19 -43 -44 -37 -20 -30
-20 -17 -27 -49 -50 -49 -31 -38
-11 -17 -31 -52 -53 -47 -33 -39
-23 5 -10 -44 -31 -28 -13 -27
-30 -6 -14 -49 -42 -41 -21 -33
-25 -12 -15 -45 -45 -38 -21 -32
-15 -6 -10 -38 -39 -32 -16 -31
-13 -5 -10 -37 -41 -33 -19 -35
-21 -29 -26 -46 -58 -48 -33 -40
-33 -19 -12 -35 -34 -27 -15 -26
-29 -15 -14 -39 -37 -30 -17 -29
-25 -16 -21 -44 -43 -37 -25 -33
-23 -19 -23 -42 -42 -34 -22 -31
-26 0 -8 -30 -25 -20 -9 -24
-29 -7 -13 -35 -34 -33 -20 -32
-30 -17 -13 -37 -35 -34 -21 -32
-34 -14 -7 -36 -24 -26 -14 -26
-30 -6 -9 -38 -25 -29 -20 -28
-29 -28 -27 -43 -33 -44 -36 -35
-32 -14 -15 -26 -9 -22 -20 -21
-29 -4 -14 -14 5 -13 -13 -17
-16 -2 -23 1 20 -1 -7 -13
1 4 -30 22 45 23 10 -3
1 34 -16 58 89 69 52 24
2 27 -24 91 118 107 90 52
12 25 -24 128 167 166 151 95
34 33 -33 131 201 214 208 141
60 47 -54 105 194 247 261 183
87 39 -99 62 168 276 318 232
109 65 -119 31 191 349 415 304
125 88 -144 -18 180 396 486 357
147 81 -173 -69 140 411 526 378
178 67 -195 -103 111 427 563 394
190 80 -191 -125 99 452 605 415
192 57 -201 -163 51 427 592 397
177 44 -196 -189 22 406 573 375
131 50 -170 -197 14 396 549 358
105 55 -151 -213 -3 361 495 322
83 25 -153 -246 -58 285 401 259
49 25 -127 -258 -83 227 317 206
20 27 -104 -266 -113 149 215 144
-1 14 -89 -272 -152 47 101 75
-24 -4 -66 -269 -188 -53 3 18
-46 11 -29 -265 -213 -129 -60 -18
-56 -6 -21 -267 -248 -195 -115 -53
-56 -21 -15 -244 -232 -183 -109 -56
-52 -21 -10 -222 -201 -157 -92 -49
-55 -19 -2 -198 -175 -137 -81 -46
-48 -44 -14 -176 -166 -132 -84 -50
-38 -41 -3 -142 -128 -102 -63 -43
-31 -36 -2 -125 -112 -93 -62 -45
-25 -36 -9 -112 -101 -91 -61 -47
-34 -37 -11 -84 -73 -65 -42 -37
-44 -17 8 -49 -26 -29 -14 -21
-38 -30 4 -40 -32 -33 -22 -26
-27 -36 1 -26 -22 -24 -18 -25
-17 -28 1 -9 -2 -6 -7 -18
-15 -19 1 -2 3 -6 -5 -16
-9 -37 -17 -9 -15 -23 -22 -26
-9 -27 -6 5 2 -5 -5 -14
-21 -25 -1 10 9 -3 -2 -11
-26 -31 -4 6 4 -11 -11 -15
-17 -32 -6 3 1 -11 -13 -17
-13 -15 8 11 18 3 -1 -13
-6 -25 3 6 8 -14 -16 -22
-3 -23 4 8 13 -9 -16 -22
-9 -20 12 14 25 2 -8 -15
-19 -19 22 19 31 5 -3 -10
-16 -38 6 9 14 -9 -17 -18
-20 -27 13 19 29 11 -1 -6
-25 -21 15 21 32 13 2 -4
-23 -25 11 17 22 5 -6 -8
-11 -23 4 14 23 4 -9 -13
-9 -3 17 23 42 22 4 -7
-12 -14 10 20 33 10 -6 -13
-9 -17 10 21 38 15 -3 -11
-7 -15 14 23 44 23 2 -6
-10 -15 14 22 47 20 2 -5
-6 -37 -1 12 29 4 -11 -11
0 -28 4 17 35 16 -3 -7
5 -18 0 15 37 11 -8 -12
-1 -17 -6 11 26 2 -17 -19
-6 -20 -4 16 32 10 -13 -16
-9 0 17 31 55 33 7 -4
-1 -10 8 17 42 18 -6 -15
-6 -16 5 16 39 21 -5 -14
-10 -12 10 25 47 33 5 -6
-13 -7 9 27 46 29 3 -8
-7 -28 -10 20 30 11 -14 -17
-4 -26 0 30 45 29 0 -7
-8 -25 3 32 49 27 -1 -6
-5 -24 -1 26 38 16 -11 -13
0 -27 -3 26 43 18 -12 -15
1 -4 10 32 62 34 1 -10
2 -12 3 23 48 21 -11 -18
-9 -19 6 26 52 27 -5 -12
-23 -15 16 39 67 43 10 -1
-21 -14 15 40 68 38 8 -2
-2 -35 -8 29 43 16 -13 -15
7 -27 -3 36 53 31 -1 -9
3 -24 0 39 55 29 -3 -10
-1 -29 -5 37 48 19 -13 -17
-10 -31 0 44 58 28 -6 -11
-16 -7 19 55 81 47 10 -2
-8 -13 14 49 71 31 -4 -12
-7 -22 14 49 69 32 -1 -11
-1 -21 15 52 76 41 7 -5
2 -19 13 47 72 36 5 -6
1 -40 -4 38 55 20 -7 -15
-1 -33 5 52 69 38 8 -4
5 -31 3 55 66 35 4 -6
11 -32 -5 52 57 25 -5 -13
11 -27 -3 54 66 31 -3 -12
3 -10 19 65 89 51 15 -1
-5 -23 18 62 81 43 7 -4
-7 -25 20 67 88 49 12 -2
-10 -20 24 76 100 59 18 3
-6 -20 25 74 97 54 16 2
-2 -40 7 68 79 39 4 -5
-1 -29 14 75 97 56 18 4
-2 -27 20 79 97 57 18 4
-3 -37 14 77 90 48 11 1
-1 -37 14 81 97 51 14 0
-3 -13 31 94 124 71 29 8
-3 -23 24 91 114 59 18 1
