I II V1 V2 V3 V4 V5 V6
-4 -10 28 52 32 -11 -15 -18
-4 -8 28 53 32 -13 -16 -18
-2 -7 30 55 35 -12 -16 -20
-2 -8 32 59 38 -8 -14 -16
0 -5 32 62 38 -8 -12 -17
-1 -4 35 63 39 -8 -14 -15
-1 -4 35 66 41 -7 -13 -15
1 -2 37 69 43 -5 -8 -16
0 -3 37 70 43 -6 -12 -15
0 -4 38 72 45 -5 -13 -16
0 -4 39 74 48 -4 -10 -18
0 -4 39 75 49 -3 -11 -18
1 -3 40 78 52 -2 -11 -15
2 -1 40 79 52 0 -10 -12
3 2 40 81 53 0 -7 -11
4 3 42 84 54 1 -7 -13
3 4 41 85 55 2 -6 -9
4 6 41 85 56 5 -4 -6
5 8 42 87 57 5 -2 -3
5 9 41 86 57 8 -2 -5
5 10 40 85 57 9 0 -9
4 9 39 85 57 10 3 -7
5 11 38 85 59 11 3 -5
7 14 37 86 59 13 6 -3
7 15 36 84 58 13 8 0
7 18 35 82 57 14 8 3
8 19 35 82 57 15 10 4
7 20 34 80 56 16 15 5
8 22 33 78 56 16 15 6
8 21 33 77 54 18 14 7
7 21 30 74 53 18 16 8
8 22 28 72 51 16 17 10
7 21 27 70 51 16 16 12
9 23 26 68 50 19 19 10
9 24 23 65 48 17 17 10
8 23 21 62 46 16 16 11
8 24 22 62 46 18 17 17
8 25 20 58 42 16 17 16
7 26 20 56 41 15 16 13
8 27 19 52 40 16 16 13
7 25 17 50 39 15 16 12
8 25 15 46 37 14 15 16
8 26 14 43 36 14 14 15
7 25 12 39 32 14 15 15
7 25 11 38 33 14 16 14
6 23 10 35 30 12 15 11
5 22 10 33 29 11 13 9
6 22 9 29 26 11 14 10
5 19 9 28 25 9 14 14
6 19 9 26 25 11 13 12
5 18 7 22 24 10 12 11
4 17 5 19 21 8 10 5
5 16 5 18 20 8 7 3
4 15 4 16 18 8 9 2
3 13 3 14 18 6 7 4
3 12 2 12 17 4 5 1
0 10 3 11 16 4 3 -1
1 10 3 8 14 3 3 2
-1 7 3 7 13 3 1 0
-2 5 2 5 11 1 -1 -1
0 5 1 5 11 -1 -2 -2
-1 4 1 2 10 -1 -3 -4
-1 3 2 1 10 -1 -4 0
0 4 1 1 10 -1 -5 2
-2 4 0 0 9 -3 -5 -5
-1 3 1 0 8 -4 -5 -8
-3 0 0 -1 6 -4 -7 -8
-3 -1 1 -3 5 -4 -7 -7
-3 -1 1 -3 6 -5 -7 -5
-4 -3 1 -3 4 -5 -9 -10
-3 -3 -1 -5 2 -8 -11 -12
-2 -2 0 -6 3 -7 -10 -9
-2 -4 -1 -6 3 -7 -10 -10
-1 -2 0 -5 3 -7 -10 -13
-2 -3 0 -6 3 -9 -6 -10
-2 -4 -1 -7 2 -8 -9 -7
-1 -3 2 -5 2 -7 -9 -6
-3 -3 0 -7 1 -8 -9 -5
-3 -4 1 -8 2 -8 -10 -9
-3 -5 1 -8 0 -8 -12 -12
-5 -7 -1 -8 -1 -8 -12 -13
-3 -6 -1 -9 -1 -10 -11 -13
-2 -6 -1 -9 -1 -9 -9 -13
-1 -5 -2 -9 -3 -10 -12 -15
-1 -4 -1 -9 -3 -12 -13 -13
-3 -5 -2 -8 -2 -12 -12 -12
-2 -4 -1 -8 -4 -12 -14 -13
-2 -3 -1 -8 -3 -13 -13 -15
-3 -6 0 -9 -4 -13 -15 -12
-3 -6 0 -9 -4 -11 -13 -9
-3 -7 -1 -9 -4 -11 -14 -10
-3 -7 -1 -9 -4 -11 -14 -11
-2 -6 -1 -10 -5 -10 -15 -9
-3 -7 -1 -9 -5 -12 -15 -10
-3 -7 0 -9 -6 -12 -15 -10
-3 -6 0 -8 -5 -13 -15 -10
-2 -7 0 -7 -6 -13 -16 -13
-2 -7 2 -8 -7 -14 -13 -12
-4 -9 2 -8 -7 -15 -12 -6
-4 -10 2 -8 -10 -17 -14 -10
-2 -9 2 -9 -9 -17 -18 -13
-3 -10 1 -9 -8 -17 -17 -13
-3 -9 1 -8 -9 -17 -18 -9
-3 -8 0 -8 -9 -15 -18 -12
-3 -9 0 -9 -11 -17 -18 -13
-4 -8 1 -8 -10 -17 -16 -11
-3 -7 2 -8 -9 -17 -16 -14
-4 -6 2 -8 -8 -16 -17 -15
-3 -6 2 -7 -8 -16 -17 -15
-4 -8 2 -7 -10 -17 -19 -12
-4 -8 2 -7 -10 -17 -17 -10
-3 -7 3 -4 -9 -17 -14 -8
-3 -9 2 -5 -9 -17 -19 -10
-3 -8 2 -5 -10 -18 -19 -11
-4 -9 2 -5 -10 -18 -19 -13
-5 -9 2 -5 -9 -18 -19 -15
-4 -7 2 -4 -10 -18 -20 -16
-4 -7 1 -6 -10 -19 -21 -14
-1 -4 1 -6 -11 -18 -21 -12
-2 -4 1 -5 -9 -17 -22 -12
-3 -4 2 -5 -9 -16 -20 -14
0 -2 3 -4 -9 -17 -19 -17
-2 -1 3 -4 -7 -17 -21 -16
-2 -2 3 -3 -6 -16 -19 -12
-1 -1 2 -4 -6 -15 -17 -15
-3 -2 3 -4 -6 -14 -15 -14
-2 -1 3 -3 -6 -14 -14 -10
-2 -1 3 -2 -6 -12 -16 -6
-4 -4 3 -2 -5 -11 -13 -6
-2 -2 4 -1 -4 -10 -12 -8
-2 -2 2 -3 -6 -10 -15 -10
-2 -1 2 -4 -7 -10 -15 -10
-1 0 3 -2 -5 -9 -14 -5
-2 0 1 -2 -5 -10 -15 -5
-1 1 1 -2 -4 -9 -13 -8
-2 0 2 -2 -3 -7 -12 -3
-2 -1 2 -2 -3 -7 -10 -6
-1 0 3 0 -2 -5 -8 -6
-3 -2 3 -1 -1 -5 -10 -6
-2 -2 3 -1 -1 -4 -6 -1
-1 -1 1 -2 -2 -2 -8 -5
-1 -2 1 -2 -2 -3 -10 -3
1 -1 2 0 -2 -3 -9 -4
0 -1 3 -1 1 -3 -8 -6
-1 1 1 -3 -2 -4 -9 -3
0 2 1 -2 -1 -1 -7 -2
-1 2 1 -3 -1 -2 -6 -2
0 2 0 -2 -2 -3 -7 0
0 2 0 -3 -3 -3 -7 -3
-2 -1 0 -4 -3 -3 -8 -6
0 0 -1 -4 -2 -2 -8 -6
1 1 0 -3 -1 -2 -7 -2
3 3 0 -4 -1 -1 -6 -4
4 4 1 -3 0 1 -5 -2
2 4 0 -3 -1 1 -4 -4
3 5 2 -1 2 2 -3 -1
3 8 5 0 4 4 -1 0
1 9 5 3 4 6 2 3
3 12 6 2 4 4 -2 2
2 12 7 3 5 5 -1 1
2 12 8 3 5 6 -2 3
3 13 7 4 5 6 -2 4
2 15 7 3 6 4 -2 3
1 16 7 3 6 5 -2 3
2 18 7 2 6 5 0 2
3 19 7 3 7 7 1 8
6 21 6 3 7 8 4 9
6 20 6 3 9 10 5 7
5 21 5 3 9 12 5 8
7 22 6 5 11 13 7 8
8 23 5 5 10 13 5 11
8 25 4 6 11 13 6 9
8 26 3 5 10 12 7 9
6 25 1 2 8 12 6 11
6 26 0 1 8 11 7 11
6 26 0 1 8 12 7 8
5 25 1 1 7 10 6 10
6 23 2 1 7 11 6 11
4 17 0 -2 3 8 3 9
5 12 0 -4 1 6 1 8
5 10 -4 -6 -2 2 -2 1
3 5 -4 -8 -3 3 -2 2
3 3 -5 -8 -4 2 -2 1
2 1 -5 -9 -6 0 -4 -1
0 -1 -4 -9 -7 -2 -6 0
0 0 -5 -10 -9 -5 -7 1
-1 -1 -4 -10 -7 -7 -6 1
0 -1 -2 -8 -8 -4 -8 -1
-1 -2 -3 -9 -8 -6 -8 0
-2 -3 -3 -10 -9 -5 -9 -2
0 -3 -5 -10 -10 -6 -10 -1
-1 -4 -5 -11 -11 -6 -11 -4
-1 -5 -6 -13 -14 -9 -13 -4
-2 -7 -6 -14 -14 -9 -14 -6
-4 -10 -7 -16 -17 -10 -14 -8
-2 -10 -8 -15 -16 -10 -15 -6
-2 -10 -7 -16 -16 -11 -15 -6
-3 -12 -7 -17 -19 -12 -16 -9
-4 -12 -6 -16 -19 -14 -16 -3
-3 -13 -6 -17 -20 -15 -18 -7
-3 -13 -7 -17 -19 -14 -18 -10
-1 -12 -7 -16 -19 -12 -17 -10
-3 -11 -8 -16 -20 -12 -17 -11
-2 -12 -8 -16 -18 -12 -18 -11
-4 -13 -8 -16 -19 -13 -17 -10
-3 -14 -7 -17 -20 -14 -17 -10
-3 -13 -6 -17 -19 -13 -15 -9
-3 -16 -6 -16 -20 -12 -14 -9
-2 -16 -7 -17 -22 -13 -17 -10
-3 -15 -6 -18 -22 -14 -18 -6
-3 -15 -7 -18 -22 -14 -19 -7
-1 -14 -7 -17 -22 -15 -19 -6
-2 -15 -6 -17 -21 -14 -19 -8
-4 -15 -5 -16 -21 -13 -18 -3
-1 -13 -6 -17 -20 -14 -15 -8
-1 -14 -7 -17 -21 -15 -15 -12
-2 -14 -5 -16 -20 -14 -16 -7
-2 -14 -5 -16 -19 -12 -17 -6
-5 -17 -5 -15 -19 -11 -16 -6
-3 -17 -4 -15 -19 -11 -17 -10
-3 -18 -4 -14 -17 -11 -13 -11
-1 -20 -3 -12 -17 -13 -16 -12
1 -23 -2 -7 -16 -16 -22 -12
0 -32 4 3 -14 -21 -29 -16
0 -37 18 24 -3 -25 -37 -25
1 -40 37 56 14 -28 -43 -34
2 -41 55 87 30 -25 -45 -38
1 -36 70 111 46 -17 -40 -35
3 -32 81 127 61 -8 -33 -31
4 -25 95 139 80 15 -17 -23
7 -3 96 126 94 48 13 0
11 27 90 110 115 96 61 32
17 67 90 109 151 160 120 77
28 116 74 88 179 243 196 141
42 168 39 50 200 325 281 204
54 212 -4 0 204 391 347 252
57 246 -50 -61 189 436 395 294
52 269 -85 -114 173 458 419 327
42 277 -115 -179 128 433 409 331
32 262 -150 -255 45 350 361 309
26 222 -175 -299 -45 225 276 269
21 175 -193 -319 -123 113 201 231
11 127 -205 -332 -198 4 126 192
3 95 -199 -322 -233 -61 72 152
-1 71 -179 -289 -228 -84 39 118
-1 50 -157 -249 -208 -90 14 85
-1 30 -130 -201 -174 -81 -6 56
-6 12 -106 -162 -146 -74 -21 30
-6 4 -85 -132 -122 -66 -25 17
-3 0 -66 -103 -94 -52 -20 15
-2 -3 -52 -81 -75 -40 -16 14
-2 -4 -38 -61 -59 -32 -11 11
-3 -7 -28 -46 -48 -27 -12 8
-3 -7 -20 -34 -39 -23 -12 7
-2 -8 -12 -22 -30 -19 -10 7
-2 -11 -5 -12 -23 -17 -13 1
-1 -15 0 -6 -18 -14 -16 -4
-2 -18 2 -4 -16 -13 -15 2
-3 -19 2 -3 -17 -15 -15 -2
0 -20 2 -2 -14 -15 -16 -4
-2 -24 3 -1 -13 -14 -18 -7
-4 -24 4 1 -12 -14 -18 -8
-3 -24 5 3 -11 -15 -18 -8
-3 -25 4 4 -13 -16 -20 -7
-5 -24 8 6 -12 -14 -18 -7
-4 -23 8 7 -12 -16 -18 -8
-3 -24 8 7 -12 -16 -19 -8
-2 -23 9 7 -11 -15 -18 -5
-3 -24 10 9 -9 -15 -17 -11
-2 -25 9 9 -7 -15 -18 -11
-1 -25 10 10 -5 -11 -18 -10
-2 -25 9 10 -6 -12 -15 -10
-2 -24 10 12 -5 -12 -14 -9
-3 -25 9 11 -5 -11 -18 -9
-4 -25 12 13 -5 -9 -15 -10
-3 -23 12 14 -5 -10 -15 -7
-3 -26 12 14 -6 -11 -15 -7
-3 -26 13 13 -5 -11 -15 -9
-2 -25 14 14 -5 -12 -16 -10
-1 -26 12 13 -3 -12 -18 -11
0 -26 13 15 -2 -10 -16 -9
-2 -25 13 15 -1 -11 -13 -4
-3 -25 12 16 -2 -11 -14 -4
-1 -24 13 16 -2 -12 -16 -12
-1 -24 14 17 -4 -11 -18 -7
-2 -24 14 19 -2 -11 -16 -5
-3 -25 15 18 -2 -10 -16 -7
-3 -28 16 18 0 -10 -17 -7
-3 -27 17 19 1 -9 -16 -7
-3 -28 17 19 2 -9 -16 -6
-2 -29 17 19 1 -6 -14 -8
-1 -26 18 21 4 -8 -12 -5
-2 -28 19 23 4 -8 -12 -7
0 -27 18 22 4 -9 -13 -6
0 -27 21 25 5 -6 -11 7
-2 -29 21 26 5 -9 -12 -1
-2 -29 21 26 4 -10 -14 -8
-3 -31 21 25 4 -10 -15 -7
-3 -30 21 26 4 -10 -13 -9
-1 -29 21 27 7 -9 -15 -10
-3 -31 22 28 7 -7 -15 -9
-3 -30 23 30 9 -6 -13 -8
-1 -28 23 31 10 -8 -13 -4
-1 -28 23 32 10 -8 -14 -8
-1 -27 26 35 11 -5 -12 -2
-2 -27 26 37 12 -6 -12 -3
-2 -28 26 37 12 -5 -11 -4
-2 -29 26 37 13 -4 -11 -4
-3 -30 27 39 14 -5 -13 -2
-1 -30 28 39 16 -5 -14 -7
-1 -32 29 41 17 -4 -13 -2
-2 -32 29 42 17 -6 -13 -6
-1 -31 29 44 17 -5 -14 -7
-1 -31 30 47 19 -3 -14 -7
-2 -30 32 50 20 -2 -12 0
-1 -28 33 52 21 -4 -11 0
-1 -30 34 54 22 -2 -12 -3
-1 -29 35 56 23 -1 -11 -2
1 -28 36 58 25 0 -9 -1
1 -29 35 58 27 -1 -4 0
1 -29 36 60 28 0 -8 -3
0 -30 38 64 31 1 -8 0
0 -29 39 67 32 1 -9 -2
1 -29 41 70 34 3 -7 -1
1 -29 41 73 34 4 -6 1
2 -27 43 77 38 5 -3 3
2 -29 45 79 39 8 -4 6
2 -30 45 80 40 8 -4 5
3 -27 46 82 41 8 -4 2
4 -26 45 83 42 6 -4 2
5 -26 45 85 43 9 -1 2
4 -25 47 88 46 12 2 6
4 -24 46 89 48 12 5 4
6 -23 46 90 49 13 2 5
6 -21 46 91 47 15 4 7
4 -19 45 91 47 14 5 12
6 -17 45 92 49 18 9 14
7 -16 44 90 48 20 9 10
9 -15 44 91 50 21 9 14
9 -13 44 91 52 22 11 18
8 -13 43 89 54 25 13 19
8 -11 41 89 54 26 16 20
9 -10 40 88 53 26 16 21
9 -10 39 86 52 28 19 20
10 -9 39 85 51 28 20 20
8 -7 37 84 49 27 22 21
