I II V1 V2 V3 V4 V5 V6
-26 -13 31 31 24 -4 13 0
-29 -15 33 35 26 -3 15 2
-28 -16 35 39 29 1 16 3
-29 -14 36 42 33 5 19 5
-28 -13 37 45 35 7 22 6
-24 -13 34 45 34 6 21 5
-19 -12 32 44 33 5 20 5
-21 -11 33 45 34 7 23 7
-25 -13 33 46 36 8 26 9
-26 -15 32 48 37 10 28 9
-25 -14 30 50 38 9 28 9
-29 -13 31 53 42 11 30 11
-30 -11 31 55 44 12 31 12
-22 -8 30 56 46 12 31 11
-19 -4 33 57 48 15 33 13
-25 -2 35 59 50 17 35 15
-29 0 36 60 52 18 37 17
-23 0 36 62 53 19 39 17
-17 -2 38 63 54 20 40 18
-19 -4 40 66 56 22 43 19
-26 -5 40 69 56 21 43 19
-30 -4 42 70 57 22 44 20
-29 -2 42 71 59 22 43 20
-25 0 40 72 61 23 46 20
-19 3 40 73 63 25 48 22
-16 4 43 77 67 29 52 26
-17 4 42 79 70 31 54 28
-18 2 42 81 71 32 55 30
-19 1 43 82 70 31 55 30
-18 4 44 85 72 32 57 30
-14 10 42 86 72 32 55 29
-10 16 39 88 74 32 55 28
-9 19 39 90 76 33 55 27
-9 18 40 92 78 35 57 26
-8 15 42 94 81 37 59 28
-7 15 43 97 84 42 62 32
-5 15 45 102 88 46 66 36
-6 15 48 104 89 48 69 38
-6 17 50 105 89 49 69 39
-3 21 50 108 91 50 71 39
2 26 47 109 91 49 71 40
7 28 46 110 92 49 68 40
10 27 46 111 93 50 65 40
9 26 47 113 96 53 67 43
4 27 49 114 99 57 71 48
0 31 52 117 103 60 73 52
-3 30 53 121 105 61 74 54
-3 26 52 122 104 62 74 55
-2 27 50 121 103 62 74 57
-2 32 48 122 102 62 75 59
-2 35 48 127 106 64 76 61
-3 35 47 131 110 66 76 63
-3 34 45 133 112 67 76 65
-2 34 40 131 110 65 75 64
-2 33 43 130 110 66 75 65
-4 30 46 129 110 67 74 67
-2 32 47 130 111 69 75 69
2 35 46 129 111 69 75 70
0 35 45 125 108 67 72 70
-7 34 45 121 105 65 69 69
-11 35 47 121 105 66 69 69
-7 37 46 119 103 64 66 67
-3 37 42 113 98 60 61 64
-6 36 39 109 96 58 59 63
-9 37 40 107 96 58 59 65
-9 36 39 103 95 56 57 65
-9 34 36 99 92 55 53 64
-12 35 34 93 87 52 49 61
-16 38 35 89 84 49 47 61
-16 37 32 84 79 45 42 57
-17 33 30 79 76 42 37 54
-20 31 29 73 71 37 32 50
-24 29 29 69 68 34 28 46
-27 25 29 66 66 33 24 43
-27 24 29 62 63 30 20 40
-31 26 30 60 63 31 21 42
-36 25 32 58 63 32 21 43
-38 21 31 55 58 29 17 40
-37 16 29 50 53 25 12 37
-41 12 29 48 53 25 10 36
-50 9 31 46 53 24 8 36
-54 6 31 44 51 20 4 34
-52 5 30 39 47 16 -3 29
-48 5 26 34 43 12 -8 24
-50 4 26 32 42 12 -10 23
-53 5 27 29 39 10 -13 21
-55 7 25 25 36 7 -16 17
-58 4 26 23 35 6 -18 18
-61 2 27 24 36 8 -17 20
-65 2 28 26 36 8 -17 20
-74 1 28 27 34 7 -17 21
-81 -3 28 28 34 6 -17 22
-82 -8 29 28 34 6 -18 22
-81 -14 28 27 34 5 -20 20
-80 -16 27 24 33 4 -23 19
-76 -16 25 20 31 1 -28 16
-73 -13 25 20 32 2 -29 16
-73 -11 27 22 32 3 -29 18
-71 -11 26 20 30 1 -30 16
-70 -11 26 19 29 1 -32 15
-72 -12 28 19 28 1 -33 15
-80 -11 28 17 28 0 -35 15
-88 -13 26 14 25 -3 -39 12
-90 -17 24 10 22 -7 -43 8
-90 -22 24 10 22 -8 -41 8
-87 -22 22 9 20 -8 -41 7
-83 -21 20 5 17 -10 -43 6
-86 -20 21 4 17 -9 -39 7
-87 -20 22 5 17 -7 -37 9
-86 -20 23 7 17 -7 -36 10
-91 -20 24 7 18 -8 -36 10
-95 -16 23 7 17 -9 -37 8
-88 -13 21 5 16 -10 -38 7
-73 -12 17 1 13 -12 -40 4
-65 -14 16 0 13 -12 -40 4
-66 -16 17 1 15 -11 -38 6
-75 -19 18 3 17 -9 -35 8
-85 -18 19 4 17 -8 -34 9
-92 -17 23 7 19 -5 -31 12
-95 -18 27 10 22 -3 -28 14
-96 -18 26 10 22 -3 -29 12
-100 -17 27 12 24 0 -28 12
-101 -16 27 14 28 3 -25 14
-94 -17 26 13 28 3 -24 14
-89 -16 23 9 26 1 -27 12
-89 -15 24 9 25 0 -28 11
-88 -15 24 11 26 0 -27 13
-85 -15 23 12 25 1 -26 13
-83 -16 22 11 25 0 -24 13
-89 -16 22 10 24 0 -24 13
-90 -13 24 12 25 1 -23 14
-82 -7 23 12 25 0 -24 12
-79 -6 23 13 25 0 -25 10
-89 -11 25 15 27 2 -24 11
-95 -15 26 16 28 2 -25 10
-97 -17 27 17 29 3 -23 10
-101 -20 32 20 33 6 -18 15
-100 -19 34 20 33 7 -16 18
-95 -15 33 18 31 6 -17 18
-94 -12 31 17 29 4 -18 16
-93 -14 28 16 28 1 -20 14
-91 -14 27 14 27 0 -20 13
-90 -12 26 13 27 1 -20 12
-92 -9 26 14 28 2 -21 12
-91 -11 26 14 28 2 -21 12
-87 -13 27 15 28 2 -21 11
-86 -14 26 14 26 0 -23 9
-89 -15 25 13 24 -2 -22 8
-91 -17 25 13 23 -2 -21 9
-91 -20 26 13 22 -2 -20 9
-91 -20 26 13 23 0 -20 10
-89 -16 26 12 23 0 -19 10
-87 -15 25 13 24 0 -19 10
-82 -16 23 12 25 -2 -21 8
-78 -17 23 11 25 -2 -21 9
-74 -17 23 10 24 -2 -21 9
-72 -17 22 9 22 -2 -21 8
-70 -15 23 10 23 0 -20 8
-69 -12 24 10 21 -3 -20 8
-67 -13 22 7 17 -6 -23 5
-61 -14 20 4 13 -9 -26 2
-54 -14 16 -2 9 -13 -30 -3
-60 -16 18 1 11 -10 -28 0
-74 -17 22 5 16 -5 -23 4
-81 -16 26 8 21 -2 -19 8
-79 -10 27 10 24 1 -16 9
-75 -9 25 13 25 2 -14 10
-71 -14 21 10 19 -3 -17 8
-70 -17 20 7 15 -6 -20 6
-66 -16 19 4 13 -8 -22 4
-60 -16 17 2 11 -11 -26 -2
-57 -16 15 -2 8 -15 -30 -6
-57 -13 15 -2 7 -15 -31 -7
-57 -9 16 -3 9 -13 -28 -6
-54 -8 14 -5 7 -14 -27 -5
-49 -11 13 -3 7 -15 -27 -4
-47 -13 13 0 9 -14 -27 -4
-52 -11 14 1 11 -12 -25 -4
-58 -10 15 1 10 -12 -24 -4
-55 -9 15 -2 9 -13 -25 -4
-47 -8 12 -6 5 -15 -27 -6
-48 -12 12 -6 4 -15 -28 -7
-56 -18 14 -4 5 -16 -28 -6
-60 -20 14 -4 6 -15 -27 -5
-57 -16 13 -5 5 -16 -27 -6
-53 -15 12 -7 2 -18 -28 -8
-51 -15 11 -9 0 -18 -28 -8
-46 -11 8 -11 -3 -19 -28 -8
-43 -7 5 -12 -4 -20 -27 -8
-43 -10 6 -11 -3 -20 -27 -7
-43 -16 8 -8 2 -17 -25 -5
-38 -19 9 -8 3 -16 -24 -5
-34 -21 7 -9 1 -18 -27 -8
-31 -19 6 -11 -3 -21 -29 -11
-31 -16 6 -11 -4 -20 -29 -11
-34 -13 6 -11 -3 -20 -27 -11
-38 -16 7 -11 -3 -21 -26 -10
-40 -21 7 -12 -4 -21 -27 -10
-41 -22 10 -9 -2 -18 -25 -9
-39 -17 10 -8 -2 -17 -25 -9
-35 -12 7 -11 -4 -20 -27 -11
-27 -9 2 -15 -8 -23 -29 -15
-19 -7 1 -16 -8 -23 -28 -16
-20 -6 3 -15 -6 -20 -27 -15
-27 -10 6 -12 -4 -18 -25 -13
-31 -15 7 -11 -3 -18 -24 -12
-32 -16 5 -13 -7 -21 -27 -14
-34 -16 4 -16 -10 -24 -29 -15
-35 -19 6 -15 -10 -23 -27 -14
-31 -20 6 -14 -8 -21 -26 -14
-23 -17 2 -18 -12 -25 -29 -17
-16 -15 -2 -22 -17 -30 -33 -21
-15 -16 -2 -23 -19 -32 -34 -22
-19 -16 1 -20 -17 -30 -32 -21
-24 -16 2 -18 -15 -29 -31 -21
-24 -17 3 -17 -14 -27 -30 -20
-20 -16 0 -19 -16 -29 -31 -23
-15 -16 -3 -22 -18 -30 -33 -24
-13 -16 -2 -21 -17 -28 -31 -23
-11 -16 0 -18 -14 -27 -30 -22
-8 -11 1 -17 -14 -27 -29 -22
-8 -6 3 -17 -13 -25 -26 -19
-10 -5 5 -18 -12 -23 -25 -18
-11 -2 4 -18 -13 -24 -26 -19
-11 1 5 -17 -12 -22 -25 -17
-10 2 6 -16 -10 -20 -23 -15
-7 0 3 -18 -13 -22 -23 -16
-3 0 0 -18 -14 -24 -24 -18
-2 0 -2 -17 -13 -23 -23 -17
-4 -3 0 -17 -12 -23 -23 -17
-5 -7 0 -18 -13 -23 -23 -16
-5 -7 0 -18 -15 -24 -24 -18
-6 -5 -2 -17 -15 -23 -23 -17
-7 -4 -2 -16 -14 -22 -20 -14
-3 0 -4 -19 -15 -23 -20 -14
3 6 -9 -23 -17 -24 -21 -15
6 9 -9 -22 -15 -21 -20 -14
7 7 -7 -21 -15 -19 -17 -13
5 3 -8 -23 -17 -20 -17 -13
3 3 -11 -24 -18 -23 -18 -14
6 9 -14 -26 -19 -24 -19 -16
12 11 -17 -27 -21 -26 -22 -18
15 7 -20 -30 -25 -30 -26 -22
17 1 -19 -30 -26 -31 -28 -24
17 0 -15 -28 -24 -28 -25 -22
13 6 -14 -28 -23 -27 -23 -21
9 11 -14 -28 -23 -27 -22 -20
9 5 -14 -28 -24 -28 -22 -20
9 -6 -12 -27 -24 -27 -22 -20
10 -9 -12 -26 -23 -26 -22 -20
13 -8 -12 -28 -24 -27 -22 -21
12 -8 -10 -27 -26 -28 -22 -21
7 -9 -9 -29 -30 -32 -24 -23
4 -10 -9 -29 -31 -33 -26 -24
3 -9 -9 -27 -30 -32 -25 -24
1 -7 -9 -25 -29 -32 -24 -24
-5 -10 -8 -25 -27 -30 -23 -23
-10 -15 -9 -27 -28 -30 -23 -23
-8 -16 -8 -26 -28 -29 -22 -22
-3 -11 -7 -24 -28 -29 -23 -24
0 -12 -4 -22 -26 -28 -23 -25
0 -16 -2 -20 -25 -27 -23 -24
5 -16 -2 -20 -25 -26 -23 -24
9 -13 -4 -23 -26 -28 -26 -26
4 -12 -2 -21 -26 -28 -23 -24
-4 -11 0 -20 -26 -29 -22 -22
