I II V1 V2 V3 V4 V5 V6
31 47 28 -4 193 157 98 72
32 52 29 -6 194 161 100 72
33 61 25 1 195 161 96 82
36 62 24 11 197 164 97 75
38 62 28 14 200 168 104 79
37 60 30 17 202 169 103 86
40 61 29 16 201 166 102 84
35 58 26 15 200 170 102 87
32 51 35 18 202 179 108 94
36 54 31 13 201 178 111 90
35 57 26 12 198 178 111 86
34 61 20 17 193 173 106 84
33 61 22 18 191 170 104 95
32 55 26 9 189 171 105 93
35 62 27 11 186 166 108 91
34 65 25 13 183 160 105 87
32 62 28 3 177 156 97 79
33 58 25 3 173 154 96 83
33 55 23 3 170 149 103 90
31 54 20 0 161 142 96 87
30 54 18 -3 154 138 91 73
24 48 17 -5 145 135 86 71
22 48 17 -13 135 124 77 69
25 49 13 -19 128 114 72 70
24 50 12 -22 119 108 69 56
23 50 13 -25 114 104 63 49
21 41 15 -28 109 97 57 60
19 40 13 -39 103 91 50 50
23 45 11 -48 95 82 44 35
20 38 15 -49 88 74 42 42
16 38 22 -50 80 67 36 33
14 29 11 -50 73 64 37 32
13 21 10 -59 66 59 30 31
12 23 9 -67 59 47 26 25
7 18 12 -71 53 41 23 27
4 19 7 -87 46 35 18 20
5 19 15 -96 43 34 15 15
4 11 14 -102 39 26 8 10
5 10 7 -102 35 21 3 10
4 14 9 -108 30 18 1 6
2 10 10 -110 26 14 1 8
2 11 6 -106 22 11 -1 3
-2 10 4 -107 15 7 -7 -2
-2 7 6 -110 13 6 -6 -5
-1 5 9 -107 13 4 -7 -2
-4 -1 7 -110 8 -1 -10 -2
-5 -5 4 -109 6 -6 -12 -1
-3 -2 4 -111 4 -4 -11 -7
-4 -1 2 -111 1 -5 -16 -10
-3 6 2 -106 -2 -12 -21 -8
-3 4 2 -111 -2 -12 -21 -3
-2 -4 6 -111 -1 -10 -18 -9
2 -3 10 -109 -2 -8 -21 -14
1 1 2 -115 -6 -14 -26 -12
1 -1 4 -112 -6 -15 -26 -15
-2 -4 7 -107 -7 -16 -27 -3
-6 -6 8 -110 -9 -17 -28 1
-4 -9 7 -103 -9 -23 -28 -14
-6 -10 4 -92 -9 -23 -23 -12
-3 -6 2 -101 -9 -21 -26 -7
-3 -3 5 -102 -10 -19 -29 -17
-4 -4 7 -95 -11 -20 -29 -16
-1 -5 6 -89 -9 -21 -28 -18
1 -2 5 -92 -10 -22 -26 -18
0 0 6 -91 -12 -26 -30 -20
1 -1 3 -90 -13 -26 -31 -19
-4 -8 7 -88 -12 -26 -29 -18
-5 -10 6 -91 -13 -26 -26 -16
-4 -9 2 -89 -12 -21 -26 -13
-6 -9 2 -85 -15 -22 -26 -11
-7 -11 3 -85 -15 -25 -29 -12
-6 -13 1 -82 -15 -18 -28 -13
-5 -3 4 -82 -17 -20 -26 -13
-1 1 6 -82 -15 -20 -25 -13
-2 -11 4 -76 -12 -20 -26 -16
-4 -9 2 -76 -13 -25 -28 -19
-4 -11 4 -69 -12 -22 -28 -19
-6 -10 8 -72 -15 -21 -29 -21
-5 -4 4 -68 -16 -24 -34 -21
-5 -10 -1 -73 -16 -28 -32 -16
-8 -10 -1 -72 -16 -28 -33 -16
-8 -8 0 -72 -16 -25 -32 -23
-7 -10 0 -69 -14 -23 -31 -19
-5 -8 9 -68 -14 -25 -32 -9
-3 -10 7 -61 -13 -21 -30 -11
-5 -10 11 -63 -14 -26 -33 -22
-3 -8 6 -59 -13 -25 -32 -16
